Codigo,Distrito,Seccion,Establecimiento,Fecha,IdDistrito,IdSeccion,IdCircuito,Mesa,votantes,192528
171,Río Negro,General Roca,ESCUELA PRIMARIA N 279,12-09-2021 20:03,16,12,58,00923X,122,
171,Río Negro,General Roca,ESCUELA PRIMARIA N 279,12-09-2021 19:54,16,12,58,00924X,122,
171,Río Negro,General Roca,ESCUELA PRIMARIA N 279,12-09-2021 19:52,16,12,58,00925X,104,
171,Río Negro,General Roca,ESCUELA PRIMARIA N 279,12-09-2021 19:45,16,12,58,00926X,114,
171,Río Negro,General Roca,ESCUELA PRIMARIA N 279,12-09-2021 20:05,16,12,58,00927X,122,
171,Río Negro,General Roca,ESCUELA PRIMARIA N 279,12-09-2021 19:36,16,12,58,00928X,126,
171,Río Negro,General Roca,ESCUELA PRIMARIA N 279,12-09-2021 19:34,16,12,58,00929X,194,
172,Río Negro,General Roca,INSTITUTO DE FORM. DOCENTE CONT.,12-09-2021 20:08,16,12,58,00930X,118,
172,Río Negro,General Roca,INSTITUTO DE FORM. DOCENTE CONT.,12-09-2021 20:09,16,12,58,00931X,116,
172,Río Negro,General Roca,INSTITUTO DE FORM. DOCENTE CONT.,12-09-2021 20:10,16,12,58,00932X,120,
172,Río Negro,General Roca,INSTITUTO DE FORM. DOCENTE CONT.,12-09-2021 20:13,16,12,58,00933X,107,
173,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 11,12-09-2021 20:22,16,12,58,00935X,123,
173,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 11,12-09-2021 20:09,16,12,58,00936X,110,
173,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 11,12-09-2021 19:02,16,12,58,00937X,104,
173,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 11,12-09-2021 19:25,16,12,58,00938X,121,
173,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 11,12-09-2021 19:42,16,12,58,00939X,110,
174,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 18,12-09-2021 19:33,16,12,58,00940X,124,
174,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 18,12-09-2021 19:33,16,12,58,00941X,139,
174,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 18,12-09-2021 19:17,16,12,58,00942X,119,
174,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 18,12-09-2021 19:36,16,12,58,00943X,123,
174,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 18,12-09-2021 19:36,16,12,58,00944X,147,
174,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 18,12-09-2021 19:38,16,12,58,00945X,140,
174,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 18,12-09-2021 19:41,16,12,58,00946X,136,
175,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 70,12-09-2021 20:26,16,12,58,00947X,115,
175,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 70,12-09-2021 20:30,16,12,58,00948X,122,
175,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 70,12-09-2021 20:32,16,12,58,00949X,107,
175,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 70,12-09-2021 20:34,16,12,58,00950X,121,
175,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 70,12-09-2021 20:36,16,12,58,00951X,118,
175,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 70,12-09-2021 20:38,16,12,58,00952X,102,
175,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 70,12-09-2021 20:40,16,12,58,00953X,122,
176,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 145,12-09-2021 20:05,16,12,58,00954X,118,
176,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 145,12-09-2021 20:07,16,12,58,00955X,129,
176,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 145,12-09-2021 19:39,16,12,58,00956X,122,
176,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 145,12-09-2021 19:47,16,12,58,00957X,101,
176,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 145,12-09-2021 20:19,16,12,58,00958X,145,
176,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 145,12-09-2021 20:44,16,12,58,00959X,139,
177,Río Negro,General Roca,ESCUELA PRIMARIA N 316,12-09-2021 19:45,16,12,58,00960X,153,
177,Río Negro,General Roca,ESCUELA PRIMARIA N 316,12-09-2021 19:52,16,12,58,00961X,113,
177,Río Negro,General Roca,ESCUELA PRIMARIA N 316,12-09-2021 20:06,16,12,58,00962X,120,
177,Río Negro,General Roca,ESCUELA PRIMARIA N 316,12-09-2021 19:37,16,12,58,00963X,125,
177,Río Negro,General Roca,ESCUELA PRIMARIA N 316,12-09-2021 19:57,16,12,58,00964X,125,
177,Río Negro,General Roca,ESCUELA PRIMARIA N 316,12-09-2021 20:27,16,12,58,00965X,100,
178,Río Negro,General Roca,ESCUELA PRIMARIA N 370,12-09-2021 20:01,16,12,58,00966X,133,
178,Río Negro,General Roca,ESCUELA PRIMARIA N 370,12-09-2021 20:10,16,12,58,00967X,130,
178,Río Negro,General Roca,ESCUELA PRIMARIA N 370,12-09-2021 19:14,16,12,58,00968X,132,
178,Río Negro,General Roca,ESCUELA PRIMARIA N 370,12-09-2021 19:35,16,12,58,00969X,135,
178,Río Negro,General Roca,ESCUELA PRIMARIA N 370,12-09-2021 19:10,16,12,58,00970X,130,
178,Río Negro,General Roca,ESCUELA PRIMARIA N 370,12-09-2021 19:23,16,12,58,00971X,114,
178,Río Negro,General Roca,ESCUELA PRIMARIA N 370,12-09-2021 19:25,16,12,58,00972X,116,
179,Río Negro,General Roca,ESCUELA PRIMARIA N 70,12-09-2021 20:42,16,12,59,00973X,119,
179,Río Negro,General Roca,ESCUELA PRIMARIA N 70,12-09-2021 20:51,16,12,59,00974X,137,
179,Río Negro,General Roca,ESCUELA PRIMARIA N 70,12-09-2021 20:50,16,12,59,00975X,125,
179,Río Negro,General Roca,ESCUELA PRIMARIA N 70,12-09-2021 20:51,16,12,59,00976X,133,
179,Río Negro,General Roca,ESCUELA PRIMARIA N 70,12-09-2021 20:44,16,12,59,00977X,135,
180,Río Negro,General Roca,ESCUELA PRIMARIA N 302,12-09-2021 19:20,16,12,59,00978X,127,
180,Río Negro,General Roca,ESCUELA PRIMARIA N 302,12-09-2021 19:39,16,12,59,00979X,134,
180,Río Negro,General Roca,ESCUELA PRIMARIA N 302,12-09-2021 19:43,16,12,59,00980X,128,
180,Río Negro,General Roca,ESCUELA PRIMARIA N 302,12-09-2021 19:34,16,12,59,00981X,121,
180,Río Negro,General Roca,ESCUELA PRIMARIA N 302,12-09-2021 19:13,16,12,59,00982X,118,
180,Río Negro,General Roca,ESCUELA PRIMARIA N 302,12-09-2021 19:01,16,12,59,00983X,118,
181,Río Negro,General Roca,ESCUELA PRIMARIA N 12,12-09-2021 19:24,16,12,60,00984X,107,
181,Río Negro,General Roca,ESCUELA PRIMARIA N 12,12-09-2021 19:21,16,12,60,00985X,104,
181,Río Negro,General Roca,ESCUELA PRIMARIA N 12,12-09-2021 19:13,16,12,60,00986X,92,
181,Río Negro,General Roca,ESCUELA PRIMARIA N 12,12-09-2021 19:29,16,12,60,00987X,114,
181,Río Negro,General Roca,ESCUELA PRIMARIA N 12,12-09-2021 19:51,16,12,60,00988X,133,
181,Río Negro,General Roca,ESCUELA PRIMARIA N 12,12-09-2021 19:23,16,12,60,00989X,122,
182,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 34,12-09-2021 19:32,16,12,60,00990X,124,
182,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 34,12-09-2021 19:37,16,12,60,00991X,108,
182,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 34,12-09-2021 19:23,16,12,60,00992X,114,
182,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 34,12-09-2021 19:15,16,12,60,00993X,107,
182,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 34,12-09-2021 19:39,16,12,60,00994X,105,
182,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 34,12-09-2021 20:05,16,12,60,00995X,113,
183,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 140,12-09-2021 21:47,16,12,60,00996X,96,
183,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 140,12-09-2021 21:49,16,12,60,00997X,126,
183,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 140,12-09-2021 22:01,16,12,60,00998X,125,
183,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 140,12-09-2021 22:07,16,12,60,00999X,125,
183,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 140,12-09-2021 22:25,16,12,60,01000X,119,
184,Río Negro,General Roca,ESCUELA PRIMARIA N 61,12-09-2021 20:05,16,12,61,01001X,160,
184,Río Negro,General Roca,ESCUELA PRIMARIA N 61,12-09-2021 20:07,16,12,61,01002X,145,
184,Río Negro,General Roca,ESCUELA PRIMARIA N 61,12-09-2021 20:09,16,12,61,01003X,131,
184,Río Negro,General Roca,ESCUELA PRIMARIA N 61,12-09-2021 20:18,16,12,61,01004X,154,
184,Río Negro,General Roca,ESCUELA PRIMARIA N 61,12-09-2021 20:24,16,12,61,01005X,158,
184,Río Negro,General Roca,ESCUELA PRIMARIA N 61,12-09-2021 20:24,16,12,61,01006X,160,
184,Río Negro,General Roca,ESCUELA PRIMARIA N 61,12-09-2021 20:26,16,12,61,01007X,159,
185,Río Negro,General Roca,ESCUELA PRIMARIA N 57,12-09-2021 19:39,16,12,62,01009X,103,
185,Río Negro,General Roca,ESCUELA PRIMARIA N 57,12-09-2021 19:42,16,12,62,01010X,129,
185,Río Negro,General Roca,ESCUELA PRIMARIA N 57,12-09-2021 19:33,16,12,62,01011X,106,
185,Río Negro,General Roca,ESCUELA PRIMARIA N 57,12-09-2021 19:27,16,12,62,01012X,101,
185,Río Negro,General Roca,ESCUELA PRIMARIA N 57,12-09-2021 19:22,16,12,62,01013X,91,
186,Río Negro,General Roca,ESC. SEC. DE RIO NEGRO N 62,12-09-2021 21:19,16,12,62,01014X,97,
186,Río Negro,General Roca,ESC. SEC. DE RIO NEGRO N 62,12-09-2021 21:22,16,12,62,01015X,97,
186,Río Negro,General Roca,ESC. SEC. DE RIO NEGRO N 62,12-09-2021 21:19,16,12,62,01016X,111,
186,Río Negro,General Roca,ESC. SEC. DE RIO NEGRO N 62,12-09-2021 21:25,16,12,62,01017X,112,
186,Río Negro,General Roca,ESC. SEC. DE RIO NEGRO N 62,12-09-2021 21:25,16,12,62,01018X,105,
187,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 131,12-09-2021 20:57,16,12,62,01019X,112,
187,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 131,12-09-2021 20:56,16,12,62,01020X,99,
187,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 131,12-09-2021 20:55,16,12,62,01021X,116,
187,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 131,12-09-2021 20:54,16,12,62,01022X,87,
187,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 131,12-09-2021 20:53,16,12,62,01023X,132,
188,Río Negro,General Roca,ESCUELA PRIMARIA N 107,12-09-2021 20:46,16,12,6301,01024X,96,
188,Río Negro,General Roca,ESCUELA PRIMARIA N 107,12-09-2021 20:31,16,12,6301,01025X,110,
188,Río Negro,General Roca,ESCUELA PRIMARIA N 107,12-09-2021 20:33,16,12,6301,01026X,126,
188,Río Negro,General Roca,ESCUELA PRIMARIA N 107,12-09-2021 20:37,16,12,6301,01027X,97,
189,Río Negro,General Roca,ESCUELA PRIMARIA N 155,12-09-2021 21:36,16,12,6302,01028X,134,
189,Río Negro,General Roca,ESCUELA PRIMARIA N 155,12-09-2021 21:44,16,12,6302,01029X,141,
189,Río Negro,General Roca,ESCUELA PRIMARIA N 155,12-09-2021 21:34,16,12,6302,01030X,118,
189,Río Negro,General Roca,ESCUELA PRIMARIA N 155,12-09-2021 21:33,16,12,6302,01031X,113,
189,Río Negro,General Roca,ESCUELA PRIMARIA N 155,12-09-2021 21:32,16,12,6302,01032X,120,
190,Río Negro,General Roca,ESCUELA PRIMARIA N 38,12-09-2021 22:19,16,12,6303,01033X,128,
190,Río Negro,General Roca,ESCUELA PRIMARIA N 38,12-09-2021 22:44,16,12,6303,01034X,122,
190,Río Negro,General Roca,ESCUELA PRIMARIA N 38,12-09-2021 22:19,16,12,6303,01035X,110,
190,Río Negro,General Roca,ESCUELA PRIMARIA N 38,12-09-2021 22:19,16,12,6303,01036X,111,
190,Río Negro,General Roca,ESCUELA PRIMARIA N 38,12-09-2021 22:20,16,12,6303,01037X,131,
191,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 107,12-09-2021 22:21,16,12,6303,01038X,127,
191,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 107,12-09-2021 22:21,16,12,6303,01039X,115,
191,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 107,12-09-2021 22:23,16,12,6303,01040X,154,
191,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 107,12-09-2021 22:22,16,12,6303,01041X,121,
191,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 107,12-09-2021 22:47,16,12,6303,01042X,126,
192,Río Negro,General Roca,ESCUELA PRIMARIA N 56,12-09-2021 19:59,16,12,6304,01043X,108,
192,Río Negro,General Roca,ESCUELA PRIMARIA N 56,12-09-2021 19:41,16,12,6304,01045X,117,
192,Río Negro,General Roca,ESCUELA PRIMARIA N 56,12-09-2021 19:57,16,12,6304,01046X,121,
192,Río Negro,General Roca,ESCUELA PRIMARIA N 56,12-09-2021 19:54,16,12,6304,01047X,136,
192,Río Negro,General Roca,ESCUELA PRIMARIA N 56,12-09-2021 19:44,16,12,6304,01048X,118,
193,Río Negro,General Roca,ESCUELA PRIMARIA N 371,12-09-2021 19:49,16,12,6305,01049X,102,
193,Río Negro,General Roca,ESCUELA PRIMARIA N 371,12-09-2021 19:41,16,12,6305,01050X,132,
193,Río Negro,General Roca,ESCUELA PRIMARIA N 371,12-09-2021 19:15,16,12,6305,01051X,112,
193,Río Negro,General Roca,ESCUELA PRIMARIA N 371,12-09-2021 19:18,16,12,6305,01052X,125,
193,Río Negro,General Roca,ESCUELA PRIMARIA N 371,12-09-2021 19:34,16,12,6305,01053X,127,
193,Río Negro,General Roca,ESCUELA PRIMARIA N 371,12-09-2021 19:43,16,12,6305,01054X,107,
194,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 16,12-09-2021 19:57,16,12,6305,01055X,98,
194,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 16,12-09-2021 20:53,16,12,6305,01056X,119,
194,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 16,12-09-2021 19:29,16,12,6305,01057X,117,
194,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 16,12-09-2021 19:39,16,12,6305,01058X,113,
194,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 16,12-09-2021 20:11,16,12,6305,01059X,139,
194,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 16,12-09-2021 19:49,16,12,6305,01060X,132,
194,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 16,12-09-2021 20:21,16,12,6305,01061X,86,
194,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 16,12-09-2021 19:16,16,12,6305,01062X,107,
195,Río Negro,General Roca,ESCUELA PRIMARIA N 253,12-09-2021 20:17,16,12,6305,01063X,116,
195,Río Negro,General Roca,ESCUELA PRIMARIA N 253,12-09-2021 20:20,16,12,6305,01064X,113,
195,Río Negro,General Roca,ESCUELA PRIMARIA N 253,12-09-2021 20:22,16,12,6305,01065X,130,
195,Río Negro,General Roca,ESCUELA PRIMARIA N 253,12-09-2021 20:00,16,12,6305,01066X,118,
195,Río Negro,General Roca,ESCUELA PRIMARIA N 253,12-09-2021 19:41,16,12,6305,01067X,118,
195,Río Negro,General Roca,ESCUELA PRIMARIA N 253,12-09-2021 20:22,16,12,6305,01068X,111,
195,Río Negro,General Roca,ESCUELA PRIMARIA N 253,12-09-2021 19:31,16,12,6305,01069X,121,
195,Río Negro,General Roca,ESCUELA PRIMARIA N 253,12-09-2021 19:29,16,12,6305,01070X,123,
196,Río Negro,General Roca,ESCUELA PRIMARIA N 317,12-09-2021 20:31,16,12,6306,01071X,110,
196,Río Negro,General Roca,ESCUELA PRIMARIA N 317,12-09-2021 20:30,16,12,6306,01072X,122,
196,Río Negro,General Roca,ESCUELA PRIMARIA N 317,12-09-2021 20:01,16,12,6306,01073X,123,
196,Río Negro,General Roca,ESCUELA PRIMARIA N 317,12-09-2021 19:29,16,12,6306,01075X,142,
196,Río Negro,General Roca,ESCUELA PRIMARIA N 317,12-09-2021 19:33,16,12,6306,01076X,128,
196,Río Negro,General Roca,ESCUELA PRIMARIA N 317,12-09-2021 19:50,16,12,6306,01077X,127,
196,Río Negro,General Roca,ESCUELA PRIMARIA N 317,12-09-2021 19:43,16,12,6306,01078X,125,
197,Río Negro,General Roca,ESCUELA PRIMARIA N 169,12-09-2021 19:19,16,12,6306,01079X,133,
197,Río Negro,General Roca,ESCUELA PRIMARIA N 169,12-09-2021 19:25,16,12,6306,01080X,129,
197,Río Negro,General Roca,ESCUELA PRIMARIA N 169,12-09-2021 19:22,16,12,6306,01081X,133,
197,Río Negro,General Roca,ESCUELA PRIMARIA N 169,12-09-2021 19:30,16,12,6306,01082X,117,
197,Río Negro,General Roca,ESCUELA PRIMARIA N 169,12-09-2021 19:06,16,12,6306,01083X,134,
198,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 33,12-09-2021 20:21,16,12,6306,01084X,123,
198,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 33,12-09-2021 19:44,16,12,6306,01085X,135,
198,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 33,12-09-2021 19:12,16,12,6306,01086X,112,
198,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 33,12-09-2021 19:34,16,12,6306,01087X,112,
198,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 33,12-09-2021 19:52,16,12,6306,01088X,127,
198,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 33,12-09-2021 19:42,16,12,6306,01089X,123,
198,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 33,12-09-2021 19:45,16,12,6306,01090X,124,
198,Río Negro,General Roca,CENTRO DE EDUC. TECNICA N 33,12-09-2021 19:29,16,12,6306,01091X,114,
199,Río Negro,General Roca,ESCUELA PRIMARIA N 290,12-09-2021 21:09,16,12,6306,01092X,142,
199,Río Negro,General Roca,ESCUELA PRIMARIA N 290,12-09-2021 21:07,16,12,6306,01093X,137,
199,Río Negro,General Roca,ESCUELA PRIMARIA N 290,12-09-2021 22:58,16,12,6306,01094X,133,
199,Río Negro,General Roca,ESCUELA PRIMARIA N 290,12-09-2021 22:32,16,12,6306,01095X,141,
200,Río Negro,General Roca,ESCUELA PRIMARIA N 32,12-09-2021 19:12,16,12,6307,01096X,85,
200,Río Negro,General Roca,ESCUELA PRIMARIA N 32,12-09-2021 19:54,16,12,6307,01097X,100,
200,Río Negro,General Roca,ESCUELA PRIMARIA N 32,12-09-2021 20:40,16,12,6307,01098X,87,
200,Río Negro,General Roca,ESCUELA PRIMARIA N 32,12-09-2021 19:53,16,12,6307,01099X,94,
200,Río Negro,General Roca,ESCUELA PRIMARIA N 32,12-09-2021 19:28,16,12,6307,01100X,115,
200,Río Negro,General Roca,ESCUELA PRIMARIA N 32,12-09-2021 20:44,16,12,6307,01101X,87,
200,Río Negro,General Roca,ESCUELA PRIMARIA N 32,12-09-2021 20:16,16,12,6307,01102X,93,
200,Río Negro,General Roca,ESCUELA PRIMARIA N 32,12-09-2021 20:29,16,12,6307,01103X,92,
201,Río Negro,General Roca,ESCUELA PRIMARIA N 168,12-09-2021 19:32,16,12,6307,01104X,92,
201,Río Negro,General Roca,ESCUELA PRIMARIA N 168,12-09-2021 19:01,16,12,6307,01105X,86,
201,Río Negro,General Roca,ESCUELA PRIMARIA N 168,12-09-2021 19:27,16,12,6307,01106X,77,
201,Río Negro,General Roca,ESCUELA PRIMARIA N 168,12-09-2021 19:04,16,12,6307,01107X,85,
201,Río Negro,General Roca,ESCUELA PRIMARIA N 168,12-09-2021 18:59,16,12,6307,01108X,96,
201,Río Negro,General Roca,ESCUELA PRIMARIA N 168,12-09-2021 19:29,16,12,6307,01109X,83,
202,Río Negro,General Roca,ESCUELA PRIMARIA N 42,12-09-2021 19:23,16,12,6307,01110X,82,
202,Río Negro,General Roca,ESCUELA PRIMARIA N 42,12-09-2021 19:31,16,12,6307,01111X,90,
202,Río Negro,General Roca,ESCUELA PRIMARIA N 42,12-09-2021 19:52,16,12,6307,01112X,93,
202,Río Negro,General Roca,ESCUELA PRIMARIA N 42,12-09-2021 19:43,16,12,6307,01113X,104,
202,Río Negro,General Roca,ESCUELA PRIMARIA N 42,12-09-2021 19:52,16,12,6307,01114X,100,
202,Río Negro,General Roca,ESCUELA PRIMARIA N 42,12-09-2021 20:22,16,12,6307,01115X,91,
202,Río Negro,General Roca,ESCUELA PRIMARIA N 42,12-09-2021 19:27,16,12,6307,01116X,97,
203,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 1,12-09-2021 20:22,16,12,6307,01117X,91,
203,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 1,12-09-2021 20:22,16,12,6307,01118X,98,
203,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 1,12-09-2021 20:25,16,12,6307,01119X,82,
203,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 1,12-09-2021 20:22,16,12,6307,01120X,82,
203,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 1,12-09-2021 20:23,16,12,6307,01121X,82,
203,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 1,12-09-2021 19:57,16,12,6307,01122X,86,
203,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 1,12-09-2021 19:48,16,12,6307,01123X,95,
204,Río Negro,General Roca,ESCUELA PRIMARIA N 274,12-09-2021 22:17,16,12,6308,01124X,115,
204,Río Negro,General Roca,ESCUELA PRIMARIA N 274,12-09-2021 20:09,16,12,6308,01125X,111,
204,Río Negro,General Roca,ESCUELA PRIMARIA N 274,12-09-2021 19:53,16,12,6308,01126X,109,
204,Río Negro,General Roca,ESCUELA PRIMARIA N 274,12-09-2021 19:26,16,12,6308,01127X,101,
204,Río Negro,General Roca,ESCUELA PRIMARIA N 274,12-09-2021 19:28,16,12,6308,01128X,127,
204,Río Negro,General Roca,ESCUELA PRIMARIA N 274,12-09-2021 20:05,16,12,6308,01129X,117,
205,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 43,12-09-2021 21:10,16,12,6308,01130X,131,
205,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 43,12-09-2021 21:00,16,12,6308,01131X,111,
205,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 43,12-09-2021 22:33,16,12,6308,01132X,122,
205,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 43,12-09-2021 21:15,16,12,6308,01133X,119,
205,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 43,12-09-2021 19:53,16,12,6308,01134X,116,
205,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 43,12-09-2021 20:15,16,12,6308,01135X,126,
205,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 43,12-09-2021 22:35,16,12,6308,01136X,125,
205,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 43,12-09-2021 21:02,16,12,6308,01137X,120,
206,Río Negro,General Roca,ESCUELA PRIMARIA N 344,12-09-2021 20:16,16,12,6308,01138X,128,
206,Río Negro,General Roca,ESCUELA PRIMARIA N 344,12-09-2021 19:37,16,12,6308,01139X,118,
206,Río Negro,General Roca,ESCUELA PRIMARIA N 344,12-09-2021 20:03,16,12,6308,01140X,124,
206,Río Negro,General Roca,ESCUELA PRIMARIA N 344,12-09-2021 19:45,16,12,6308,01141X,118,
206,Río Negro,General Roca,ESCUELA PRIMARIA N 344,12-09-2021 19:04,16,12,6308,01142X,139,
206,Río Negro,General Roca,ESCUELA PRIMARIA N 344,12-09-2021 19:29,16,12,6308,01143X,113,
206,Río Negro,General Roca,ESCUELA PRIMARIA N 344,12-09-2021 19:21,16,12,6308,01144X,133,
207,Río Negro,General Roca,ESCUELA PRIMARIA N 95,12-09-2021 19:40,16,12,6309,01145X,114,
207,Río Negro,General Roca,ESCUELA PRIMARIA N 95,12-09-2021 19:17,16,12,6309,01146X,94,
207,Río Negro,General Roca,ESCUELA PRIMARIA N 95,12-09-2021 20:01,16,12,6309,01147X,108,
207,Río Negro,General Roca,ESCUELA PRIMARIA N 95,12-09-2021 19:40,16,12,6309,01148X,100,
207,Río Negro,General Roca,ESCUELA PRIMARIA N 95,12-09-2021 19:42,16,12,6309,01149X,106,
207,Río Negro,General Roca,ESCUELA PRIMARIA N 95,12-09-2021 19:47,16,12,6309,01150X,102,
208,Río Negro,General Roca,ESCUELA PRIMARIA N 223,12-09-2021 19:58,16,12,6309,01151X,115,
208,Río Negro,General Roca,ESCUELA PRIMARIA N 223,12-09-2021 19:52,16,12,6309,01152X,130,
208,Río Negro,General Roca,ESCUELA PRIMARIA N 223,12-09-2021 19:28,16,12,6309,01153X,118,
208,Río Negro,General Roca,ESCUELA PRIMARIA N 223,12-09-2021 20:02,16,12,6309,01154X,127,
208,Río Negro,General Roca,ESCUELA PRIMARIA N 223,12-09-2021 19:54,16,12,6309,01155X,120,
208,Río Negro,General Roca,ESCUELA PRIMARIA N 223,12-09-2021 19:44,16,12,6309,01156X,117,
209,Río Negro,General Roca,ESCUELA PRIMARIA N 128 Y SUM,12-09-2021 19:55,16,12,6310,01157X,149,
209,Río Negro,General Roca,ESCUELA PRIMARIA N 128 Y SUM,12-09-2021 20:22,16,12,6310,01158X,136,
209,Río Negro,General Roca,ESCUELA PRIMARIA N 128 Y SUM,12-09-2021 19:54,16,12,6310,01159X,125,
209,Río Negro,General Roca,ESCUELA PRIMARIA N 128 Y SUM,12-09-2021 21:14,16,12,6310,01160X,109,
209,Río Negro,General Roca,ESCUELA PRIMARIA N 128 Y SUM,12-09-2021 21:08,16,12,6310,01161X,124,
209,Río Negro,General Roca,ESCUELA PRIMARIA N 128 Y SUM,12-09-2021 19:59,16,12,6310,01162X,122,
209,Río Negro,General Roca,ESCUELA PRIMARIA N 128 Y SUM,12-09-2021 21:30,16,12,6310,01163X,135,
209,Río Negro,General Roca,ESCUELA PRIMARIA N 128 Y SUM,12-09-2021 19:50,16,12,6310,01164X,124,
209,Río Negro,General Roca,ESCUELA PRIMARIA N 128 Y SUM,12-09-2021 19:58,16,12,6310,01165X,129,
209,Río Negro,General Roca,ESCUELA PRIMARIA N 128 Y SUM,12-09-2021 19:42,16,12,6310,01166X,117,
210,Río Negro,General Roca,ESC. SECUNDARIA DE RIO NEGRO N 151,12-09-2021 20:38,16,12,6310,01167X,104,
