"165","216","3","424","425","426","427","428","429","430","431","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
4,16,14,15,7,2,15,11,52,56,35,13,0,0,4,0,"2023-04-20 13:00:01","1227","https://rionegro.datosoficiales.com/resultados/RN/1/2903/18/1227/LRP.json"
10,28,15,11,2,2,15,10,41,59,48,2,0,0,12,0,"2023-04-20 13:00:01","1228","https://rionegro.datosoficiales.com/resultados/RN/1/2903/18/1228/LRP.json"
3,22,7,6,11,4,16,12,46,58,22,13,0,0,16,0,"2023-04-20 13:25:01","1229","https://rionegro.datosoficiales.com/resultados/RN/1/2903/18/1229/LRP.json"
8,24,7,13,9,3,14,8,58,65,38,12,0,0,5,0,"2023-04-20 13:25:01","1230","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1230/LRP.json"
5,26,12,6,8,2,16,10,58,50,29,6,0,0,8,0,"2023-04-20 12:25:01","1231","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1231/LRP.json"
1,25,9,12,8,2,27,11,63,45,31,0,0,0,10,0,"2023-04-20 12:25:01","1232","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1232/LRP.json"
8,20,22,13,7,2,9,9,35,52,38,19,0,0,0,0,"2023-04-20 13:00:01","1233","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1233/LRP.json"
7,26,16,12,10,13,18,7,43,46,40,6,0,0,5,0,"2023-04-20 13:00:01","1234","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1234/LRP.json"
6,25,8,14,7,1,24,22,51,46,37,9,0,0,9,0,"2023-04-20 15:00:01","1235","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1235/LRP.json"
2,19,10,15,9,3,25,24,54,66,31,1,0,0,0,0,"2023-04-20 12:25:01","1236","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1236/LRP.json"
5,20,10,12,12,4,20,13,65,51,31,10,0,0,4,0,"2023-04-20 13:00:01","1237","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1237/LRP.json"
2,22,10,14,9,0,24,17,45,54,42,1,0,0,13,0,"2023-04-20 15:00:01","1238","https://rionegro.datosoficiales.com/resultados/RN/1/2903/19/1238/LRP.json"
0,19,13,17,6,6,18,11,54,60,41,14,0,0,11,0,"2023-04-20 13:25:01","1287","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1287/LRP.json"
6,27,24,7,9,0,16,20,40,61,35,13,0,0,0,0,"2023-04-20 12:00:01","1288","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1288/LRP.json"
8,17,12,15,11,2,32,24,36,45,33,14,0,0,0,0,"2023-04-20 13:25:01","1289","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1289/LRP.json"
7,26,21,8,7,5,24,20,42,51,30,6,0,0,7,0,"2023-04-20 13:00:01","1290","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1290/LRP.json"
9,19,13,10,11,2,35,15,33,68,26,10,0,0,2,0,"2023-04-20 13:00:01","1291","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1291/LRP.json"
8,24,22,8,7,6,27,16,37,59,43,8,0,0,9,0,"2023-04-20 13:00:01","1292","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1292/LRP.json"
1,17,14,9,6,3,30,21,33,62,48,9,0,0,8,0,"2023-04-20 13:25:01","1293","https://rionegro.datosoficiales.com/resultados/RN/1/2903/2/1293/LRP.json"
6,27,20,9,3,1,8,5,51,63,31,7,0,0,16,0,"2023-04-20 13:00:01","1137","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1137/LRP.json"
5,24,13,9,12,5,28,16,46,54,38,7,0,0,7,0,"2023-04-20 10:25:02","1138","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1138/LRP.json"
5,17,15,6,5,3,18,7,36,44,12,8,0,0,5,0,"2023-04-20 13:00:01","1139","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1139/LRP.json"
1,6,4,11,0,4,12,15,56,39,14,19,0,0,6,0,"2023-04-20 12:25:01","1140","https://rionegro.datosoficiales.com/resultados/RN/1/2903/20/1140/LRP.json"
3,33,15,8,11,2,18,8,57,48,25,12,0,0,8,0,"2023-04-20 11:00:01","1115","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1115/LRP.json"
3,29,9,7,6,0,15,9,47,74,30,18,0,0,0,0,"2023-04-20 11:00:01","1116","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1116/LRP.json"
6,21,22,12,5,4,16,12,51,43,33,7,0,0,7,0,"2023-04-20 11:00:01","1117","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1117/LRP.json"
5,25,16,8,6,3,10,11,49,48,36,11,0,0,11,0,"2023-04-20 11:25:01","1118","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1118/LRP.json"
4,20,13,13,10,2,25,20,45,57,38,15,0,0,0,0,"2023-04-20 11:25:01","1119","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1119/LRP.json"
9,31,11,9,3,1,23,14,44,71,37,13,0,0,0,0,"2023-04-20 11:00:01","1120","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1120/LRP.json"
4,20,6,9,6,4,19,20,58,64,38,8,0,0,13,0,"2023-04-20 11:00:01","1121","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1121/LRP.json"
7,24,16,9,12,4,19,9,57,28,33,12,0,0,12,0,"2023-04-20 10:25:02","1122","https://rionegro.datosoficiales.com/resultados/RN/1/2903/21/1122/LRP.json"
4,16,14,7,10,2,13,10,72,32,36,7,0,0,9,0,"2023-04-20 12:25:01","1141","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1141/LRP.json"
4,15,8,9,7,5,11,6,84,37,25,6,0,0,6,0,"2023-04-20 12:25:01","1142","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1142/LRP.json"
3,27,20,3,8,0,7,8,83,33,23,2,0,0,12,0,"2023-04-20 12:25:01","1143","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1143/LRP.json"
3,19,15,4,6,2,4,5,86,27,24,4,0,0,14,0,"2023-04-20 13:00:01","1144","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1144/LRP.json"
7,21,9,8,6,6,11,6,90,29,27,9,0,0,9,0,"2023-04-20 11:25:01","1145","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1145/LRP.json"
1,17,6,5,7,5,7,5,83,43,34,11,0,0,6,0,"2023-04-20 13:00:01","1146","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1146/LRP.json"
12,23,10,4,7,0,14,9,80,34,34,1,0,0,6,0,"2023-04-20 11:00:01","1147","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1147/LRP.json"
6,29,16,2,6,5,8,9,90,42,22,10,0,0,5,0,"2023-04-20 13:00:01","1148","https://rionegro.datosoficiales.com/resultados/RN/1/2903/22/1148/LRP.json"
9,17,15,11,6,4,16,13,48,65,39,14,0,0,9,0,"2023-04-21 09:25:01","1247","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1247/LRP.json"
3,16,21,9,6,0,17,12,58,56,38,7,0,0,8,0,"2023-04-20 13:25:01","1248","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1248/LRP.json"
0,18,9,8,8,2,11,10,41,74,39,10,0,0,10,0,"2023-04-20 11:25:01","1249","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1249/LRP.json"
3,28,10,7,7,1,20,17,44,51,42,16,0,0,6,0,"2023-04-21 10:25:01","1250","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1250/LRP.json"
5,33,19,9,9,2,12,14,42,60,32,4,0,0,16,0,"2023-04-20 12:25:01","1251","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1251/LRP.json"
7,13,22,7,7,2,11,12,58,54,42,13,0,0,0,0,"2023-04-20 11:25:01","1252","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1252/LRP.json"
5,28,37,12,7,3,11,11,57,49,33,5,0,0,6,0,"2023-04-20 12:00:01","1253","https://rionegro.datosoficiales.com/resultados/RN/1/2903/23/1253/LRP.json"
1,21,3,7,11,6,11,12,53,50,43,6,0,0,7,0,"2023-04-20 14:00:02","1183","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1183/LRP.json"
3,20,8,12,3,3,18,14,72,53,28,18,0,0,9,0,"2023-04-20 12:00:01","1184","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1184/LRP.json"
5,27,8,12,6,1,16,9,62,48,26,10,0,0,11,0,"2023-04-20 12:00:01","1185","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1185/LRP.json"
0,23,7,13,7,6,17,17,10,66,13,42,0,0,22,0,"2023-04-20 14:00:02","1186","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1186/LRP.json"
6,15,8,11,5,3,17,5,82,48,25,7,0,0,9,0,"2023-04-21 12:00:01","1187","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1187/LRP.json"
2,17,9,6,6,6,19,8,78,54,30,10,0,0,0,0,"2023-04-20 13:00:01","1188","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1188/LRP.json"
5,23,6,7,2,0,12,7,52,37,18,1,0,0,4,0,"2023-04-21 13:50:01","1189","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1189/LRP.json"
2,11,4,8,4,2,11,4,52,25,31,9,0,0,7,0,"2023-04-20 12:25:01","1190","https://rionegro.datosoficiales.com/resultados/RN/1/2903/24/1190/LRP.json"
5,26,3,11,2,1,16,21,27,60,75,16,0,0,4,0,"2023-04-20 12:25:01","1301","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1301/LRP.json"
1,22,6,8,1,3,27,22,24,62,61,13,0,0,0,0,"2023-04-20 12:00:01","1302","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1302/LRP.json"
1,26,13,12,6,3,31,12,28,68,52,9,0,0,7,0,"2023-04-20 12:00:01","1303","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1303/LRP.json"
6,24,9,8,10,2,29,17,36,54,67,7,0,0,6,0,"2023-04-20 12:25:01","1304","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1304/LRP.json"
3,18,0,6,9,3,25,19,31,58,69,18,0,0,0,0,"2023-04-20 13:25:01","1305","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1305/LRP.json"
1,24,4,7,3,2,32,13,32,59,66,8,0,0,5,0,"2023-04-20 12:00:01","1306","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1306/LRP.json"
5,25,3,16,2,3,38,18,29,58,41,17,0,0,8,0,"2023-04-20 13:00:01","1307","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1307/LRP.json"
2,14,7,2,4,1,17,10,13,35,31,7,0,0,4,0,"2023-04-20 14:00:02","1308","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1308/LRP.json"
0,10,2,6,1,1,18,12,10,23,44,5,0,0,3,0,"2023-04-21 13:25:01","1309","https://rionegro.datosoficiales.com/resultados/RN/1/2903/25/1309/LRP.json"
6,21,15,18,11,0,23,21,19,60,41,13,0,0,9,0,"2023-04-20 12:00:01","1257","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1257/LRP.json"
4,18,11,12,7,5,35,23,24,49,29,16,0,0,8,0,"2023-04-21 11:25:01","1258","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1258/LRP.json"
7,28,13,11,3,1,38,14,44,56,31,9,0,0,9,0,"2023-04-20 12:00:01","1259","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1259/LRP.json"
9,22,13,15,7,1,13,13,34,58,51,10,0,0,9,0,"2023-04-20 12:25:01","1260","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1260/LRP.json"
3,18,12,14,6,4,34,18,34,65,30,5,0,0,14,0,"2023-04-26 12:50:01","1261","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1261/LRP.json"
5,20,24,18,11,4,28,21,22,47,43,6,0,0,6,0,"2023-04-20 12:25:01","1262","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1262/LRP.json"
7,21,17,24,4,3,10,14,41,69,37,8,0,0,4,0,"2023-04-20 12:25:01","1263","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1263/LRP.json"
4,19,13,15,5,3,14,24,32,69,38,5,0,0,10,0,"2023-04-20 13:25:01","1264","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1264/LRP.json"
2,28,6,19,6,5,30,26,29,52,33,9,0,0,13,0,"2023-04-20 13:25:01","1265","https://rionegro.datosoficiales.com/resultados/RN/1/2903/26/1265/LRP.json"
9,19,16,17,3,2,27,17,35,58,32,13,0,0,11,0,"2023-04-20 13:00:01","1278","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1278/LRP.json"
4,31,9,12,8,2,20,20,26,58,31,8,0,0,11,0,"2023-04-20 11:25:01","1279","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1279/LRP.json"
7,24,9,19,6,4,30,9,25,62,31,7,0,0,9,0,"2023-04-20 13:00:01","1280","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1280/LRP.json"
5,29,9,13,7,4,31,21,22,65,33,21,0,0,0,0,"2023-04-20 13:25:01","1281","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1281/LRP.json"
7,13,15,13,8,6,17,17,37,57,29,4,0,0,14,0,"2023-04-20 13:25:01","1282","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1282/LRP.json"
11,20,14,16,11,4,27,17,31,73,25,0,0,0,5,0,"2023-04-20 14:00:02","1283","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1283/LRP.json"
4,21,11,17,12,5,34,18,28,55,40,6,0,0,7,0,"2023-04-20 13:25:01","1284","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1284/LRP.json"
2,9,2,6,3,0,6,15,17,41,23,4,0,0,6,0,"2023-04-20 13:25:01","1285","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1285/LRP.json"
2,21,4,10,1,4,12,14,22,20,19,9,0,0,0,0,"2023-04-20 14:00:02","1286","https://rionegro.datosoficiales.com/resultados/RN/1/2903/27/1286/LRP.json"
3,20,12,8,8,3,5,6,91,48,33,5,0,0,12,0,"2023-04-20 13:00:01","1092","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1092/LRP.json"
12,22,10,10,2,4,12,3,66,69,30,10,0,0,9,0,"2023-04-20 11:25:01","1093","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1093/LRP.json"
1,26,13,11,8,3,14,8,89,35,26,6,0,0,10,0,"2023-04-20 11:25:01","1094","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1094/LRP.json"
5,35,9,9,10,1,7,14,78,48,31,7,0,0,12,0,"2023-04-20 11:25:01","1095","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1095/LRP.json"
4,18,4,12,5,2,13,6,94,49,36,3,0,0,8,0,"2023-04-20 11:25:01","1096","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1096/LRP.json"
5,24,8,13,3,4,13,8,69,39,50,7,0,0,3,0,"2023-04-26 09:25:01","1097","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1097/LRP.json"
4,20,12,7,11,3,3,12,86,38,38,9,0,0,6,0,"2023-04-20 11:25:01","1098","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1098/LRP.json"
3,20,11,14,6,3,14,9,78,37,42,6,0,0,10,0,"2023-04-20 11:25:01","1099","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1099/LRP.json"
8,20,13,11,3,3,10,5,76,48,36,1,0,0,9,0,"2023-04-20 11:00:01","1100","https://rionegro.datosoficiales.com/resultados/RN/1/2903/28/1100/LRP.json"
5,23,11,15,8,2,23,19,60,39,32,10,0,0,16,0,"2023-04-20 09:50:01","1075","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1075/LRP.json"
3,22,12,18,12,3,15,16,59,51,23,3,0,0,17,0,"2023-04-20 09:50:01","1076","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1076/LRP.json"
3,26,12,16,4,4,20,19,75,41,31,11,0,0,6,0,"2023-04-20 10:25:02","1077","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1077/LRP.json"
8,18,8,22,6,6,33,13,77,45,18,8,0,0,3,0,"2023-04-20 09:50:01","1078","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1078/LRP.json"
7,26,6,14,8,4,16,14,71,37,52,3,0,0,4,0,"2023-04-20 11:00:01","1079","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1079/LRP.json"
5,26,14,14,7,2,18,9,67,45,37,1,0,0,11,0,"2023-04-21 11:25:01","1080","https://rionegro.datosoficiales.com/resultados/RN/1/2903/29/1080/LRP.json"
3,16,11,9,16,3,8,7,82,43,24,7,0,0,4,0,"2023-04-20 11:00:01","1162","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1162/LRP.json"
2,20,5,4,6,2,9,10,84,42,26,7,0,0,6,0,"2023-04-20 11:00:01","1163","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1163/LRP.json"
8,13,11,2,11,7,11,11,85,31,27,3,0,0,7,0,"2023-04-20 11:25:01","1164","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1164/LRP.json"
9,18,8,11,7,3,18,9,79,28,28,0,0,0,11,0,"2023-04-20 12:00:01","1165","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1165/LRP.json"
2,27,11,9,6,2,7,8,91,29,33,20,0,0,0,0,"2023-04-22 11:25:01","1166","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1166/LRP.json"
7,8,8,3,3,2,5,5,43,36,19,16,0,0,0,0,"2023-04-20 11:25:01","1167","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1167/LRP.json"
1,14,6,6,5,1,7,7,54,16,17,5,0,0,8,0,"2023-04-20 11:25:01","1168","https://rionegro.datosoficiales.com/resultados/RN/1/2903/3/1168/LRP.json"
4,24,16,4,9,4,11,4,79,25,35,7,0,0,3,0,"2023-04-20 12:25:01","1155","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1155/LRP.json"
8,24,11,7,5,1,5,6,88,34,37,0,0,0,7,0,"2023-04-20 11:00:01","1156","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1156/LRP.json"
3,24,11,8,13,2,11,5,78,34,23,6,0,0,5,0,"2023-04-20 11:00:01","1157","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1157/LRP.json"
3,23,4,4,9,3,11,9,77,26,32,8,0,0,6,0,"2023-04-20 11:00:01","1158","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1158/LRP.json"
4,23,12,7,6,3,10,12,93,40,17,6,0,0,4,0,"2023-04-20 11:00:01","1159","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1159/LRP.json"
4,19,4,9,11,4,3,12,85,36,24,8,0,0,3,0,"2023-04-20 11:00:01","1160","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1160/LRP.json"
4,28,13,5,9,2,5,1,98,35,34,7,0,0,4,0,"2023-04-20 11:00:01","1161","https://rionegro.datosoficiales.com/resultados/RN/1/2903/30/1161/LRP.json"
2,31,28,10,9,0,16,13,34,49,50,11,0,0,7,0,"2023-04-20 13:00:01","1086","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1086/LRP.json"
6,24,15,12,12,1,28,7,47,59,32,13,0,0,0,0,"2023-04-20 13:00:01","1087","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1087/LRP.json"
6,26,22,17,5,7,32,17,41,56,29,4,0,0,10,0,"2023-04-20 10:25:02","1088","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1088/LRP.json"
2,30,18,10,7,2,16,27,50,58,18,25,0,0,7,0,"2023-04-20 10:25:02","1089","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1089/LRP.json"
9,28,19,1,3,3,14,11,25,51,37,9,0,0,5,0,"2023-04-20 10:25:02","1090","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1090/LRP.json"
3,18,12,18,9,1,20,12,50,30,21,8,0,0,4,0,"2023-04-20 10:25:02","1091","https://rionegro.datosoficiales.com/resultados/RN/1/2903/31/1091/LRP.json"
1,15,19,11,8,5,17,20,43,59,36,12,0,0,16,0,"2023-04-21 13:00:01","1294","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1294/LRP.json"
4,32,18,9,5,1,23,18,44,62,36,9,0,0,6,0,"2023-04-20 14:25:01","1295","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1295/LRP.json"
4,29,18,5,15,2,10,7,43,64,39,0,0,0,3,0,"2023-04-20 12:00:01","1296","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1296/LRP.json"
5,29,23,9,7,2,22,23,37,58,36,8,0,0,14,0,"2023-04-20 12:25:01","1297","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1297/LRP.json"
0,30,16,10,7,2,22,11,37,59,35,9,0,0,9,0,"2023-04-20 14:00:02","1298","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1298/LRP.json"
5,21,19,17,4,1,29,30,33,45,39,10,0,0,5,0,"2023-04-20 12:25:01","1299","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1299/LRP.json"
4,11,16,10,4,1,16,7,20,28,14,6,0,0,4,0,"2023-04-20 12:25:01","1300","https://rionegro.datosoficiales.com/resultados/RN/1/2903/32/1300/LRP.json"
0,15,15,9,7,3,15,10,102,30,23,13,0,0,7,0,"2023-04-20 12:25:01","1310","https://rionegro.datosoficiales.com/resultados/RN/1/2903/33/1310/LRP.json"
4,19,6,7,7,2,12,9,86,21,20,3,0,0,1,0,"2023-04-20 12:00:01","1311","https://rionegro.datosoficiales.com/resultados/RN/1/2903/33/1311/LRP.json"
3,23,9,5,5,1,10,5,52,11,22,3,0,0,4,0,"2023-04-22 12:25:01","1312","https://rionegro.datosoficiales.com/resultados/RN/1/2903/33/1312/LRP.json"
7,17,7,9,10,6,23,5,73,34,23,10,0,0,6,0,"2023-04-20 13:00:01","1175","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1175/LRP.json"
7,16,4,11,8,4,15,8,71,57,28,5,0,0,7,0,"2023-04-20 11:00:01","1176","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1176/LRP.json"
8,21,19,10,8,5,5,9,65,45,34,0,0,0,7,0,"2023-04-20 11:00:01","1177","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1177/LRP.json"
3,21,20,8,4,2,12,11,78,52,30,13,0,0,5,0,"2023-04-21 13:50:01","1178","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1178/LRP.json"
3,28,9,7,5,5,21,11,72,40,28,8,0,0,8,0,"2023-04-21 13:50:01","1179","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1179/LRP.json"
10,26,13,9,8,3,5,7,62,50,28,7,0,0,7,0,"2023-04-21 13:25:01","1180","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1180/LRP.json"
4,22,5,9,9,2,18,7,72,47,29,7,0,0,11,0,"2023-04-20 11:00:01","1181","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1181/LRP.json"
2,19,11,12,11,4,23,10,68,45,33,5,0,0,9,0,"2023-04-20 12:25:01","1182","https://rionegro.datosoficiales.com/resultados/RN/1/2903/34/1182/LRP.json"
5,39,7,9,5,6,11,15,70,49,23,5,0,0,9,0,"2023-04-20 14:00:02","1213","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1213/LRP.json"
0,16,12,13,11,2,15,8,55,59,44,0,0,0,12,0,"2023-04-20 12:25:01","1214","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1214/LRP.json"
4,29,5,11,4,4,12,10,75,44,36,7,0,0,10,0,"2023-04-20 13:00:01","1215","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1215/LRP.json"
3,26,6,20,7,1,8,16,71,51,29,4,0,0,4,0,"2023-04-20 13:00:01","1216","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1216/LRP.json"
7,19,8,10,9,5,13,14,62,54,38,7,0,0,12,0,"2023-04-20 13:00:01","1217","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1217/LRP.json"
7,13,12,10,5,7,14,10,64,50,36,6,0,0,11,0,"2023-04-20 13:00:01","1218","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1218/LRP.json"
9,18,9,11,4,3,17,8,37,27,30,9,0,0,7,0,"2023-04-25 14:00:01","1219","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1219/LRP.json"
10,14,13,8,7,2,13,13,50,37,28,4,0,0,2,0,"2023-04-20 12:00:01","1220","https://rionegro.datosoficiales.com/resultados/RN/1/2903/35/1220/LRP.json"
8,20,9,6,6,9,26,13,72,50,30,8,0,0,12,0,"2023-04-20 13:00:01","1081","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1081/LRP.json"
8,32,11,11,7,6,29,15,67,42,32,8,0,0,8,0,"2023-04-20 13:00:01","1082","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1082/LRP.json"
6,21,8,22,9,1,19,15,72,41,32,11,0,0,5,0,"2023-04-20 13:00:01","1083","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1083/LRP.json"
7,32,7,9,8,6,24,19,56,56,25,7,0,0,5,0,"2023-04-20 11:00:01","1084","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1084/LRP.json"
4,11,5,6,4,2,11,14,47,32,22,5,0,0,2,0,"2023-04-20 11:00:01","1085","https://rionegro.datosoficiales.com/resultados/RN/1/2903/4/1085/LRP.json"
7,28,8,21,3,6,33,27,30,38,33,9,0,0,7,0,"2023-04-20 12:00:01","1266","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1266/LRP.json"
3,20,14,23,7,2,25,13,31,61,34,13,0,0,6,0,"2023-04-20 12:00:01","1267","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1267/LRP.json"
3,23,7,20,6,4,23,21,22,58,36,13,0,0,11,0,"2023-04-20 11:00:01","1268","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1268/LRP.json"
4,27,6,22,6,3,28,14,34,53,38,6,0,0,17,0,"2023-04-22 13:17:01","1269","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1269/LRP.json"
3,20,11,16,8,6,26,12,36,54,49,14,0,0,0,0,"2023-04-20 11:25:01","1270","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1270/LRP.json"
4,36,5,14,4,3,26,15,25,65,30,25,0,0,0,0,"2023-04-20 11:00:01","1271","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1271/LRP.json"
4,13,8,13,4,2,34,17,34,61,38,8,0,0,6,0,"2023-04-20 11:00:01","1272","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1272/LRP.json"
5,24,22,12,6,5,42,17,26,56,36,6,0,0,9,0,"2023-04-20 11:25:01","1273","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1273/LRP.json"
5,28,11,24,4,5,18,18,15,76,36,5,0,0,9,0,"2023-04-20 10:25:02","1274","https://rionegro.datosoficiales.com/resultados/RN/1/2903/5/1274/LRP.json"
