"165","216","424","425","426","427","428","429","430","431","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
0,5,4,1,1,3,4,47,16,165,5,0,0,2,0,"2023-04-16 22:30:01","319","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/319/GOB.json"
0,1,5,1,2,3,1,22,15,206,23,0,0,2,0,"2023-04-16 22:40:01","320","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/320/GOB.json"
2,2,6,3,0,3,8,43,9,155,16,4,0,3,0,"2023-04-16 22:05:01","321","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/321/GOB.json"
0,2,21,1,2,4,7,81,33,65,3,0,0,6,0,"2023-04-16 22:55:01","327","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/327/GOB.json"
2,3,12,1,1,6,5,81,35,87,0,0,0,3,0,"2023-04-16 22:55:01","328","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/328/GOB.json"
0,5,10,0,0,5,4,92,16,76,11,0,0,7,1,"2023-04-16 22:55:01","329","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/329/GOB.json"
0,3,6,4,0,8,6,76,39,73,7,0,0,7,0,"2023-04-16 22:55:01","330","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/330/GOB.json"
0,2,5,6,0,6,7,77,15,90,2,0,0,2,0,"2023-04-16 23:00:01","331","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/331/GOB.json"
1,1,6,2,1,7,7,85,20,88,4,1,0,3,0,"2023-04-16 23:00:01","332","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/332/GOB.json"
1,4,11,6,0,3,4,62,13,66,8,0,0,0,0,"2023-04-16 23:00:01","333","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/333/GOB.json"
0,0,0,0,0,3,0,2,1,8,0,2,0,0,0,"2023-04-16 21:25:01","339","https://rionegro.datosoficiales.com/resultados/RN/6/4058/1/339/GOB.json"
0,0,0,0,0,52,1,0,3,51,3,1,0,0,0,"2023-04-16 22:20:01","312","https://rionegro.datosoficiales.com/resultados/RN/6/5040/1/312/GOB.json"
1,12,0,4,2,11,5,16,2,100,1,0,0,4,1,"2023-04-16 22:15:01","177","https://rionegro.datosoficiales.com/resultados/RN/7/2820/1/177/GOB.json"
2,4,2,0,1,5,6,15,2,93,3,0,0,0,0,"2023-04-16 22:15:01","178","https://rionegro.datosoficiales.com/resultados/RN/7/2820/1/178/GOB.json"
0,8,1,1,2,9,6,19,1,89,0,2,0,0,0,"2023-04-16 22:55:01","179","https://rionegro.datosoficiales.com/resultados/RN/7/2820/1/179/GOB.json"
0,12,4,8,2,18,10,30,24,69,9,0,0,1,0,"2023-04-16 22:15:01","170","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/170/GOB.json"
1,26,6,4,1,21,16,22,46,57,18,2,0,0,0,"2023-04-16 22:15:01","171","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/171/GOB.json"
2,17,3,5,0,30,17,21,38,65,1,2,0,3,0,"2023-04-16 22:30:01","172","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/172/GOB.json"
0,22,3,2,1,16,5,30,41,80,1,0,0,2,0,"2023-04-16 22:15:01","174","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/174/GOB.json"
1,24,2,4,1,11,10,24,41,79,3,0,0,3,0,"2023-04-16 22:25:02","175","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/175/GOB.json"
1,28,8,2,1,20,8,40,19,85,21,0,0,5,2,"2023-04-16 22:20:01","160","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/160/GOB.json"
2,20,9,8,1,21,14,31,32,89,21,0,0,6,5,"2023-04-16 22:05:01","162","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/162/GOB.json"
0,4,2,3,3,17,5,20,14,44,6,0,0,3,2,"2023-04-16 22:20:01","163","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/163/GOB.json"
2,8,3,6,3,13,9,24,11,43,7,0,0,1,0,"2023-04-16 22:20:01","164","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/164/GOB.json"
4,23,6,3,2,23,18,53,18,62,15,0,0,8,0,"2023-04-16 22:35:01","141","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/141/GOB.json"
1,21,9,4,5,18,12,38,21,72,21,0,0,7,1,"2023-04-16 23:45:01","142","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/142/GOB.json"
3,15,5,3,2,22,11,39,18,80,22,0,0,6,2,"2023-04-16 22:30:01","143","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/143/GOB.json"
3,22,7,3,6,21,10,41,16,76,18,0,0,7,0,"2023-04-16 22:35:01","144","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/144/GOB.json"
0,18,4,6,2,17,14,48,16,85,16,0,0,6,0,"2023-04-16 22:30:01","145","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/145/GOB.json"
1,9,6,0,4,12,9,35,16,55,17,0,0,5,0,"2023-04-16 22:35:01","146","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/146/GOB.json"
1,15,3,2,4,13,7,27,14,61,17,0,0,4,1,"2023-04-16 22:35:01","147","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/147/GOB.json"
0,14,8,3,3,17,10,34,28,75,27,0,0,14,0,"2023-04-16 23:05:01","31","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/31/GOB.json"
0,11,8,4,4,24,12,31,26,70,33,0,0,10,0,"2023-04-16 23:05:01","32","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/32/GOB.json"
2,16,6,1,4,13,11,43,23,85,16,0,0,7,0,"2023-04-16 23:05:01","33","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/33/GOB.json"
3,25,7,6,3,14,9,43,29,71,19,0,0,8,0,"2023-04-16 23:05:01","34","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/34/GOB.json"
8,11,9,1,1,24,11,50,25,57,27,0,0,9,1,"2023-04-16 23:05:01","35","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/35/GOB.json"
4,17,13,4,6,23,10,34,24,69,18,0,0,3,0,"2023-04-16 23:05:01","36","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/36/GOB.json"
2,17,10,4,5,25,11,23,25,67,30,0,0,2,2,"2023-04-16 23:05:01","37","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/37/GOB.json"
2,18,3,5,2,26,9,38,18,71,0,0,0,8,0,"2023-04-16 23:05:01","38","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/38/GOB.json"
2,12,1,1,2,15,14,26,39,55,40,0,0,3,0,"2023-04-16 22:30:01","148","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/148/GOB.json"
0,13,11,2,3,17,9,9,46,56,20,0,0,5,0,"2023-04-16 22:30:01","149","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/149/GOB.json"
1,7,2,1,2,15,2,10,27,27,15,0,0,2,1,"2023-04-16 22:30:01","151","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/151/GOB.json"
1,8,5,1,1,9,2,14,28,17,3,0,0,2,0,"2023-04-16 22:30:01","152","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/152/GOB.json"
1,9,5,2,0,12,12,19,39,66,19,0,0,7,3,"2023-04-16 22:35:01","53","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/53/GOB.json"
3,9,5,2,2,23,13,23,39,61,20,0,0,9,0,"2023-04-16 22:35:01","54","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/54/GOB.json"
2,8,5,3,2,23,9,20,43,63,4,1,0,6,0,"2023-04-16 22:30:01","55","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/55/GOB.json"
1,2,7,3,1,33,11,12,38,44,33,0,0,5,0,"2023-04-16 22:25:02","56","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/56/GOB.json"
2,9,5,0,2,13,11,13,22,50,16,0,0,4,0,"2023-04-16 22:35:01","57","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/57/GOB.json"
2,5,2,2,3,10,5,13,27,46,0,0,0,3,2,"2023-04-16 22:35:01","58","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/58/GOB.json"
3,22,12,3,4,20,10,36,27,50,21,0,0,3,2,"2023-04-16 22:15:01","76","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/76/GOB.json"
1,20,11,2,2,13,12,36,21,90,21,0,0,7,0,"2023-04-16 22:15:01","77","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/77/GOB.json"
5,13,7,1,5,7,11,28,40,69,33,0,0,8,5,"2023-04-16 22:25:02","78","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/78/GOB.json"
1,16,10,3,2,23,13,27,27,87,28,0,0,7,0,"2023-04-16 22:25:02","79","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/79/GOB.json"
0,10,11,3,2,0,15,15,31,111,26,0,0,8,0,"2023-04-16 22:25:02","80","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/80/GOB.json"
4,28,7,3,1,15,11,29,22,81,31,0,0,9,0,"2023-04-16 23:00:01","59","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/59/GOB.json"
2,22,12,7,7,19,14,37,26,80,14,0,0,8,2,"2023-04-16 23:00:01","60","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/60/GOB.json"
7,16,6,5,2,16,12,50,27,64,15,0,0,12,0,"2023-04-16 23:00:01","61","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/61/GOB.json"
3,27,4,7,2,18,16,32,27,75,3,0,0,12,0,"2023-04-16 23:00:01","63","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/63/GOB.json"
4,13,6,4,0,17,18,40,26,63,5,0,0,20,1,"2023-04-16 23:00:01","64","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/64/GOB.json"
3,14,6,3,10,15,17,34,24,86,22,0,0,3,2,"2023-04-16 23:00:01","65","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/65/GOB.json"
1,30,10,0,5,20,11,31,32,66,3,0,0,8,1,"2023-04-16 23:15:01","66","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/66/GOB.json"
2,20,6,2,1,17,4,28,12,57,18,0,0,1,0,"2023-04-16 23:00:01","67","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/67/GOB.json"
1,18,5,3,2,12,6,24,23,50,15,0,0,5,0,"2023-04-16 23:00:01","68","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/68/GOB.json"
0,14,6,2,1,11,11,59,18,69,23,0,0,5,0,"2023-04-16 22:15:01","83","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/83/GOB.json"
1,17,11,2,3,17,9,69,22,69,15,0,0,4,0,"2023-04-16 22:25:02","84","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/84/GOB.json"
0,17,6,2,1,15,18,49,8,65,10,0,0,6,0,"2023-04-16 22:35:01","85","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/85/GOB.json"
3,18,8,4,1,12,16,54,10,66,24,0,0,1,0,"2023-04-16 22:25:02","86","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/86/GOB.json"
3,15,1,4,2,1,7,65,14,66,9,0,0,0,5,"2023-04-16 22:35:01","87","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/87/GOB.json"
1,13,7,7,0,11,8,46,14,58,9,0,0,1,1,"2023-04-16 22:15:01","88","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/88/GOB.json"
2,15,5,4,7,9,3,44,10,55,12,0,0,3,0,"2023-04-16 22:15:01","89","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/89/GOB.json"
3,18,10,3,3,12,13,31,17,67,1,0,0,6,0,"2023-04-16 21:55:01","13","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/13/GOB.json"
0,16,5,1,3,18,13,27,35,72,2,0,0,8,0,"2023-04-16 21:55:01","14","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/14/GOB.json"
2,16,3,4,5,9,9,34,36,70,1,2,0,9,5,"2023-04-16 21:45:02","15","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/15/GOB.json"
5,20,8,1,2,15,7,27,36,61,1,0,0,14,2,"2023-04-16 21:55:01","16","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/16/GOB.json"
3,14,7,8,4,14,23,18,27,70,1,0,0,11,0,"2023-04-16 21:45:02","17","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/17/GOB.json"
4,13,7,6,4,11,8,32,28,75,2,0,0,0,0,"2023-04-16 22:05:01","18","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/18/GOB.json"
2,17,16,2,2,11,12,21,33,77,22,0,0,5,0,"2023-04-16 22:05:01","19","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/19/GOB.json"
2,22,10,4,3,18,20,26,27,75,1,0,0,0,0,"2023-04-16 22:05:01","20","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/20/GOB.json"
1,0,5,6,2,14,4,31,20,87,4,0,0,6,1,"2023-04-16 21:50:01","21","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/21/GOB.json"
2,12,3,4,1,5,8,14,23,59,18,2,0,0,0,"2023-04-16 22:05:01","22","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/22/GOB.json"
1,14,3,2,0,8,6,18,20,54,18,0,0,2,0,"2023-04-16 22:05:01","23","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/23/GOB.json"
3,21,10,2,5,27,10,17,37,59,3,0,0,12,0,"2023-04-16 22:35:01","43","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/43/GOB.json"
3,11,12,2,2,23,9,28,34,63,3,0,0,6,0,"2023-04-16 22:35:01","44","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/44/GOB.json"
1,10,5,1,0,6,12,31,37,82,6,0,0,15,0,"2023-04-16 22:40:01","45","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/45/GOB.json"
3,20,4,2,1,14,8,28,28,64,5,0,0,13,0,"2023-04-16 22:30:01","46","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/46/GOB.json"
5,11,8,2,3,22,10,33,29,76,3,0,0,11,0,"2023-04-16 22:35:01","47","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/47/GOB.json"
0,25,7,1,3,27,7,32,30,69,2,0,0,10,0,"2023-04-16 22:45:01","48","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/48/GOB.json"
3,20,5,2,4,24,7,30,34,67,24,0,0,5,0,"2023-04-16 22:30:01","49","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/49/GOB.json"
4,20,11,4,0,24,11,29,32,60,3,0,0,5,3,"2023-04-16 22:35:01","50","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/50/GOB.json"
1,9,8,0,1,13,4,18,21,48,15,0,0,8,0,"2023-04-16 22:45:01","51","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/51/GOB.json"
4,18,10,7,3,20,14,59,21,57,14,0,0,2,0,"2023-04-16 22:55:01","69","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/69/GOB.json"
2,13,10,3,1,22,19,45,19,70,26,0,0,3,0,"2023-04-16 23:15:01","70","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/70/GOB.json"
4,18,4,12,1,20,15,47,10,74,17,0,0,6,1,"2023-04-16 23:15:01","71","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/71/GOB.json"
2,7,4,5,4,10,18,60,19,65,16,0,0,10,1,"2023-04-16 22:55:01","73","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/73/GOB.json"
1,24,5,4,4,13,12,49,8,76,14,0,0,3,2,"2023-04-16 23:00:01","74","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/74/GOB.json"
1,6,2,4,0,5,8,27,15,45,11,0,0,1,0,"2023-04-16 20:40:01","75","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/75/GOB.json"
2,18,8,12,6,20,12,34,24,97,27,0,0,3,0,"2023-04-16 21:50:01","24","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/24/GOB.json"
3,28,8,4,1,26,9,41,15,76,21,0,0,5,0,"2023-04-16 21:40:01","25","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/25/GOB.json"
3,18,8,5,7,24,12,49,23,94,18,0,0,2,0,"2023-04-16 21:40:01","26","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/26/GOB.json"
4,22,5,8,5,18,5,42,23,82,22,0,0,6,0,"2023-04-16 22:45:01","27","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/27/GOB.json"
2,18,10,0,4,10,14,52,20,87,20,0,0,4,0,"2023-04-16 22:45:01","28","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/28/GOB.json"
1,16,4,2,2,15,4,22,15,44,6,0,0,1,0,"2023-04-16 21:40:01","29","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/29/GOB.json"
3,13,1,0,5,9,7,24,7,36,16,0,0,4,0,"2023-04-16 21:40:01","30","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/30/GOB.json"
0,8,1,4,6,24,10,31,27,68,14,0,0,5,1,"2023-04-16 22:15:01","101","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/101/GOB.json"
1,19,5,2,6,13,9,24,30,71,25,0,0,7,0,"2023-04-16 22:30:01","102","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/102/GOB.json"
0,18,7,2,2,23,15,40,34,64,23,0,0,3,0,"2023-04-16 22:55:01","103","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/103/GOB.json"
2,20,6,1,0,10,15,23,32,70,28,0,0,7,0,"2023-04-16 22:15:01","104","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/104/GOB.json"
1,15,6,2,7,21,15,24,25,58,33,0,0,6,0,"2023-04-16 22:25:02","105","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/105/GOB.json"
2,17,4,1,2,22,11,31,20,57,42,0,0,4,0,"2023-04-16 22:15:01","106","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/106/GOB.json"
2,14,8,4,3,14,9,17,23,57,31,0,0,4,0,"2023-04-16 22:25:02","107","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/107/GOB.json"
1,9,2,2,2,19,6,32,29,63,33,0,0,9,0,"2023-04-16 22:15:01","99","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/99/GOB.json"
2,26,11,4,4,16,3,41,18,82,32,0,0,6,0,"2023-04-16 22:40:01","90","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/90/GOB.json"
3,22,9,6,4,15,6,31,26,82,31,0,0,6,0,"2023-04-16 22:40:01","91","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/91/GOB.json"
1,42,7,2,0,16,13,37,22,55,6,0,0,4,2,"2023-04-16 21:50:01","92","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/92/GOB.json"
3,28,8,2,2,11,5,27,32,72,21,0,0,5,0,"2023-04-16 21:50:01","93","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/93/GOB.json"
4,17,7,5,2,27,9,29,23,61,28,0,0,7,0,"2023-04-16 21:55:01","94","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/94/GOB.json"
1,19,11,7,2,19,8,34,15,80,4,0,0,6,0,"2023-04-16 22:45:01","96","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/96/GOB.json"
2,15,7,2,3,9,3,30,20,46,12,0,0,4,0,"2023-04-16 22:40:01","97","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/97/GOB.json"
1,12,4,3,3,6,9,23,10,49,7,0,0,0,3,"2023-04-16 21:50:01","98","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/98/GOB.json"
1,20,4,4,5,18,10,44,27,65,44,0,0,0,0,"2023-04-16 23:15:01","115","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/115/GOB.json"
1,18,6,5,2,10,10,43,21,69,26,0,0,8,4,"2023-04-16 23:15:01","116","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/116/GOB.json"
4,19,2,5,2,15,8,44,25,65,30,0,0,2,5,"2023-04-16 23:15:01","117","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/117/GOB.json"
3,16,7,3,4,15,14,38,33,70,34,2,0,66,1,"2023-04-16 21:50:01","118","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/118/GOB.json"
0,30,11,4,4,7,9,37,24,83,17,0,0,2,0,"2023-04-16 21:45:02","119","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/119/GOB.json"
0,16,4,2,3,18,15,47,21,75,21,0,0,11,1,"2023-04-16 21:45:02","120","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/120/GOB.json"
4,25,5,2,6,15,6,40,30,73,21,0,0,3,5,"2023-04-16 21:50:01","121","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/121/GOB.json"
1,26,3,4,8,17,7,39,31,75,9,0,0,8,1,"2023-04-16 22:50:01","122","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/122/GOB.json"
1,32,5,2,4,22,7,42,21,77,20,0,0,2,0,"2023-04-16 22:50:01","123","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/123/GOB.json"
1,29,16,5,1,20,9,28,27,65,27,0,0,4,1,"2023-04-16 22:50:01","124","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/124/GOB.json"
1,15,6,1,2,16,10,36,16,73,29,0,0,5,1,"2023-04-16 23:40:02","125","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/125/GOB.json"
3,16,4,5,5,12,4,29,16,47,22,0,0,5,0,"2023-04-16 22:50:01","126","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/126/GOB.json"
1,14,7,5,3,10,2,28,13,58,17,0,0,4,1,"2023-04-16 22:45:01","127","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/127/GOB.json"
4,21,5,2,5,19,6,44,25,64,29,1,0,1,3,"2023-04-16 22:00:01","39","https://rionegro.datosoficiales.com/resultados/RN/7/2825/23/39/GOB.json"
4,15,8,3,2,24,9,31,30,65,10,0,0,7,1,"2023-04-16 22:20:01","40","https://rionegro.datosoficiales.com/resultados/RN/7/2825/23/40/GOB.json"
3,8,6,2,0,19,3,24,24,48,1,0,0,9,0,"2023-04-16 22:05:01","41","https://rionegro.datosoficiales.com/resultados/RN/7/2825/23/41/GOB.json"
3,22,8,3,1,13,4,24,20,46,15,0,1,2,0,"2023-04-16 22:05:01","42","https://rionegro.datosoficiales.com/resultados/RN/7/2825/23/42/GOB.json"
2,20,11,3,2,17,15,19,31,78,2,0,0,5,0,"2023-04-16 21:50:01","153","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/153/GOB.json"
1,28,2,1,2,17,9,33,39,67,36,0,0,6,6,"2023-04-16 21:50:01","154","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/154/GOB.json"
4,14,5,3,3,23,8,25,27,65,2,0,0,9,0,"2023-04-16 21:40:01","155","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/155/GOB.json"
4,19,9,2,2,18,18,23,23,80,21,2,0,10,0,"2023-04-16 21:40:01","156","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/156/GOB.json"
1,8,6,4,1,18,15,16,32,82,3,0,0,10,0,"2023-04-16 21:50:01","157","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/157/GOB.json"
1,16,6,3,2,13,9,27,41,69,29,0,0,7,0,"2023-04-16 21:50:01","158","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/158/GOB.json"
2,12,1,4,0,20,5,74,20,75,28,0,0,3,1,"2023-04-16 22:50:01","1","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/1/GOB.json"
1,12,10,3,4,8,16,62,15,78,16,0,0,1,0,"2023-04-16 22:50:01","10","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/10/GOB.json"
0,9,1,3,1,10,5,34,15,51,11,0,0,1,0,"2023-04-16 22:55:01","11","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/11/GOB.json"
2,16,4,4,4,11,5,36,8,30,5,0,0,2,0,"2023-04-16 22:50:01","12","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/12/GOB.json"
4,16,7,10,2,24,11,45,24,63,4,2,0,3,0,"2023-04-16 22:55:01","2","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/2/GOB.json"
3,12,8,8,3,9,13,49,16,89,13,0,0,2,0,"2023-04-16 22:55:01","3","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/3/GOB.json"
3,13,7,5,2,10,11,64,9,86,14,0,0,3,0,"2023-04-16 22:55:01","4","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/4/GOB.json"
2,12,7,4,2,13,9,39,14,99,1,0,0,2,0,"2023-04-16 22:55:01","5","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/5/GOB.json"
2,18,10,11,3,18,10,59,13,94,13,0,0,3,0,"2023-04-16 22:55:01","6","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/6/GOB.json"
1,18,5,8,3,15,10,61,21,74,15,0,0,9,1,"2023-04-16 22:55:01","7","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/7/GOB.json"
1,13,5,5,2,19,11,60,13,77,2,0,0,4,1,"2023-04-16 22:55:01","8","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/8/GOB.json"
5,13,9,6,1,17,11,82,12,86,16,0,0,1,0,"2023-04-16 22:50:01","9","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/9/GOB.json"
2,24,6,3,1,14,11,47,23,66,22,0,0,3,0,"2023-04-16 22:20:01","108","https://rionegro.datosoficiales.com/resultados/RN/7/2825/5/108/GOB.json"
1,13,6,4,3,28,14,42,15,69,26,0,0,0,0,"2023-04-16 22:20:01","109","https://rionegro.datosoficiales.com/resultados/RN/7/2825/5/109/GOB.json"
3,14,8,4,2,17,11,54,26,70,18,2,0,8,2,"2023-04-16 22:20:01","110","https://rionegro.datosoficiales.com/resultados/RN/7/2825/5/110/GOB.json"
0,18,6,1,3,20,11,40,11,75,0,2,0,10,0,"2023-04-16 22:20:01","111","https://rionegro.datosoficiales.com/resultados/RN/7/2825/5/111/GOB.json"
1,15,11,3,2,11,10,42,13,81,26,0,0,3,0,"2023-04-16 22:00:01","112","https://rionegro.datosoficiales.com/resultados/RN/7/2825/5/112/GOB.json"
0,8,4,1,1,8,6,32,13,54,20,0,0,5,0,"2023-04-16 22:00:01","113","https://rionegro.datosoficiales.com/resultados/RN/7/2825/5/113/GOB.json"
2,9,10,5,2,12,4,31,15,47,18,0,1,3,0,"2023-04-16 22:20:01","114","https://rionegro.datosoficiales.com/resultados/RN/7/2825/5/114/GOB.json"
0,18,3,4,2,23,11,64,16,19,19,0,0,6,0,"2023-04-16 22:25:02","135","https://rionegro.datosoficiales.com/resultados/RN/7/2825/6/135/GOB.json"
3,11,8,1,5,10,13,65,14,71,13,0,0,4,1,"2023-04-16 22:05:01","136","https://rionegro.datosoficiales.com/resultados/RN/7/2825/6/136/GOB.json"
1,19,7,5,2,24,9,59,17,59,9,0,0,9,0,"2023-04-16 22:25:02","137","https://rionegro.datosoficiales.com/resultados/RN/7/2825/6/137/GOB.json"
