"165","216","424","425","426","427","428","429","430","431","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
1,22,4,5,5,21,8,33,9,68,8,1,0,3,1,"2023-04-16 22:30:01","926","https://rionegro.datosoficiales.com/resultados/RN/2/2896/1/926/GOB.json"
3,34,5,3,3,26,11,50,27,63,2,0,0,8,0,"2023-04-16 22:20:01","915","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/915/GOB.json"
0,35,2,4,1,14,4,2,16,93,0,1,0,0,0,"2023-04-16 22:20:01","916","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/916/GOB.json"
0,36,3,0,20,6,47,43,8,94,7,0,0,5,0,"2023-04-16 22:20:01","917","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/917/GOB.json"
3,37,2,1,2,26,13,46,7,87,13,2,0,12,1,"2023-04-16 22:00:01","918","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/918/GOB.json"
2,36,4,4,2,21,7,53,17,72,6,0,0,4,0,"2023-04-16 22:05:01","919","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/919/GOB.json"
3,36,5,9,4,27,4,43,19,72,10,0,0,9,0,"2023-04-16 22:20:01","920","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/920/GOB.json"
0,44,4,4,1,22,1,48,8,77,13,0,0,8,1,"2023-04-16 22:05:01","921","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/921/GOB.json"
0,0,2,7,2,72,3,42,15,75,30,0,0,6,0,"2023-04-16 22:40:01","1014","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1014/GOB.json"
1,6,1,7,3,70,5,38,15,67,42,0,0,4,0,"2023-04-16 22:30:01","1015","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1015/GOB.json"
0,16,1,10,5,67,8,30,23,75,13,0,0,3,0,"2023-04-16 22:30:01","1016","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1016/GOB.json"
2,6,1,6,1,81,3,32,18,69,32,0,0,6,0,"2023-04-16 22:40:01","1017","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1017/GOB.json"
0,6,1,3,2,32,4,22,14,43,13,0,0,2,0,"2023-04-16 22:30:01","1018","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1018/GOB.json"
2,6,5,4,3,44,3,31,7,30,10,0,0,2,0,"2023-04-16 22:40:01","1019","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1019/GOB.json"
1,14,5,6,1,88,4,43,17,66,1,2,0,5,0,"2023-04-16 22:30:01","1008","https://rionegro.datosoficiales.com/resultados/RN/2/2901/2/1008/GOB.json"
2,15,3,10,4,63,11,20,22,60,37,0,1,4,0,"2023-04-16 22:45:01","1010","https://rionegro.datosoficiales.com/resultados/RN/2/2901/2/1010/GOB.json"
3,8,1,6,5,67,18,48,10,57,18,0,0,5,0,"2023-04-16 22:35:01","1011","https://rionegro.datosoficiales.com/resultados/RN/2/2901/2/1011/GOB.json"
0,7,23,0,0,40,3,57,14,110,15,0,0,0,7,"2023-04-16 23:05:01","1039","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1039/GOB.json"
2,2,3,1,1,64,3,35,11,112,3,0,0,1,0,"2023-04-16 23:00:01","1040","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1040/GOB.json"
0,9,12,0,1,69,6,40,11,100,1,0,0,2,0,"2023-04-16 23:00:01","1041","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1041/GOB.json"
0,11,8,2,1,58,2,33,14,113,21,0,0,3,0,"2023-04-16 23:00:01","1043","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1043/GOB.json"
1,10,11,0,0,32,1,36,14,110,41,0,0,2,1,"2023-04-16 23:00:01","1044","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1044/GOB.json"
1,10,5,1,1,42,1,30,9,32,10,0,0,0,0,"2023-04-16 23:05:01","1045","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1045/GOB.json"
2,11,8,0,0,48,4,27,8,49,4,1,0,1,0,"2023-04-16 23:15:01","1046","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1046/GOB.json"
0,27,6,12,7,30,4,51,10,63,19,0,0,4,0,"2023-04-16 23:05:01","975","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/975/GOB.json"
1,20,6,12,5,30,5,40,9,68,3,0,0,23,0,"2023-04-16 22:50:01","976","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/976/GOB.json"
1,30,4,6,1,36,4,54,16,81,7,0,0,0,0,"2023-04-16 22:50:01","977","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/977/GOB.json"
4,37,9,6,2,39,3,42,11,70,20,0,0,11,0,"2023-04-16 23:05:01","978","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/978/GOB.json"
1,21,6,15,1,29,5,52,2,53,23,0,0,8,0,"2023-04-16 22:50:01","979","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/979/GOB.json"
2,22,11,8,2,36,9,46,4,73,25,0,0,1,0,"2023-04-16 22:50:01","980","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/980/GOB.json"
2,26,9,12,2,30,7,72,15,44,5,2,0,1,0,"2023-04-16 22:50:01","981","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/981/GOB.json"
3,24,4,3,4,37,2,53,7,78,1,2,0,5,0,"2023-04-16 21:50:01","927","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/927/GOB.json"
9,20,9,11,10,46,12,41,9,63,20,0,0,5,0,"2023-04-16 23:25:01","928","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/928/GOB.json"
1,30,11,10,3,38,3,35,8,53,3,1,0,1,6,"2023-04-16 21:45:02","929","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/929/GOB.json"
0,32,8,7,3,26,3,64,14,53,2,0,0,3,2,"2023-04-16 22:50:01","930","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/930/GOB.json"
2,25,8,11,5,24,5,53,8,50,2,0,1,2,0,"2023-04-16 22:50:01","931","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/931/GOB.json"
1,27,10,12,3,33,8,49,9,55,5,0,0,5,0,"2023-04-16 21:45:02","932","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/932/GOB.json"
2,16,0,8,0,26,4,76,11,48,2,0,0,2,0,"2023-04-16 21:50:01","933","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/933/GOB.json"
1,16,11,4,1,30,4,77,5,56,28,0,0,0,0,"2023-04-16 23:20:01","934","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/934/GOB.json"
2,32,12,10,9,16,9,66,3,52,15,0,0,9,0,"2023-04-16 22:40:01","935","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/935/GOB.json"
0,31,8,7,2,28,6,67,9,52,1,0,0,13,0,"2023-04-16 22:40:01","936","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/936/GOB.json"
3,22,14,9,4,35,11,58,5,54,7,0,0,3,0,"2023-04-16 23:20:01","937","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/937/GOB.json"
2,31,10,8,0,37,7,54,10,52,20,1,0,7,1,"2023-04-16 23:20:01","938","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/938/GOB.json"
3,20,6,12,3,36,6,64,4,56,16,1,0,10,3,"2023-04-16 23:35:01","939","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/939/GOB.json"
2,24,10,6,3,26,9,38,12,75,19,0,0,2,0,"2023-04-16 22:40:01","940","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/940/GOB.json"
2,22,10,3,2,37,6,48,3,70,20,0,0,4,0,"2023-04-16 22:45:01","962","https://rionegro.datosoficiales.com/resultados/RN/2/2914/12/962/GOB.json"
1,22,20,6,4,22,5,63,9,64,1,0,0,2,0,"2023-04-16 22:45:01","963","https://rionegro.datosoficiales.com/resultados/RN/2/2914/12/963/GOB.json"
1,26,7,4,1,15,3,82,18,68,22,0,247,4,0,"2023-04-16 22:45:01","964","https://rionegro.datosoficiales.com/resultados/RN/2/2914/12/964/GOB.json"
5,18,12,8,1,20,8,55,21,69,2,0,0,7,0,"2023-04-16 22:35:01","965","https://rionegro.datosoficiales.com/resultados/RN/2/2914/12/965/GOB.json"
0,24,12,8,0,39,6,69,14,70,1,2,0,4,0,"2023-04-16 22:40:01","966","https://rionegro.datosoficiales.com/resultados/RN/2/2914/12/966/GOB.json"
2,26,7,9,4,31,7,43,10,61,5,0,0,6,0,"2023-04-16 22:25:02","967","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/967/GOB.json"
3,36,10,8,5,29,10,50,8,60,4,0,0,6,1,"2023-04-16 22:10:01","968","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/968/GOB.json"
1,25,6,12,1,33,13,46,13,63,1,2,0,6,0,"2023-04-16 22:25:02","969","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/969/GOB.json"
2,18,5,10,6,30,2,53,17,71,16,0,0,0,0,"2023-04-16 22:40:01","970","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/970/GOB.json"
7,18,10,6,4,29,9,59,13,56,22,0,0,1,0,"2023-04-16 22:40:01","971","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/971/GOB.json"
1,24,8,13,1,31,4,68,13,64,15,0,0,4,0,"2023-04-16 22:05:01","972","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/972/GOB.json"
2,14,13,10,1,47,9,61,7,54,23,0,0,11,0,"2023-04-16 22:45:01","973","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/973/GOB.json"
1,27,7,6,3,37,13,57,5,64,12,0,0,4,0,"2023-04-16 22:05:01","974","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/974/GOB.json"
1,25,10,7,5,36,5,53,12,68,11,0,0,2,0,"2023-04-16 23:50:01","989","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/989/GOB.json"
2,34,7,4,1,26,4,51,6,81,12,0,0,13,1,"2023-04-16 23:55:01","990","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/990/GOB.json"
3,25,8,9,2,27,5,53,14,66,18,0,0,4,0,"2023-04-16 23:55:01","991","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/991/GOB.json"
1,33,4,13,1,33,8,50,16,52,17,0,0,10,0,"2023-04-16 23:50:01","992","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/992/GOB.json"
0,31,11,7,3,33,5,60,13,71,28,0,0,0,0,"2023-04-16 23:55:01","993","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/993/GOB.json"
0,17,13,7,4,35,1,51,7,81,32,0,0,13,0,"2023-04-16 23:55:01","994","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/994/GOB.json"
2,24,8,10,3,31,10,77,9,54,2,0,0,5,0,"2023-04-16 22:15:01","982","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/982/GOB.json"
4,21,8,2,5,31,2,87,8,67,6,0,0,3,0,"2023-04-16 21:55:01","983","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/983/GOB.json"
1,14,14,12,1,27,3,70,10,67,19,0,1,2,0,"2023-04-16 21:55:01","984","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/984/GOB.json"
2,17,13,5,7,32,0,46,10,64,17,0,2,5,0,"2023-04-16 22:30:01","985","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/985/GOB.json"
0,19,11,9,5,27,8,70,10,47,17,0,0,9,0,"2023-04-16 22:10:01","986","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/986/GOB.json"
0,22,17,11,6,31,6,39,7,65,14,0,1,6,0,"2023-04-16 22:10:01","987","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/987/GOB.json"
1,27,10,5,3,27,7,57,7,65,15,0,0,3,0,"2023-04-16 23:00:01","942","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/942/GOB.json"
1,23,6,12,2,28,10,64,5,62,24,0,0,5,0,"2023-04-16 23:20:01","943","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/943/GOB.json"
4,28,14,13,3,42,5,54,11,51,11,0,0,2,0,"2023-04-16 23:20:01","944","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/944/GOB.json"
3,26,7,13,1,32,9,50,13,57,2,0,0,4,0,"2023-04-16 23:00:01","945","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/945/GOB.json"
3,23,3,4,2,19,5,76,9,55,3,3,1,3,0,"2023-04-16 23:00:01","946","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/946/GOB.json"
8,32,3,10,4,32,6,45,5,53,3,0,0,14,0,"2023-04-16 23:05:01","947","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/947/GOB.json"
0,27,8,6,3,33,9,65,5,48,18,0,0,4,0,"2023-04-16 23:00:01","948","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/948/GOB.json"
1,23,4,13,5,34,7,51,7,50,23,1,0,16,0,"2023-04-16 23:00:01","949","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/949/GOB.json"
4,31,27,11,4,28,10,58,11,50,2,0,0,5,0,"2023-04-16 23:00:01","950","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/950/GOB.json"
1,27,10,6,2,20,6,69,7,54,11,0,0,7,0,"2023-04-16 23:00:01","951","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/951/GOB.json"
2,22,8,13,3,44,5,38,6,59,11,0,0,11,1,"2023-04-16 23:00:01","952","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/952/GOB.json"
2,15,5,8,1,31,7,71,14,59,13,0,0,11,0,"2023-04-16 23:05:01","953","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/953/GOB.json"
2,16,3,11,2,39,4,70,12,58,17,0,0,3,1,"2023-04-16 23:05:01","954","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/954/GOB.json"
1,19,10,10,3,26,7,54,5,60,2,0,0,3,0,"2023-04-16 22:45:01","955","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/955/GOB.json"
2,28,10,7,2,29,2,56,69,69,2,0,0,4,1,"2023-04-16 22:50:01","956","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/956/GOB.json"
0,19,7,10,4,48,5,54,5,67,1,0,1,7,0,"2023-04-16 22:45:01","957","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/957/GOB.json"
0,19,11,9,4,19,10,81,11,60,0,0,0,5,0,"2023-04-16 22:50:01","958","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/958/GOB.json"
1,30,9,13,3,31,3,36,6,33,2,0,3,0,0,"2023-04-16 23:10:01","959","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/959/GOB.json"
0,34,8,3,4,46,5,24,11,6,1,0,0,3,0,"2023-04-16 23:05:01","960","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/960/GOB.json"
1,14,7,10,2,33,7,40,9,71,3,2,1,3,0,"2023-04-16 22:50:01","961","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/961/GOB.json"
2,22,13,12,2,40,7,66,5,48,27,0,0,6,0,"2023-04-16 23:05:01","1000","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/1000/GOB.json"
0,20,7,9,7,33,6,60,10,63,12,0,0,13,0,"2023-04-17 00:15:01","995","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/995/GOB.json"
0,33,14,20,4,30,8,51,5,67,0,0,0,10,0,"2023-04-16 23:05:01","996","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/996/GOB.json"
1,17,12,10,1,40,8,49,10,54,13,0,0,12,0,"2023-04-16 23:10:01","997","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/997/GOB.json"
1,26,13,8,3,31,5,56,11,62,18,0,0,4,0,"2023-04-16 23:20:01","998","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/998/GOB.json"
3,31,8,4,5,29,9,74,8,44,23,0,0,3,1,"2023-04-16 23:05:01","999","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/999/GOB.json"
2,26,6,8,4,32,4,34,23,64,22,0,0,9,0,"2023-04-16 22:45:01","1001","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1001/GOB.json"
2,21,13,8,5,23,8,49,12,63,22,0,0,5,0,"2023-04-16 22:50:01","1002","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1002/GOB.json"
0,19,4,2,3,29,3,85,7,59,11,0,0,4,0,"2023-04-16 22:45:01","1004","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1004/GOB.json"
1,18,9,6,1,16,8,51,8,70,17,0,0,6,0,"2023-04-16 22:45:01","1005","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1005/GOB.json"
4,22,7,6,3,20,3,48,6,49,6,2,0,3,0,"2023-04-16 22:45:01","1006","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1006/GOB.json"
0,20,8,6,0,23,1,67,7,38,22,0,0,5,0,"2023-04-16 22:45:01","1007","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1007/GOB.json"
0,27,56,3,3,21,7,53,12,60,5,0,0,8,0,"2023-04-16 22:55:01","1034","https://rionegro.datosoficiales.com/resultados/RN/2/5020/1/1034/GOB.json"
2,22,55,6,3,30,8,46,11,54,5,0,0,6,0,"2023-04-16 22:55:01","1036","https://rionegro.datosoficiales.com/resultados/RN/2/5020/1/1036/GOB.json"
3,5,32,1,0,12,3,21,8,31,3,0,0,5,0,"2023-04-16 22:55:01","1037","https://rionegro.datosoficiales.com/resultados/RN/2/5020/1/1037/GOB.json"
0,8,22,1,0,9,2,43,7,58,0,0,0,1,0,"2023-04-16 23:15:01","1038","https://rionegro.datosoficiales.com/resultados/RN/2/5020/1/1038/GOB.json"
0,19,47,2,0,23,3,45,10,62,6,0,0,7,0,"2023-04-16 22:55:01","1028","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1028/GOB.json"
2,15,51,3,1,23,4,39,14,67,4,0,0,1,0,"2023-04-16 23:10:01","1029","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1029/GOB.json"
1,18,35,0,36,3,3,41,5,63,2,0,0,9,0,"2023-04-16 22:55:01","1030","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1030/GOB.json"
2,17,48,3,0,31,7,48,11,57,6,0,1,10,0,"2023-04-16 22:55:01","1031","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1031/GOB.json"
0,18,50,7,2,17,4,53,12,55,6,0,0,7,0,"2023-04-16 22:55:01","1032","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1032/GOB.json"
4,19,49,4,1,25,4,42,11,74,2,0,3,3,0,"2023-04-16 23:15:01","1033","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1033/GOB.json"
2,20,49,2,1,33,7,58,8,55,4,0,0,5,1,"2023-04-16 22:50:01","1020","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1020/GOB.json"
3,16,42,4,0,21,7,50,10,72,1,0,0,9,0,"2023-04-16 23:00:01","1021","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1021/GOB.json"
1,26,33,3,0,27,3,52,9,65,13,0,0,5,0,"2023-04-16 22:50:01","1022","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1022/GOB.json"
0,22,56,11,2,25,8,46,15,49,6,0,0,14,0,"2023-04-16 23:05:01","1023","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1023/GOB.json"
4,14,49,3,2,27,7,60,13,59,5,0,0,8,0,"2023-04-16 22:55:01","1024","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1024/GOB.json"
0,20,43,9,1,29,8,37,4,77,8,0,0,6,0,"2023-04-16 22:50:01","1025","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1025/GOB.json"
4,16,47,1,5,23,3,54,13,65,9,0,0,10,0,"2023-04-16 23:05:01","1026","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1026/GOB.json"
0,15,36,3,1,27,8,76,12,61,7,0,0,4,0,"2023-04-16 22:50:01","1027","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1027/GOB.json"
1,57,1,6,2,28,20,30,3,98,21,0,0,3,0,"2023-04-16 22:25:02","1673","https://rionegro.datosoficiales.com/resultados/RN/3/2857/1/1673/GOB.json"
4,64,2,1,5,42,23,31,0,96,11,0,0,3,0,"2023-04-16 22:30:01","1674","https://rionegro.datosoficiales.com/resultados/RN/3/2857/1/1674/GOB.json"
2,59,1,6,0,28,15,32,8,109,27,0,0,0,0,"2023-04-16 22:25:02","1675","https://rionegro.datosoficiales.com/resultados/RN/3/2857/1/1675/GOB.json"
2,62,4,1,1,21,22,29,4,120,4,0,0,0,0,"2023-04-16 22:30:01","1676","https://rionegro.datosoficiales.com/resultados/RN/3/2857/1/1676/GOB.json"
0,42,1,2,2,15,6,23,3,48,10,0,0,1,0,"2023-04-16 22:30:01","1677","https://rionegro.datosoficiales.com/resultados/RN/3/2857/1/1677/GOB.json"
1,31,1,0,0,25,12,7,26,48,1,0,0,4,0,"2023-04-16 21:25:01","1679","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1679/GOB.json"
1,38,1,5,0,19,11,16,30,57,1,2,0,0,0,"2023-04-16 21:40:01","1680","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1680/GOB.json"
0,20,1,2,0,18,3,11,44,71,3,1,0,12,0,"2023-04-16 21:35:01","1681","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1681/GOB.json"
6,26,1,1,0,22,7,13,33,34,2,0,0,3,0,"2023-04-16 21:50:01","1682","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1682/GOB.json"
0,37,1,2,1,21,5,12,29,61,83,0,0,8,0,"2023-04-16 21:20:01","1683","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1683/GOB.json"
1,34,1,0,0,19,13,17,12,43,2,0,0,6,0,"2023-04-17 00:55:01","1684","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1684/GOB.json"
1,25,0,1,2,19,4,15,19,60,2,0,0,1,0,"2023-04-16 21:25:01","1685","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1685/GOB.json"
3,36,1,0,0,19,7,12,40,56,78,0,0,2,0,"2023-04-16 21:25:01","1686","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1686/GOB.json"
2,39,1,5,0,7,12,16,36,60,1,0,0,7,0,"2023-04-16 21:10:01","1701","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1701/GOB.json"
0,14,0,0,1,12,3,13,45,62,84,3,0,3,0,"2023-04-16 21:25:01","1702","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1702/GOB.json"
0,31,0,1,0,7,6,26,35,68,66,0,0,1,0,"2023-04-16 21:25:01","1703","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1703/GOB.json"
1,25,3,1,0,25,9,20,34,49,81,0,0,2,0,"2023-04-16 21:25:01","1704","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1704/GOB.json"
0,24,0,1,0,20,8,8,53,74,54,0,0,6,0,"2023-04-16 22:20:01","1705","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1705/GOB.json"
1,24,2,1,1,22,7,11,33,39,98,0,0,9,0,"2023-04-16 22:05:01","1706","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1706/GOB.json"
1,27,1,2,2,12,8,7,43,61,0,0,0,3,1,"2023-04-16 22:20:01","1707","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1707/GOB.json"
1,27,2,2,0,19,8,20,30,58,2,0,0,7,0,"2023-04-16 22:05:01","1708","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1708/GOB.json"
0,26,2,1,1,24,11,29,32,54,0,1,0,8,0,"2023-04-16 22:30:01","1687","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1687/GOB.json"
1,20,1,0,0,27,5,13,28,47,3,0,0,5,0,"2023-04-16 22:20:01","1688","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1688/GOB.json"
1,34,2,0,1,0,11,17,36,83,1,0,0,5,0,"2023-04-16 22:25:02","1689","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1689/GOB.json"
1,31,2,2,2,15,5,18,18,75,1,0,0,6,0,"2023-04-16 22:05:01","1691","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1691/GOB.json"
2,28,1,2,0,19,7,15,45,45,1,0,0,10,0,"2023-04-16 22:25:02","1692","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1692/GOB.json"
0,25,0,1,0,10,9,11,31,66,2,0,0,1,0,"2023-04-16 22:05:01","1693","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1693/GOB.json"
2,27,2,2,0,24,5,13,36,57,61,3,0,9,0,"2023-04-16 22:00:01","1724","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1724/GOB.json"
1,29,3,2,3,16,13,15,20,46,70,0,0,4,0,"2023-04-16 22:00:01","1725","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1725/GOB.json"
1,18,1,1,0,25,4,25,20,56,1,0,0,9,0,"2023-04-16 22:40:01","1726","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1726/GOB.json"
0,30,1,0,0,0,13,12,29,32,3,0,0,0,0,"2023-04-16 22:40:01","1727","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1727/GOB.json"
1,21,2,2,0,22,10,15,32,67,1,0,0,3,0,"2023-04-16 21:30:01","1728","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1728/GOB.json"
2,21,1,0,0,16,16,13,31,67,0,0,0,2,0,"2023-04-16 21:15:01","1729","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1729/GOB.json"
1,11,1,1,0,26,6,6,6,18,70,0,0,1,0,"2023-04-16 21:30:01","1730","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1730/GOB.json"
0,15,2,0,0,2,2,11,28,40,1,0,0,8,0,"2023-04-16 21:15:01","1731","https://rionegro.datosoficiales.com/resultados/RN/3/2894/4/1731/GOB.json"
0,35,0,4,0,14,0,15,16,69,2,0,0,1,0,"2023-04-16 21:35:01","1694","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1694/GOB.json"
0,27,1,3,3,11,7,6,37,54,3,0,0,1,0,"2023-04-16 21:35:01","1695","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1695/GOB.json"
1,27,0,0,2,16,4,16,48,39,6,0,0,1,0,"2023-04-16 21:35:01","1696","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1696/GOB.json"
1,29,2,1,2,26,5,10,26,58,1,0,0,5,0,"2023-04-16 21:30:01","1697","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1697/GOB.json"
1,38,2,0,2,11,7,12,24,44,3,1,0,3,0,"2023-04-16 22:50:01","1698","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1698/GOB.json"
1,30,0,0,1,0,13,17,40,84,1,1,1,4,0,"2023-04-16 22:50:01","1699","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1699/GOB.json"
0,22,0,4,1,28,8,14,33,55,0,0,0,2,0,"2023-04-16 21:45:02","1700","https://rionegro.datosoficiales.com/resultados/RN/3/2894/5/1700/GOB.json"
