"216","3","424","425","426","427","428","429","430","431","BLC","IMP","NUL","REC","hora_proceso","numero","url"
,11,7,,3,6,10,25,13,172,23,0,4,0,"2023-04-19 11:00:01","318","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/318/LEC.json"
,7,3,,0,3,4,31,18,158,32,0,4,0,"2023-04-19 11:00:01","319","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/319/LEC.json"
,2,8,,2,3,1,17,22,195,27,0,0,0,"2023-04-19 11:25:01","320","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/320/LEC.json"
,4,6,,0,2,9,32,14,155,25,0,3,0,"2023-04-19 11:25:01","321","https://rionegro.datosoficiales.com/resultados/RN/6/2955/2/321/LEC.json"
,5,34,,2,5,12,55,48,58,8,0,0,0,"2023-04-19 11:00:01","327","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/327/LEC.json"
,13,32,,1,7,7,60,38,63,14,0,3,0,"2023-04-19 11:25:01","328","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/328/LEC.json"
,8,20,,0,7,8,69,34,59,15,0,7,0,"2023-04-26 08:25:01","329","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/329/LEC.json"
,4,24,,0,9,7,57,42,61,28,0,0,0,"2023-04-19 11:00:01","330","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/330/LEC.json"
,5,19,,0,9,11,46,49,75,5,0,0,0,"2023-04-19 11:00:01","331","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/331/LEC.json"
,8,18,,1,8,13,71,26,59,18,0,3,0,"2023-04-19 11:00:01","332","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/332/LEC.json"
,16,16,,0,5,7,40,26,43,25,0,0,0,"2023-04-19 11:00:01","333","https://rionegro.datosoficiales.com/resultados/RN/6/2956/1/333/LEC.json"
,0,1,,0,1,0,28,1,37,3,0,0,0,"2023-04-22 10:25:01","337","https://rionegro.datosoficiales.com/resultados/RN/6/2958/1/337/LEC.json"
,7,0,,2,0,2,0,1,1,1,0,0,0,"2023-04-19 11:25:01","339","https://rionegro.datosoficiales.com/resultados/RN/6/4058/1/339/LEC.json"
,1,0,,0,53,1,0,3,51,1,0,0,0,"2023-04-19 11:50:01","312","https://rionegro.datosoficiales.com/resultados/RN/6/5040/1/312/LEC.json"
11,54,0,2,2,,5,13,2,57,9,0,4,0,"2023-04-26 08:50:01","177","https://rionegro.datosoficiales.com/resultados/RN/7/2820/1/177/LEC.json"
4,51,1,0,1,,6,14,3,43,10,0,0,0,"2023-04-19 11:00:01","178","https://rionegro.datosoficiales.com/resultados/RN/7/2820/1/178/LEC.json"
8,44,0,1,2,,7,12,1,58,5,0,0,0,"2023-04-19 11:00:01","179","https://rionegro.datosoficiales.com/resultados/RN/7/2820/1/179/LEC.json"
16,9,3,8,2,,9,23,31,74,15,0,0,0,"2023-04-19 11:00:01","170","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/170/LEC.json"
26,11,6,4,1,,17,19,46,54,33,0,0,0,"2023-04-19 08:38:06","171","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/171/LEC.json"
19,5,0,5,0,,16,19,37,89,16,0,0,0,"2023-04-19 11:00:01","172","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/172/LEC.json"
21,8,3,1,0,,21,16,46,73,19,0,0,0,"2023-04-19 11:00:01","173","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/173/LEC.json"
14,3,3,2,0,,5,24,41,76,38,0,0,0,"2023-04-19 11:00:01","174","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/174/LEC.json"
24,6,2,3,1,,8,21,41,71,23,0,3,0,"2023-04-19 11:00:01","175","https://rionegro.datosoficiales.com/resultados/RN/7/2824/1/175/LEC.json"
30,16,9,2,1,,4,34,25,79,36,0,36,0,"2023-04-19 11:50:01","160","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/160/LEC.json"
16,7,11,5,4,,14,44,21,63,52,0,1,0,"2023-04-19 11:00:01","161","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/161/LEC.json"
22,17,8,8,1,,13,26,34,77,34,0,0,0,"2023-04-19 11:00:01","162","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/162/LEC.json"
4,6,2,3,3,,5,19,15,50,13,0,3,0,"2023-04-19 11:00:01","163","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/163/LEC.json"
9,5,4,5,3,,6,23,11,50,13,0,2,0,"2023-04-19 08:38:06","164","https://rionegro.datosoficiales.com/resultados/RN/7/2825/1/164/LEC.json"
21,19,6,2,0,,18,49,19,59,32,0,10,0,"2023-04-19 08:38:06","141","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/141/LEC.json"
24,15,12,4,3,,10,33,23,66,33,0,7,0,"2023-04-19 11:00:01","142","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/142/LEC.json"
16,0,6,3,2,,11,34,19,91,38,0,8,0,"2023-04-19 11:00:01","143","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/143/LEC.json"
22,20,6,2,4,,7,37,16,67,41,0,8,0,"2023-04-19 08:38:06","144","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/144/LEC.json"
19,16,4,6,2,,13,45,16,76,29,0,6,0,"2023-04-19 08:38:06","145","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/145/LEC.json"
9,12,6,4,2,,10,34,18,48,21,0,5,0,"2023-04-19 08:38:06","146","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/146/LEC.json"
13,10,4,2,2,,6,26,13,65,24,0,5,0,"2023-04-19 11:00:01","147","https://rionegro.datosoficiales.com/resultados/RN/7/2825/10/147/LEC.json"
14,18,7,4,2,,10,28,31,68,38,0,14,0,"2023-04-19 08:38:06","31","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/31/LEC.json"
13,16,8,5,6,,10,26,28,76,38,0,8,0,"2023-04-19 08:38:06","32","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/32/LEC.json"
15,17,4,1,5,,13,34,23,61,46,0,8,0,"2023-04-19 11:25:01","33","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/33/LEC.json"
25,11,6,7,3,,8,36,29,67,38,0,7,0,"2023-04-19 12:50:01","34","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/34/LEC.json"
9,17,8,1,1,,9,47,27,65,40,0,10,0,"2023-04-19 12:50:01","35","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/35/LEC.json"
18,19,11,2,6,,9,35,26,46,48,0,3,0,"2023-04-19 08:38:06","36","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/36/LEC.json"
17,12,9,4,5,,11,20,26,81,36,0,2,0,"2023-04-25 14:00:01","37","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/37/LEC.json"
19,26,3,5,3,,8,31,21,63,0,0,8,0,"2023-04-18 19:00:01","38","https://rionegro.datosoficiales.com/resultados/RN/7/2825/11/38/LEC.json"
13,4,1,1,2,,12,26,39,59,46,0,0,0,"2023-04-19 08:38:06","148","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/148/LEC.json"
13,8,11,3,3,,8,7,44,55,34,0,5,0,"2023-04-19 11:00:01","149","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/149/LEC.json"
11,11,5,3,3,,6,11,47,38,0,0,0,0,"2023-04-19 12:50:01","150","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/150/LEC.json"
6,5,3,1,2,,3,10,27,32,20,0,2,0,"2023-04-19 12:25:01","151","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/151/LEC.json"
7,3,5,1,1,,2,12,29,12,26,0,0,0,"2023-04-19 08:38:06","152","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/152/LEC.json"
11,17,5,2,0,,14,14,41,44,39,0,7,0,"2023-04-26 08:25:01","53","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/53/LEC.json"
4,13,5,2,2,,12,19,39,65,34,0,9,0,"2023-04-19 08:38:06","54","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/54/LEC.json"
8,5,5,3,2,,14,15,43,49,73,0,0,0,"2023-04-25 14:00:01","55","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/55/LEC.json"
3,13,6,2,1,,9,9,39,60,43,0,5,0,"2023-04-19 08:38:06","56","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/56/LEC.json"
8,9,5,1,2,,11,9,25,49,25,0,4,0,"2023-04-19 08:38:06","57","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/57/LEC.json"
5,8,2,2,2,,5,11,28,40,26,0,0,0,"2023-04-19 08:38:06","58","https://rionegro.datosoficiales.com/resultados/RN/7/2825/12/58/LEC.json"
21,11,12,2,4,,10,29,28,59,34,0,3,0,"2023-04-19 08:38:06","76","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/76/LEC.json"
20,8,11,2,2,,10,30,24,80,42,0,7,0,"2023-04-19 08:38:06","77","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/77/LEC.json"
14,15,7,1,4,,9,20,42,51,56,0,13,0,"2023-04-19 14:00:01","78","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/78/LEC.json"
15,12,11,3,2,,7,24,27,88,55,0,0,0,"2023-04-19 08:38:06","79","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/79/LEC.json"
11,17,10,3,2,,12,17,32,87,41,0,7,0,"2023-04-19 08:38:06","80","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/80/LEC.json"
12,15,10,4,1,,6,35,28,61,45,0,4,0,"2023-04-19 08:38:06","81","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/81/LEC.json"
12,2,7,1,0,,14,29,20,77,46,0,1,0,"2023-04-19 08:38:06","82","https://rionegro.datosoficiales.com/resultados/RN/7/2825/13/82/LEC.json"
30,28,8,2,1,,11,26,22,58,46,0,9,0,"2023-04-19 08:38:06","59","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/59/LEC.json"
22,12,8,8,6,,11,30,27,89,36,0,1,0,"2023-04-19 08:38:06","60","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/60/LEC.json"
16,12,6,2,4,,8,36,27,60,47,0,12,0,"2023-04-19 08:38:06","61","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/61/LEC.json"
18,11,5,4,0,,12,23,24,74,40,0,10,0,"2023-04-19 08:38:06","62","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/62/LEC.json"
30,25,6,7,2,,18,26,28,59,46,0,0,0,"2023-04-19 08:38:06","63","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/63/LEC.json"
13,15,4,3,0,,17,35,31,65,20,0,21,0,"2023-04-19 11:00:01","64","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/64/LEC.json"
13,11,5,2,7,,13,28,27,79,44,0,3,0,"2023-04-19 11:00:01","65","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/65/LEC.json"
27,15,9,0,4,,12,28,33,68,0,0,0,0,"2023-04-19 11:00:01","66","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/66/LEC.json"
20,11,6,2,1,,3,27,13,57,27,0,1,0,"2023-04-19 08:38:06","67","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/67/LEC.json"
20,7,5,2,2,,7,20,22,49,26,0,4,0,"2023-04-19 08:38:06","68","https://rionegro.datosoficiales.com/resultados/RN/7/2825/14/68/LEC.json"
14,16,7,2,1,,7,53,17,67,30,0,5,0,"2023-04-19 08:38:06","83","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/83/LEC.json"
21,20,10,2,0,,7,62,21,66,25,0,5,0,"2023-04-19 08:38:06","84","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/84/LEC.json"
18,11,4,2,2,,14,46,10,68,17,0,5,0,"2023-04-19 08:38:06","85","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/85/LEC.json"
16,13,4,6,1,,13,53,12,60,28,0,1,0,"2023-04-19 08:38:06","86","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/86/LEC.json"
16,15,8,4,2,,4,61,14,63,16,0,5,0,"2023-04-19 08:38:06","87","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/87/LEC.json"
11,8,8,8,1,,7,43,14,61,14,0,1,0,"2023-04-19 11:25:01","88","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/88/LEC.json"
19,12,4,4,7,,4,44,11,46,15,0,3,0,"2023-04-19 08:38:06","89","https://rionegro.datosoficiales.com/resultados/RN/7/2825/15/89/LEC.json"
18,15,10,3,3,,11,25,18,59,49,0,0,0,"2023-04-19 08:38:06","13","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/13/LEC.json"
14,19,5,1,3,,10,22,36,60,54,0,8,0,"2023-04-19 08:38:06","14","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/14/LEC.json"
17,14,2,4,5,,8,24,37,53,58,0,0,0,"2023-04-26 09:25:01","15","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/15/LEC.json"
19,6,7,1,2,,5,22,35,49,62,0,14,0,"2023-04-19 08:38:06","16","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/16/LEC.json"
13,18,6,7,2,,19,16,29,67,52,0,0,0,"2023-04-19 08:38:06","17","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/17/LEC.json"
13,18,8,5,4,,6,32,30,58,48,0,0,0,"2023-04-19 08:38:06","18","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/18/LEC.json"
17,17,16,2,2,,7,17,33,64,40,0,5,0,"2023-04-18 19:00:01","19","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/19/LEC.json"
21,14,11,1,3,,21,17,25,63,62,0,0,0,"2023-04-19 08:38:06","20","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/20/LEC.json"
0,15,5,6,2,,3,26,20,74,75,0,6,0,"2023-04-19 14:00:01","21","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/21/LEC.json"
10,13,3,2,1,,6,12,20,49,33,0,0,0,"2023-04-26 08:50:01","22","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/22/LEC.json"
14,9,3,0,0,,6,14,21,49,29,0,1,0,"2023-04-19 08:38:06","23","https://rionegro.datosoficiales.com/resultados/RN/7/2825/16/23/LEC.json"
22,18,9,2,3,,10,15,37,55,35,0,0,0,"2023-04-19 08:38:06","43","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/43/LEC.json"
11,25,12,2,2,,8,20,35,56,0,0,0,0,"2023-04-19 08:38:06","44","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/44/LEC.json"
9,24,5,1,1,,10,36,37,59,33,0,15,0,"2023-04-19 08:38:06","45","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/45/LEC.json"
20,19,4,2,1,,7,25,24,55,65,0,0,0,"2023-04-19 08:38:06","46","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/46/LEC.json"
9,18,6,2,6,,10,31,33,64,58,0,0,0,"2023-04-19 08:38:06","47","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/47/LEC.json"
28,10,7,1,3,,6,28,30,80,37,0,0,0,"2023-04-19 08:38:06","48","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/48/LEC.json"
21,11,6,2,4,,6,26,35,63,46,0,5,0,"2023-04-19 08:38:06","49","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/49/LEC.json"
21,15,11,4,0,,10,23,31,38,73,0,4,0,"2023-04-19 14:00:01","50","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/50/LEC.json"
11,8,8,0,1,,4,14,23,47,24,0,3,0,"2023-04-19 08:38:06","51","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/51/LEC.json"
10,8,8,1,1,,2,19,14,54,27,0,0,0,"2023-04-19 08:38:06","52","https://rionegro.datosoficiales.com/resultados/RN/7/2825/17/52/LEC.json"
18,8,7,8,3,,12,55,18,68,30,0,2,0,"2023-04-19 08:38:06","69","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/69/LEC.json"
16,12,10,2,3,,19,47,20,70,34,0,3,0,"2023-04-19 08:38:06","70","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/70/LEC.json"
20,21,4,12,1,,15,49,12,60,28,0,7,0,"2023-04-19 11:00:01","71","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/71/LEC.json"
23,18,8,6,0,,7,35,21,60,33,0,8,0,"2023-04-19 08:38:06","72","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/72/LEC.json"
8,17,4,7,2,,16,56,18,53,30,0,11,0,"2023-04-19 08:38:06","73","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/73/LEC.json"
24,13,3,3,5,,13,45,11,69,29,0,0,0,"2023-04-19 08:38:06","74","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/74/LEC.json"
7,7,2,4,0,,8,27,16,37,16,0,1,0,"2023-04-19 08:38:06","75","https://rionegro.datosoficiales.com/resultados/RN/7/2825/18/75/LEC.json"
19,25,7,12,6,,10,31,28,80,36,0,4,0,"2023-04-19 08:38:06","24","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/24/LEC.json"
28,14,7,4,3,,9,32,16,73,46,0,5,0,"2023-04-19 08:38:06","25","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/25/LEC.json"
20,15,5,8,6,,11,45,26,87,38,0,2,0,"2023-04-19 08:38:06","26","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/26/LEC.json"
25,9,5,6,6,,4,34,24,83,43,0,3,0,"2023-04-19 08:38:06","27","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/27/LEC.json"
17,20,10,1,5,,10,43,22,71,37,0,4,0,"2023-04-19 08:38:06","28","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/28/LEC.json"
15,11,5,2,2,,3,14,15,47,17,0,1,0,"2023-04-19 08:38:06","29","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/29/LEC.json"
14,6,1,1,3,,7,21,8,31,30,0,4,0,"2023-04-19 08:38:06","30","https://rionegro.datosoficiales.com/resultados/RN/7/2825/19/30/LEC.json"
13,19,2,4,2,,7,28,25,66,47,0,2,0,"2023-04-19 14:00:01","100","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/100/LEC.json"
8,14,1,3,5,,10,28,29,75,24,0,24,0,"2023-04-19 11:25:01","101","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/101/LEC.json"
18,19,4,1,8,,19,20,32,59,35,0,7,0,"2023-04-19 08:38:06","102","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/102/LEC.json"
19,17,7,2,3,,12,30,35,58,43,0,5,0,"2023-04-19 08:38:06","103","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/103/LEC.json"
22,0,6,2,0,,13,21,32,67,45,0,7,0,"2023-04-19 08:38:06","104","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/104/LEC.json"
15,21,8,2,2,,14,21,28,48,48,0,6,0,"2023-04-19 08:38:06","105","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/105/LEC.json"
17,16,5,1,2,,10,24,20,52,61,0,5,0,"2023-04-19 08:38:06","106","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/106/LEC.json"
13,9,8,5,3,,6,15,26,56,40,0,4,0,"2023-04-19 08:38:06","107","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/107/LEC.json"
10,17,2,5,3,,7,28,30,52,44,0,9,0,"2023-04-19 08:38:06","99","https://rionegro.datosoficiales.com/resultados/RN/7/2825/2/99/LEC.json"
24,18,12,3,2,,2,36,22,72,46,0,5,0,"2023-04-19 08:38:06","90","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/90/LEC.json"
23,9,9,4,4,,6,27,29,79,46,0,5,0,"2023-04-19 08:38:06","91","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/91/LEC.json"
41,7,6,2,0,,15,34,22,52,43,0,6,0,"2023-04-19 08:38:06","92","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/92/LEC.json"
27,21,7,1,1,,6,21,31,58,38,0,5,0,"2023-04-19 08:38:06","93","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/93/LEC.json"
13,9,7,4,2,,10,27,24,46,69,0,7,0,"2023-04-19 08:38:06","94","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/94/LEC.json"
19,17,9,5,1,,6,26,20,72,46,0,7,0,"2023-04-19 11:00:01","95","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/95/LEC.json"
19,13,11,8,1,,7,27,17,48,58,0,6,0,"2023-04-19 08:38:06","96","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/96/LEC.json"
15,8,6,1,3,,3,27,19,40,27,0,4,0,"2023-04-19 08:38:06","97","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/97/LEC.json"
12,0,4,3,2,,8,20,10,39,43,0,1,0,"2023-04-19 08:38:06","98","https://rionegro.datosoficiales.com/resultados/RN/7/2825/20/98/LEC.json"
19,18,4,4,5,,10,34,27,62,49,0,3,0,"2023-04-19 08:38:06","115","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/115/LEC.json"
17,12,6,5,1,,11,33,22,69,40,0,8,0,"2023-04-25 14:00:01","116","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/116/LEC.json"
16,9,3,5,2,,7,40,26,68,44,0,5,0,"2023-04-19 11:00:01","117","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/117/LEC.json"
15,16,7,2,4,,13,34,35,63,50,0,3,0,"2023-04-19 11:00:01","118","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/118/LEC.json"
28,18,10,5,3,,9,31,25,61,35,0,2,0,"2023-04-19 11:00:01","119","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/119/LEC.json"
16,16,3,4,3,,12,39,22,68,39,0,12,0,"2023-04-19 08:38:06","120","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/120/LEC.json"
25,12,2,2,6,,7,36,33,67,39,0,6,0,"2023-04-19 11:00:01","121","https://rionegro.datosoficiales.com/resultados/RN/7/2825/21/121/LEC.json"
24,17,3,4,6,,6,26,31,77,27,0,8,0,"2023-04-19 08:38:06","122","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/122/LEC.json"
34,25,5,2,4,,8,32,23,63,36,0,3,0,"2023-04-19 08:38:06","123","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/123/LEC.json"
35,8,15,5,1,,8,22,28,54,53,0,4,0,"2023-04-19 11:00:01","124","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/124/LEC.json"
15,22,7,1,1,,7,32,17,61,43,0,5,0,"2023-04-19 11:00:01","125","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/125/LEC.json"
15,10,5,3,5,,4,22,19,47,31,0,5,0,"2023-04-19 08:38:06","126","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/126/LEC.json"
16,14,6,5,1,,3,20,14,47,32,0,5,0,"2023-04-19 08:38:06","127","https://rionegro.datosoficiales.com/resultados/RN/7/2825/22/127/LEC.json"
23,18,5,2,5,,6,37,29,58,41,0,4,0,"2023-04-26 08:25:01","39","https://rionegro.datosoficiales.com/resultados/RN/7/2825/23/39/LEC.json"
16,11,8,2,2,,8,26,28,69,31,0,8,0,"2023-04-19 08:38:06","40","https://rionegro.datosoficiales.com/resultados/RN/7/2825/23/40/LEC.json"
8,14,6,2,1,,3,18,24,52,18,0,9,0,"2023-04-19 08:38:06","41","https://rionegro.datosoficiales.com/resultados/RN/7/2825/23/41/LEC.json"
23,7,8,2,1,,5,22,23,43,23,0,2,0,"2023-04-19 08:38:06","42","https://rionegro.datosoficiales.com/resultados/RN/7/2825/23/42/LEC.json"
19,21,9,3,2,,12,18,33,63,46,0,0,0,"2023-04-19 08:38:06","153","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/153/LEC.json"
28,8,2,1,2,,8,27,45,72,47,0,7,0,"2023-04-19 14:00:01","154","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/154/LEC.json"
14,13,5,4,2,,8,19,27,64,49,0,9,0,"2023-04-19 11:00:01","155","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/155/LEC.json"
19,15,6,2,1,,17,20,23,77,39,0,10,0,"2023-04-19 08:38:06","156","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/156/LEC.json"
8,15,5,4,1,,13,12,34,79,50,0,0,0,"2023-04-19 08:38:06","157","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/157/LEC.json"
15,12,6,3,2,,9,22,42,63,42,0,7,0,"2023-04-19 11:00:01","158","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/158/LEC.json"
5,9,3,0,2,,4,7,25,42,35,0,3,0,"2023-04-19 11:50:01","159","https://rionegro.datosoficiales.com/resultados/RN/7/2825/3/159/LEC.json"
16,23,0,5,0,,3,66,23,67,33,0,1,0,"2023-04-19 08:38:06","1","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/1/LEC.json"
15,19,10,3,3,,13,56,14,62,30,0,2,0,"2023-04-19 11:50:01","10","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/10/LEC.json"
12,14,1,3,1,,4,27,17,43,18,0,1,0,"2023-04-19 08:38:06","11","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/11/LEC.json"
17,7,1,4,4,,4,33,7,33,19,0,2,0,"2023-04-19 08:38:06","12","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/12/LEC.json"
17,19,8,10,2,,10,42,25,63,34,0,0,0,"2023-04-19 08:38:06","2","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/2/LEC.json"
16,15,7,9,3,,14,44,14,70,36,0,3,0,"2023-04-19 08:38:06","3","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/3/LEC.json"
16,16,6,5,4,,9,56,11,68,33,0,3,0,"2023-04-19 08:38:06","4","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/4/LEC.json"
11,26,5,4,2,,10,37,13,83,1,0,2,0,"2023-04-19 08:38:06","5","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/5/LEC.json"
23,24,8,11,1,,8,54,13,81,28,0,3,0,"2023-04-19 08:38:06","6","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/6/LEC.json"
17,12,6,8,3,,9,54,20,69,29,0,10,0,"2023-04-19 08:38:06","7","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/7/LEC.json"
13,25,4,4,2,,12,57,14,68,31,0,0,0,"2023-04-19 11:50:01","8","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/8/LEC.json"
13,13,8,6,2,,10,72,14,70,50,0,1,0,"2023-04-18 19:00:01","9","https://rionegro.datosoficiales.com/resultados/RN/7/2825/4/9/LEC.json"
23,24,6,3,3,,10,43,22,56,30,0,2,0,"2023-04-19 08:38:06","108","https://rionegro.datosoficiales.com/resultados/RN/7/2825/5/108/LEC.json"
11,16,6,3,3,,13,38,19,70,41,0,1,0,"2023-04-19 08:38:06","109","https://rionegro.datosoficiales.com/resultados/RN/7/2825/5/109/LEC.json"
16,16,7,4,2,,8,52,28,58,35,0,5,0,"2023-04-19 12:25:01","110","https://rionegro.datosoficiales.com/resultados/RN/7/2825/5/110/LEC.json"
