"216","3","424","425","426","427","428","429","430","431","BLC","IMP","NUL","REC","hora_proceso","numero","url"
23,8,10,3,5,,14,68,51,43,15,0,8,0,"2023-04-20 13:00:01","1207","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1207/LEC.json"
25,14,8,8,4,,7,74,45,54,15,0,7,0,"2023-04-20 12:25:01","1208","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1208/LEC.json"
27,14,4,6,6,,13,85,42,42,21,0,0,0,"2023-04-20 11:25:01","1209","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1209/LEC.json"
37,10,10,10,2,,6,70,44,38,11,0,11,0,"2023-04-20 11:25:01","1210","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1210/LEC.json"
38,17,18,12,5,,13,45,46,41,18,0,0,0,"2023-04-21 13:25:01","1211","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1211/LEC.json"
20,0,12,11,7,,15,82,57,45,18,0,9,0,"2023-04-20 12:00:01","1212","https://rionegro.datosoficiales.com/resultados/RN/1/2903/9/1212/LEC.json"
0,0,0,0,0,,1,1,40,96,22,0,0,0,"2023-04-20 15:00:01","1781","https://rionegro.datosoficiales.com/resultados/RN/1/4037/1/1781/LEC.json"
0,0,0,0,0,,0,25,39,85,5,0,0,0,"2023-04-25 14:25:01","1778","https://rionegro.datosoficiales.com/resultados/RN/1/4049/1/1778/LEC.json"
9,4,24,0,0,4,6,12,96,102,21,0,6,0,"2023-04-26 08:50:01","1775","https://rionegro.datosoficiales.com/resultados/RN/2/2854/1/1775/LEC.json"
3,2,7,0,0,7,4,6,67,118,21,0,0,0,"2023-04-20 15:00:01","1776","https://rionegro.datosoficiales.com/resultados/RN/2/2854/1/1776/LEC.json"
50,6,4,3,2,31,6,29,13,71,7,0,15,0,"2023-04-21 11:25:01","922","https://rionegro.datosoficiales.com/resultados/RN/2/2896/1/922/LEC.json"
37,8,9,4,0,38,3,38,11,45,18,0,16,0,"2023-04-21 09:25:01","923","https://rionegro.datosoficiales.com/resultados/RN/2/2896/1/923/LEC.json"
32,4,9,4,1,27,5,27,11,83,15,0,9,0,"2023-04-22 10:00:01","924","https://rionegro.datosoficiales.com/resultados/RN/2/2896/1/924/LEC.json"
35,20,6,2,4,12,8,45,10,69,11,0,10,0,"2023-04-22 10:50:01","925","https://rionegro.datosoficiales.com/resultados/RN/2/2896/1/925/LEC.json"
23,0,4,6,4,27,8,24,9,59,19,0,6,0,"2023-04-22 10:50:01","926","https://rionegro.datosoficiales.com/resultados/RN/2/2896/1/926/LEC.json"
34,5,5,3,3,29,10,37,25,56,34,0,14,0,"2023-04-21 10:25:01","915","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/915/LEC.json"
35,9,2,4,1,15,4,42,18,80,14,0,3,0,"2023-04-21 13:25:01","916","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/916/LEC.json"
37,4,2,2,0,26,6,34,9,92,8,0,14,0,"2023-04-21 11:25:01","917","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/917/LEC.json"
36,16,2,0,2,28,13,46,7,72,9,0,12,0,"2023-04-21 10:25:01","918","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/918/LEC.json"
36,22,4,4,2,24,7,37,19,57,12,0,4,0,"2023-04-26 08:50:01","919","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/919/LEC.json"
35,8,7,6,3,32,5,37,17,63,26,0,0,0,"2023-04-20 15:00:01","920","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/920/LEC.json"
44,18,5,4,2,27,2,32,8,53,27,0,0,0,"2023-04-21 12:00:01","921","https://rionegro.datosoficiales.com/resultados/RN/2/2896/2/921/LEC.json"
7,3,2,6,3,72,6,22,10,59,47,0,0,0,"2023-04-22 10:00:01","1013","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1013/LEC.json"
0,9,2,7,2,84,3,26,15,61,46,0,8,0,"2023-04-20 16:25:01","1014","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1014/LEC.json"
6,7,1,6,3,85,6,20,12,67,42,0,4,0,"2023-04-20 16:25:01","1015","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1015/LEC.json"
13,8,2,9,5,73,8,15,18,59,38,0,3,0,"2023-04-20 16:25:01","1016","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1016/LEC.json"
6,5,2,4,1,98,3,18,15,65,34,0,6,0,"2023-04-20 15:25:01","1017","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1017/LEC.json"
6,1,0,3,2,41,3,0,12,42,30,0,2,0,"2023-04-20 16:25:01","1018","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1018/LEC.json"
7,2,4,3,3,53,3,16,6,23,21,0,6,0,"2023-04-20 16:25:01","1019","https://rionegro.datosoficiales.com/resultados/RN/2/2901/1/1019/LEC.json"
12,0,4,6,1,105,4,20,10,63,42,0,5,0,"2023-04-20 15:50:01","1008","https://rionegro.datosoficiales.com/resultados/RN/2/2901/2/1008/LEC.json"
9,6,3,3,7,75,5,29,22,48,48,0,4,0,"2023-04-20 14:25:01","1009","https://rionegro.datosoficiales.com/resultados/RN/2/2901/2/1009/LEC.json"
13,9,3,8,3,70,8,15,19,49,42,0,10,0,"2023-04-20 15:50:01","1010","https://rionegro.datosoficiales.com/resultados/RN/2/2901/2/1010/LEC.json"
0,4,1,4,4,89,12,27,10,51,40,0,4,0,"2023-04-20 16:25:01","1011","https://rionegro.datosoficiales.com/resultados/RN/2/2901/2/1011/LEC.json"
8,9,5,3,1,59,8,17,14,50,56,0,2,0,"2023-04-20 16:25:01","1012","https://rionegro.datosoficiales.com/resultados/RN/2/2901/2/1012/LEC.json"
7,6,16,0,1,56,3,48,12,105,19,0,4,0,"2023-04-21 12:00:01","1039","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1039/LEC.json"
8,6,1,1,1,74,3,27,10,105,26,0,1,0,"2023-04-20 12:25:01","1040","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1040/LEC.json"
11,1,11,0,1,74,6,34,10,99,9,0,2,0,"2023-04-20 12:25:01","1041","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1041/LEC.json"
18,1,0,1,0,60,5,26,13,95,2,0,6,0,"2023-04-20 10:25:02","1042","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1042/LEC.json"
12,1,8,2,1,73,2,16,13,112,6,0,0,0,"2023-04-20 13:00:01","1043","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1043/LEC.json"
8,3,9,0,0,64,3,24,13,113,20,0,2,0,"2023-04-21 13:00:01","1044","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1044/LEC.json"
10,3,4,1,1,48,1,21,0,54,19,0,0,0,"2023-04-20 09:50:01","1045","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1045/LEC.json"
11,3,3,0,0,56,4,24,7,51,23,0,1,0,"2023-04-20 10:25:02","1046","https://rionegro.datosoficiales.com/resultados/RN/2/2906/1/1046/LEC.json"
29,10,9,13,6,39,8,39,5,47,24,0,4,0,"2023-04-20 15:25:01","975","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/975/LEC.json"
21,11,5,11,5,36,6,31,7,54,3,0,27,0,"2023-04-20 15:25:01","976","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/976/LEC.json"
34,3,0,6,0,47,5,35,12,78,21,0,0,0,"2023-04-20 15:25:01","977","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/977/LEC.json"
40,5,9,5,2,47,3,35,9,61,27,0,11,0,"2023-04-20 15:25:01","978","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/978/LEC.json"
21,0,6,15,1,36,5,37,1,52,33,0,7,0,"2023-04-20 16:25:01","979","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/979/LEC.json"
21,8,10,8,1,38,11,36,4,68,33,0,1,0,"2023-04-20 15:50:01","980","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/980/LEC.json"
25,6,11,11,2,46,3,54,12,38,15,0,2,0,"2023-04-21 15:00:01","981","https://rionegro.datosoficiales.com/resultados/RN/2/2914/1/981/LEC.json"
25,4,3,3,4,43,2,44,8,72,1,0,7,0,"2023-04-20 15:00:01","927","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/927/LEC.json"
21,6,6,13,10,57,9,26,5,60,38,0,4,0,"2023-04-20 14:25:01","928","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/928/LEC.json"
30,6,10,10,6,38,5,55,7,47,14,0,7,0,"2023-04-21 10:25:01","929","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/929/LEC.json"
32,1,9,6,4,36,3,54,8,52,36,0,0,0,"2023-04-21 12:25:01","930","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/930/LEC.json"
26,3,10,11,5,25,4,43,5,44,40,0,0,0,"2023-04-21 12:25:01","931","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/931/LEC.json"
28,2,10,11,3,37,7,31,10,53,34,0,5,0,"2023-04-20 15:00:01","932","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/932/LEC.json"
23,6,0,8,0,31,2,61,14,49,33,0,2,0,"2023-04-20 15:50:01","933","https://rionegro.datosoficiales.com/resultados/RN/2/2914/10/933/LEC.json"
14,3,14,3,3,39,3,52,8,53,41,0,0,0,"2023-04-20 15:00:01","934","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/934/LEC.json"
32,5,9,10,8,22,7,49,4,45,35,0,9,0,"2023-04-20 15:00:01","935","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/935/LEC.json"
33,7,9,7,2,34,5,50,9,44,18,0,13,0,"2023-04-20 15:00:01","936","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/936/LEC.json"
22,5,13,8,3,36,10,43,6,49,18,0,3,0,"2023-04-20 15:00:01","937","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/937/LEC.json"
30,6,7,8,0,50,6,40,7,47,28,0,9,0,"2023-04-21 12:25:01","938","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/938/LEC.json"
20,5,10,14,3,40,6,38,5,49,40,0,9,0,"2023-04-20 15:50:01","939","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/939/LEC.json"
25,7,12,10,3,27,9,35,9,59,28,0,2,0,"2023-04-20 15:50:01","940","https://rionegro.datosoficiales.com/resultados/RN/2/2914/11/940/LEC.json"
24,7,11,3,2,35,5,38,2,62,34,0,4,0,"2023-04-22 10:00:01","962","https://rionegro.datosoficiales.com/resultados/RN/2/2914/12/962/LEC.json"
21,11,19,6,5,25,3,53,5,55,23,0,3,0,"2023-04-21 11:25:01","963","https://rionegro.datosoficiales.com/resultados/RN/2/2914/12/963/LEC.json"
28,4,6,4,1,23,1,68,10,61,37,0,4,0,"2023-04-20 16:25:01","964","https://rionegro.datosoficiales.com/resultados/RN/2/2914/12/964/LEC.json"
18,4,12,11,1,23,5,30,16,66,43,0,7,0,"2023-04-20 15:00:01","965","https://rionegro.datosoficiales.com/resultados/RN/2/2914/12/965/LEC.json"
23,12,11,7,0,50,7,46,11,60,31,0,4,0,"2023-04-22 10:25:01","966","https://rionegro.datosoficiales.com/resultados/RN/2/2914/12/966/LEC.json"
26,7,6,10,4,41,7,31,9,54,33,0,0,0,"2023-04-20 15:00:01","967","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/967/LEC.json"
37,4,11,8,5,38,9,32,7,56,37,0,0,0,"2023-04-21 13:25:01","968","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/968/LEC.json"
24,5,7,12,1,41,14,28,7,57,43,0,0,0,"2023-04-26 08:50:01","969","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/969/LEC.json"
20,3,5,11,6,37,2,35,14,62,35,0,0,0,"2023-04-20 14:25:01","970","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/970/LEC.json"
18,8,11,4,4,30,9,43,9,53,44,0,1,0,"2023-04-20 15:50:01","971","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/971/LEC.json"
32,9,6,16,2,40,3,34,12,52,36,0,5,0,"2023-04-20 15:50:01","972","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/972/LEC.json"
16,6,14,11,2,51,9,48,3,48,33,0,11,0,"2023-04-20 15:25:01","973","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/973/LEC.json"
26,8,7,7,5,44,9,43,6,50,25,0,6,0,"2023-04-20 15:50:01","974","https://rionegro.datosoficiales.com/resultados/RN/2/2914/2/974/LEC.json"
25,13,13,7,4,39,4,38,12,64,13,0,3,0,"2023-04-20 15:25:01","989","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/989/LEC.json"
35,8,7,7,1,35,4,37,5,67,22,0,14,0,"2023-04-21 11:25:01","990","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/990/LEC.json"
28,7,7,8,2,31,2,40,13,59,33,0,4,0,"2023-04-20 14:25:01","991","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/991/LEC.json"
33,6,5,14,1,38,7,35,16,52,26,0,10,0,"2023-04-20 15:00:01","992","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/992/LEC.json"
30,8,13,6,3,38,5,39,11,58,51,0,0,0,"2023-04-20 14:25:01","993","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/993/LEC.json"
19,5,11,5,4,40,3,40,5,69,43,0,13,0,"2023-04-21 09:25:01","994","https://rionegro.datosoficiales.com/resultados/RN/2/2914/3/994/LEC.json"
29,8,9,9,3,42,7,55,6,42,38,0,0,0,"2023-04-20 15:50:01","982","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/982/LEC.json"
20,4,14,2,6,35,2,70,8,58,27,0,4,0,"2023-04-20 15:50:01","983","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/983/LEC.json"
14,9,18,12,1,43,2,46,8,59,26,0,2,0,"2023-04-21 13:25:01","984","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/984/LEC.json"
18,3,9,7,7,35,12,33,10,9,82,0,6,0,"2023-04-21 11:25:01","985","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/985/LEC.json"
20,5,11,8,8,37,7,55,8,45,20,0,8,0,"2023-04-20 15:25:01","986","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/986/LEC.json"
23,7,16,11,6,31,4,31,6,58,26,0,6,0,"2023-04-21 11:25:01","987","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/987/LEC.json"
16,8,6,7,0,27,6,38,6,56,38,0,16,0,"2023-04-21 12:25:01","988","https://rionegro.datosoficiales.com/resultados/RN/2/2914/4/988/LEC.json"
21,9,13,8,3,38,7,42,20,39,32,0,0,0,"2023-04-20 15:50:01","941","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/941/LEC.json"
24,11,9,5,3,35,6,40,5,58,26,0,3,0,"2023-04-20 15:50:01","942","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/942/LEC.json"
21,15,7,12,2,34,8,54,5,52,28,0,4,0,"2023-04-20 15:50:01","943","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/943/LEC.json"
25,8,15,14,3,43,4,36,7,41,39,0,2,0,"2023-04-20 15:50:01","944","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/944/LEC.json"
24,7,8,11,1,40,7,38,11,48,29,0,1,0,"2023-04-20 15:50:01","945","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/945/LEC.json"
26,6,4,4,2,24,1,59,9,48,41,0,3,0,"2023-04-21 14:25:01","946","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/946/LEC.json"
31,11,5,8,5,45,5,45,5,42,31,0,14,0,"2023-04-20 15:25:01","947","https://rionegro.datosoficiales.com/resultados/RN/2/2914/5/947/LEC.json"
25,7,8,7,3,36,6,56,5,32,29,0,4,0,"2023-04-20 15:50:01","948","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/948/LEC.json"
23,5,4,13,5,37,6,47,6,51,23,0,16,0,"2023-04-21 11:25:01","949","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/949/LEC.json"
34,4,27,12,4,32,8,45,11,48,28,0,0,0,"2023-04-22 13:17:01","950","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/950/LEC.json"
31,4,10,6,2,23,6,50,3,49,28,0,8,0,"2023-04-25 14:00:01","951","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/951/LEC.json"
21,4,11,12,3,45,5,31,9,47,25,0,10,0,"2023-04-21 12:00:01","952","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/952/LEC.json"
15,9,2,6,2,46,5,45,7,49,40,0,11,0,"2023-04-20 16:25:01","953","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/953/LEC.json"
15,7,5,11,3,51,2,58,12,48,21,0,5,0,"2023-04-20 15:25:01","954","https://rionegro.datosoficiales.com/resultados/RN/2/2914/6/954/LEC.json"
20,0,11,9,3,31,5,49,4,56,25,0,0,0,"2023-04-22 12:25:01","955","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/955/LEC.json"
28,9,9,9,1,33,2,35,7,63,36,0,0,0,"2023-04-21 12:00:01","956","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/956/LEC.json"
22,5,12,10,5,51,4,33,2,60,32,0,7,0,"2023-04-21 13:00:01","957","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/957/LEC.json"
21,5,10,8,4,19,10,60,10,55,42,0,5,0,"2023-04-20 15:50:01","958","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/958/LEC.json"
36,7,9,11,3,36,2,41,5,49,42,0,0,0,"2023-04-20 15:50:01","959","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/959/LEC.json"
33,5,8,4,3,45,5,23,7,5,85,0,3,0,"2023-04-20 15:00:01","960","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/960/LEC.json"
18,8,7,10,2,40,4,28,7,62,34,0,0,0,"2023-04-21 11:25:01","961","https://rionegro.datosoficiales.com/resultados/RN/2/2914/7/961/LEC.json"
23,7,14,12,3,51,6,47,4,13,64,0,6,0,"2023-04-20 16:25:01","1000","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/1000/LEC.json"
22,5,9,10,8,40,5,51,10,60,7,0,13,0,"2023-04-20 15:50:01","995","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/995/LEC.json"
33,11,15,11,5,35,5,35,3,56,23,0,10,0,"2023-04-20 15:25:01","996","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/996/LEC.json"
19,7,11,8,1,44,8,38,10,49,20,0,12,0,"2023-04-20 15:50:01","997","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/997/LEC.json"
25,7,13,9,3,33,7,48,9,51,28,0,5,0,"2023-04-20 15:50:01","998","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/998/LEC.json"
30,8,9,5,5,34,7,57,6,39,42,0,0,0,"2023-04-21 13:00:01","999","https://rionegro.datosoficiales.com/resultados/RN/2/2914/8/999/LEC.json"
28,2,7,8,4,42,2,26,16,56,35,0,8,0,"2023-04-20 15:25:01","1001","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1001/LEC.json"
19,2,15,7,6,30,8,40,7,53,39,0,6,0,"2023-04-20 15:50:01","1002","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1002/LEC.json"
29,5,6,9,1,43,7,36,5,48,33,0,10,0,"2023-04-20 14:25:01","1003","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1003/LEC.json"
18,11,4,1,6,35,3,68,5,46,25,0,4,0,"2023-04-20 15:25:01","1004","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1004/LEC.json"
19,4,7,7,1,17,7,38,7,64,34,0,7,0,"2023-04-20 15:50:01","1005","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1005/LEC.json"
18,3,9,6,3,28,3,35,8,40,21,0,3,0,"2023-04-20 15:50:01","1006","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1006/LEC.json"
20,5,10,6,0,29,0,53,5,35,29,0,5,0,"2023-04-20 15:50:01","1007","https://rionegro.datosoficiales.com/resultados/RN/2/2914/9/1007/LEC.json"
27,24,54,3,3,25,6,45,12,38,10,0,8,0,"2023-04-20 15:25:01","1034","https://rionegro.datosoficiales.com/resultados/RN/2/5020/1/1034/LEC.json"
23,23,39,4,1,31,3,54,12,53,17,0,8,0,"2023-04-20 15:50:01","1035","https://rionegro.datosoficiales.com/resultados/RN/2/5020/1/1035/LEC.json"
20,24,56,6,2,33,7,35,11,36,11,0,7,0,"2023-04-20 15:25:01","1036","https://rionegro.datosoficiales.com/resultados/RN/2/5020/1/1036/LEC.json"
5,7,31,1,0,14,3,18,7,24,11,0,5,0,"2023-04-20 15:25:01","1037","https://rionegro.datosoficiales.com/resultados/RN/2/5020/1/1037/LEC.json"
8,15,22,1,0,11,2,38,9,40,4,0,1,0,"2023-04-20 15:25:01","1038","https://rionegro.datosoficiales.com/resultados/RN/2/5020/1/1038/LEC.json"
18,21,46,2,0,23,3,39,11,40,16,0,5,0,"2023-04-20 16:25:01","1028","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1028/LEC.json"
0,16,15,47,2,1,0,49,15,55,42,0,2,0,"2023-04-20 16:25:01","1029","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1029/LEC.json"
18,19,33,5,0,36,2,33,4,48,14,0,9,0,"2023-04-20 15:50:01","1030","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1030/LEC.json"
17,20,45,3,0,31,7,48,11,57,8,0,10,0,"2023-04-21 12:00:01","1031","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1031/LEC.json"
18,34,43,6,2,23,4,43,12,31,8,0,7,0,"2023-04-20 16:25:01","1032","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1032/LEC.json"
16,35,44,4,1,28,4,37,10,43,13,0,3,0,"2023-04-20 15:50:01","1033","https://rionegro.datosoficiales.com/resultados/RN/2/5020/2/1033/LEC.json"
20,25,47,2,1,37,6,47,11,37,7,0,5,0,"2023-04-21 13:00:01","1020","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1020/LEC.json"
14,22,36,4,1,25,6,44,11,49,14,0,9,0,"2023-04-20 14:25:01","1021","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1021/LEC.json"
24,33,34,3,0,31,3,49,9,37,9,0,5,0,"2023-04-20 15:25:01","1022","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1022/LEC.json"
23,18,55,11,2,30,8,37,12,35,9,0,14,0,"2023-04-20 15:50:01","1023","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1023/LEC.json"
14,15,48,3,2,28,7,55,15,39,18,0,8,0,"2023-04-20 15:50:01","1024","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1024/LEC.json"
20,29,41,9,1,31,7,33,3,44,15,0,8,0,"2023-04-20 16:25:01","1025","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1025/LEC.json"
17,28,45,1,5,26,4,46,13,40,15,0,10,0,"2023-04-20 15:50:01","1026","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1026/LEC.json"
15,21,38,4,0,30,7,63,11,44,12,0,5,0,"2023-04-20 15:50:01","1027","https://rionegro.datosoficiales.com/resultados/RN/2/5020/3/1027/LEC.json"
55,,0,5,2,25,18,27,2,101,32,0,3,0,"2023-04-21 13:00:01","1673","https://rionegro.datosoficiales.com/resultados/RN/3/2857/1/1673/LEC.json"
62,,2,1,5,43,24,30,0,59,68,0,3,0,"2023-04-21 13:00:01","1674","https://rionegro.datosoficiales.com/resultados/RN/3/2857/1/1674/LEC.json"
57,,0,7,27,16,16,25,8,106,25,0,0,0,"2023-04-21 13:00:01","1675","https://rionegro.datosoficiales.com/resultados/RN/3/2857/1/1675/LEC.json"
61,,4,1,1,22,22,29,4,122,4,0,0,0,"2023-04-21 13:00:01","1676","https://rionegro.datosoficiales.com/resultados/RN/3/2857/1/1676/LEC.json"
35,,1,2,2,15,6,19,4,45,23,0,1,0,"2023-04-21 13:00:01","1677","https://rionegro.datosoficiales.com/resultados/RN/3/2857/1/1677/LEC.json"
35,,1,2,1,11,6,12,2,64,1,0,20,0,"2023-04-21 12:00:01","1678","https://rionegro.datosoficiales.com/resultados/RN/3/2857/1/1678/LEC.json"
30,,0,0,0,22,12,4,27,44,107,0,4,0,"2023-04-21 13:00:01","1679","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1679/LEC.json"
38,,1,5,0,19,11,11,30,55,97,0,0,0,"2023-04-21 13:50:01","1680","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1680/LEC.json"
19,,1,0,0,17,3,10,45,64,96,0,12,0,"2023-04-21 14:25:01","1681","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1681/LEC.json"
26,,1,1,0,16,7,6,33,30,134,0,0,0,"2023-04-22 09:25:01","1682","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1682/LEC.json"
37,,1,0,0,21,5,10,29,53,96,0,8,0,"2023-04-21 13:25:01","1683","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1683/LEC.json"
33,,1,0,0,16,14,13,10,38,130,0,0,0,"2023-04-21 13:25:01","1684","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1684/LEC.json"
28,,0,1,2,17,4,15,19,56,96,0,1,0,"2023-04-21 14:25:01","1685","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1685/LEC.json"
35,,1,0,1,16,8,9,40,52,90,0,2,0,"2023-04-22 10:00:01","1686","https://rionegro.datosoficiales.com/resultados/RN/3/2894/1/1686/LEC.json"
38,,1,4,0,7,12,12,36,52,80,0,7,0,"2023-04-22 10:00:01","1701","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1701/LEC.json"
11,,0,0,0,12,3,8,45,54,100,0,3,0,"2023-04-22 10:00:01","1702","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1702/LEC.json"
30,,0,1,0,7,5,17,38,60,82,0,1,0,"2023-04-21 16:00:01","1703","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1703/LEC.json"
24,,3,1,0,24,8,19,34,45,90,0,2,0,"2023-04-22 09:25:01","1704","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1704/LEC.json"
22,,0,1,0,17,8,6,55,71,62,0,6,0,"2023-04-21 16:00:01","1705","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1705/LEC.json"
22,,3,2,1,22,7,9,33,47,95,0,9,0,"2023-04-21 14:25:01","1706","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1706/LEC.json"
27,,1,2,2,11,8,4,47,58,0,0,4,0,"2023-04-21 15:00:01","1707","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1707/LEC.json"
25,,3,2,0,14,7,16,28,57,96,0,0,0,"2023-04-21 14:25:01","1708","https://rionegro.datosoficiales.com/resultados/RN/3/2894/2/1708/LEC.json"
26,,1,1,0,19,10,23,32,60,88,0,0,0,"2023-04-21 15:25:01","1687","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1687/LEC.json"
20,,1,0,1,26,5,10,27,46,105,0,0,0,"2023-04-22 10:00:01","1688","https://rionegro.datosoficiales.com/resultados/RN/3/2894/3/1688/LEC.json"
