"1","10","11","12","13","14","15","16","17","18","19","2","20","21","22","23","24","25","3","4","5","6","7","8","9","BLC","IMP","OBS","hora_proceso","numero","url"
25,29,14,15,22,4,11,3,1,2,6,2,12,7,21,7,10,3,9,3,7,1,37,0,6,8,0,1,"2023-07-23 19:50:01","764","https://plazahuincul.datosoficiales.com/resultados/PH/4/764/CNJ.json"
41,34,15,9,12,6,7,12,5,3,5,5,10,6,14,7,8,9,9,5,4,2,29,2,12,9,0,0,"2023-07-23 19:50:01","765","https://plazahuincul.datosoficiales.com/resultados/PH/4/765/CNJ.json"
5,10,3,1,3,1,0,0,2,0,0,0,3,1,3,3,1,2,3,1,1,0,8,0,9,0,3,1,"2023-07-23 19:45:01","785","https://plazahuincul.datosoficiales.com/resultados/PH/4/785/CNJ.json"
20,27,11,10,21,3,10,5,3,4,5,4,20,5,22,3,12,8,6,6,9,5,46,1,5,11,0,1,"2023-07-23 19:20:01","766","https://plazahuincul.datosoficiales.com/resultados/PH/5/766/CNJ.json"
21,47,13,12,15,4,6,15,4,2,3,1,9,8,16,2,12,14,13,4,4,6,23,3,8,9,0,0,"2023-07-23 19:20:01","767","https://plazahuincul.datosoficiales.com/resultados/PH/5/767/CNJ.json"
41,16,12,4,18,4,9,14,9,3,10,4,7,10,25,1,7,3,9,2,6,0,24,2,6,12,0,0,"2023-07-23 19:20:01","768","https://plazahuincul.datosoficiales.com/resultados/PH/5/768/CNJ.json"
26,35,12,12,25,4,10,9,4,1,5,8,14,4,20,2,14,8,4,5,5,2,28,1,5,10,0,0,"2023-07-23 19:20:01","769","https://plazahuincul.datosoficiales.com/resultados/PH/5/769/CNJ.json"
31,33,9,7,23,5,4,8,3,6,2,4,9,2,19,11,5,16,10,10,11,2,42,1,9,1,0,1,"2023-07-23 19:20:01","770","https://plazahuincul.datosoficiales.com/resultados/PH/5/770/CNJ.json"
17,23,10,11,21,5,6,9,13,4,7,2,6,4,19,5,13,7,9,7,7,1,31,2,6,12,0,0,"2023-07-23 19:30:01","771","https://plazahuincul.datosoficiales.com/resultados/PH/6/771/CNJ.json"
31,26,11,2,29,3,16,6,10,3,2,5,10,2,19,4,10,5,12,3,4,3,32,1,10,6,0,5,"2023-07-23 19:15:02","772","https://plazahuincul.datosoficiales.com/resultados/PH/6/772/CNJ.json"
24,32,17,7,17,5,14,8,4,3,5,4,8,9,35,8,7,8,8,2,3,3,19,0,7,10,1,4,"2023-07-23 20:05:01","773","https://plazahuincul.datosoficiales.com/resultados/PH/6/773/CNJ.json"
