"Codigo","Distrito","Seccion","Establecimiento","Fecha","IdDistrito","IdSeccion","IdCircuito","Mesa","votantes"
"6064","Córdoba","Capital","CENTRO EDUC.NIVEL MEDIO ADULTO","12-09-2021 20:37","4","1","1","00001X","231"
"6064","Córdoba","Capital","CENTRO EDUC.NIVEL MEDIO ADULTO","12-09-2021 20:27","4","1","1","00002X","217"
"6064","Córdoba","Capital","CENTRO EDUC.NIVEL MEDIO ADULTO","12-09-2021 21:22","4","1","1","00003X","208"
"6064","Córdoba","Capital","CENTRO EDUC.NIVEL MEDIO ADULTO","12-09-2021 20:10","4","1","1","00004X","208"
"6065","Córdoba","Capital","ESC NUESTRA SEÑORA DEL HUERTO","12-09-2021 21:28","4","1","1","00005X","224"
"6065","Córdoba","Capital","ESC NUESTRA SEÑORA DEL HUERTO","12-09-2021 20:45","4","1","1","00006X","207"
"6065","Córdoba","Capital","ESC NUESTRA SEÑORA DEL HUERTO","12-09-2021 21:27","4","1","1","00007X","206"
"6065","Córdoba","Capital","ESC NUESTRA SEÑORA DEL HUERTO","12-09-2021 20:09","4","1","1","00008X","211"
"6065","Córdoba","Capital","ESC NUESTRA SEÑORA DEL HUERTO","12-09-2021 20:13","4","1","1","00009X","193"
"6065","Córdoba","Capital","ESC NUESTRA SEÑORA DEL HUERTO","12-09-2021 20:11","4","1","1","00010X","217"
"6065","Córdoba","Capital","ESC NUESTRA SEÑORA DEL HUERTO","12-09-2021 20:42","4","1","1","00011X","208"
"6065","Córdoba","Capital","ESC NUESTRA SEÑORA DEL HUERTO","12-09-2021 20:02","4","1","1","00012X","205"
"6066","Córdoba","Capital","COL NAC DE MONSERRAT","12-09-2021 19:43","4","1","1","00013X","214"
"6066","Córdoba","Capital","COL NAC DE MONSERRAT","12-09-2021 21:29","4","1","1","00014X","180"
"6066","Córdoba","Capital","COL NAC DE MONSERRAT","12-09-2021 20:13","4","1","1","00015X","202"
"6066","Córdoba","Capital","COL NAC DE MONSERRAT","12-09-2021 20:18","4","1","1","00016X","195"
"6066","Córdoba","Capital","COL NAC DE MONSERRAT","12-09-2021 20:49","4","1","1","00017X","205"
"6066","Córdoba","Capital","COL NAC DE MONSERRAT","12-09-2021 21:03","4","1","1","00018X","216"
"6066","Córdoba","Capital","COL NAC DE MONSERRAT","12-09-2021 21:01","4","1","1","00019X","202"
"6066","Córdoba","Capital","COL NAC DE MONSERRAT","12-09-2021 20:39","4","1","1","00020X","214"
"6066","Córdoba","Capital","COL NAC DE MONSERRAT","12-09-2021 20:45","4","1","1","00021X","195"
"6067","Córdoba","Capital","ESC SANTA TERESA DE JESUS","12-09-2021 20:23","4","1","1","00022X","214"
"6067","Córdoba","Capital","ESC SANTA TERESA DE JESUS","12-09-2021 20:43","4","1","1","00023X","175"
"6067","Córdoba","Capital","ESC SANTA TERESA DE JESUS","12-09-2021 20:04","4","1","1","00024X","189"
"6067","Córdoba","Capital","ESC SANTA TERESA DE JESUS","12-09-2021 20:30","4","1","1","00025X","204"
"6067","Córdoba","Capital","ESC SANTA TERESA DE JESUS","12-09-2021 19:58","4","1","1","00026X","206"
"6067","Córdoba","Capital","ESC SANTA TERESA DE JESUS","12-09-2021 20:54","4","1","1","00027X","202"
"6067","Córdoba","Capital","ESC SANTA TERESA DE JESUS","12-09-2021 20:40","4","1","1","00028X","202"
"6067","Córdoba","Capital","ESC SANTA TERESA DE JESUS","12-09-2021 21:25","4","1","1","00029X","198"
"6068","Córdoba","Capital","INMACULADO CORAZON DE MARIA","12-09-2021 19:46","4","1","1","00030X","191"
"6068","Córdoba","Capital","INMACULADO CORAZON DE MARIA","12-09-2021 20:16","4","1","1","00031X","189"
"6068","Córdoba","Capital","INMACULADO CORAZON DE MARIA","12-09-2021 20:16","4","1","1","00032X","207"
"6068","Córdoba","Capital","INMACULADO CORAZON DE MARIA","12-09-2021 19:57","4","1","1","00033X","206"
"6068","Córdoba","Capital","INMACULADO CORAZON DE MARIA","12-09-2021 20:19","4","1","1","00034X","202"
"6068","Córdoba","Capital","INMACULADO CORAZON DE MARIA","12-09-2021 20:40","4","1","1","00035X","210"
"6068","Córdoba","Capital","INMACULADO CORAZON DE MARIA","12-09-2021 20:06","4","1","1","00036X","206"
"6068","Córdoba","Capital","INMACULADO CORAZON DE MARIA","12-09-2021 19:52","4","1","1","00037X","225"
"6068","Córdoba","Capital","INMACULADO CORAZON DE MARIA","12-09-2021 20:34","4","1","1","00038X","180"
"6069","Córdoba","Capital","COL SAN JOSE","12-09-2021 19:14","4","1","1","00039X","221"
"6069","Córdoba","Capital","COL SAN JOSE","12-09-2021 20:57","4","1","1","00040X","206"
"6069","Córdoba","Capital","COL SAN JOSE","12-09-2021 21:09","4","1","1","00041X","193"
"6069","Córdoba","Capital","COL SAN JOSE","12-09-2021 21:44","4","1","1","00042X","201"
"6069","Córdoba","Capital","COL SAN JOSE","12-09-2021 21:33","4","1","1","00043X","195"
"6069","Córdoba","Capital","COL SAN JOSE","12-09-2021 20:31","4","1","1","00044X","200"
"6069","Córdoba","Capital","COL SAN JOSE","12-09-2021 21:45","4","1","1","00045X","212"
"6069","Córdoba","Capital","COL SAN JOSE","12-09-2021 20:51","4","1","1","00046X","214"
"6070","Córdoba","Capital","ESC JUAN BAUTISTA ALBERDI","12-09-2021 19:25","4","1","2","00047X","182"
"6070","Córdoba","Capital","ESC JUAN BAUTISTA ALBERDI","12-09-2021 20:55","4","1","2","00048X","190"
"6070","Córdoba","Capital","ESC JUAN BAUTISTA ALBERDI","12-09-2021 21:05","4","1","2","00049X","223"
"6070","Córdoba","Capital","ESC JUAN BAUTISTA ALBERDI","12-09-2021 20:59","4","1","2","00050X","179"
"6070","Córdoba","Capital","ESC JUAN BAUTISTA ALBERDI","12-09-2021 20:43","4","1","2","00051X","190"
"6070","Córdoba","Capital","ESC JUAN BAUTISTA ALBERDI","12-09-2021 19:49","4","1","2","00052X","185"
"6071","Córdoba","Capital","COL DE LA SAGRADA FAMILIA","12-09-2021 20:22","4","1","2","00053X","207"
