"165","166","205","419","420","421","422","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
0,0,3,88,0,125,12,2,0,0,5,0,"2019-04-12 17:35:02","257","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/2/257/GOB.json"
4,1,3,96,4,122,10,2,0,0,4,0,"2019-04-12 17:35:02","258","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/3/258/GOB.json"
4,1,4,62,4,134,8,1,0,0,4,0,"2019-04-12 17:35:02","259","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/3/259/GOB.json"
1,0,6,76,1,115,5,2,0,0,5,0,"2019-04-12 17:35:02","260","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/3/260/GOB.json"
0,3,5,101,3,120,6,3,0,0,1,0,"2019-04-12 17:35:02","261","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/3/261/GOB.json"
4,1,5,100,3,108,4,9,0,0,0,0,"2019-04-12 17:35:02","262","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/4/262/GOB.json"
3,1,4,70,3,140,6,3,0,0,3,0,"2019-04-12 17:35:02","263","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/4/263/GOB.json"
1,3,1,90,4,111,10,6,0,0,3,0,"2019-04-12 17:35:02","264","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/4/264/GOB.json"
3,1,6,89,0,115,10,2,0,0,13,0,"2019-04-12 17:35:02","265","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/4/265/GOB.json"
3,3,4,93,2,116,10,3,0,0,4,0,"2019-04-12 17:35:02","266","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/4/266/GOB.json"
1,2,9,55,4,130,10,4,0,0,6,0,"2019-04-12 17:35:02","267","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/1/267/GOB.json"
1,0,1,80,4,116,13,3,0,0,8,0,"2019-04-12 17:35:02","268","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/1/268/GOB.json"
3,2,2,62,4,141,13,3,0,0,4,0,"2019-04-12 17:35:02","269","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/1/269/GOB.json"
2,0,2,71,1,133,11,2,0,0,5,0,"2019-04-12 17:35:02","270","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/1/270/GOB.json"
0,0,3,76,1,123,15,2,0,0,1,0,"2019-04-12 17:35:02","271","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/2/271/GOB.json"
1,2,7,78,3,113,6,2,0,0,1,0,"2019-04-12 17:35:02","272","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/2/272/GOB.json"
0,1,1,83,1,131,17,2,0,0,4,0,"2019-04-12 17:35:02","273","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/2/273/GOB.json"
0,2,6,58,4,135,6,2,0,0,4,0,"2019-04-12 17:35:02","274","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/2/274/GOB.json"
0,1,5,80,0,115,10,2,0,0,1,0,"2019-04-12 17:35:02","275","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/3/275/GOB.json"
2,3,4,90,1,120,9,3,0,0,0,0,"2019-04-12 17:35:02","276","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/3/276/GOB.json"
2,2,4,70,1,136,19,5,0,0,1,0,"2019-04-12 17:35:02","277","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/3/277/GOB.json"
0,1,0,11,1,49,1,2,0,0,0,0,"2019-04-12 17:35:02","278","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12B/1/278/GOB.json"
0,0,0,11,0,31,0,1,0,0,2,0,"2019-04-12 17:35:02","279","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/13/1/279/GOB.json"
1,0,0,2,0,2,1,0,0,0,0,0,"2019-04-12 17:35:02","280","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/14/1/280/GOB.json"
0,1,1,20,3,68,1,0,0,0,2,0,"2019-04-12 17:35:02","281","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/15/1/281/GOB.json"
0,1,0,9,0,77,1,0,0,0,0,0,"2019-04-12 17:35:02","282","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/16/1/282/GOB.json"
0,0,2,12,0,39,1,0,0,0,0,0,"2019-04-12 17:35:02","283","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/17/1/283/GOB.json"
0,0,1,7,0,42,0,2,0,0,0,0,"2019-04-12 17:35:02","284","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/18/1/284/GOB.json"
0,1,1,37,0,78,1,0,0,0,0,0,"2019-04-12 17:35:02","295","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/22/1/295/GOB.json"
2,1,4,86,3,146,9,1,0,0,0,0,"2019-04-12 17:35:02","188","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/188/GOB.json"
1,0,3,99,6,133,7,4,0,0,3,0,"2019-04-12 17:35:02","189","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/189/GOB.json"
3,0,5,78,7,145,11,5,0,0,2,0,"2019-04-12 17:35:02","190","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/190/GOB.json"
0,1,2,67,8,132,13,3,0,0,10,0,"2019-04-12 17:35:02","191","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/191/GOB.json"
3,9,3,85,4,130,13,2,0,0,4,0,"2019-04-12 17:35:02","192","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/192/GOB.json"
1,1,4,75,2,138,15,7,0,0,4,0,"2019-04-12 17:35:02","193","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/193/GOB.json"
1,1,3,69,4,158,9,1,0,0,2,0,"2019-04-12 17:35:02","194","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/194/GOB.json"
0,2,6,93,5,127,7,8,0,0,3,0,"2019-04-12 17:35:02","195","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/195/GOB.json"
0,3,3,101,5,132,9,3,0,0,4,0,"2019-04-12 17:35:02","196","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/196/GOB.json"
2,2,3,95,7,143,6,9,0,0,3,0,"2019-04-12 17:35:02","197","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/197/GOB.json"
2,5,2,71,2,149,7,0,0,0,3,0,"2019-04-12 17:35:02","198","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/198/GOB.json"
2,1,2,73,6,117,13,2,0,0,4,0,"2019-04-12 17:35:02","199","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/199/GOB.json"
1,3,3,72,4,138,10,9,0,0,0,0,"2019-04-12 17:35:02","200","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/200/GOB.json"
2,3,4,68,0,150,9,4,0,0,4,0,"2019-04-12 17:35:02","201","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/201/GOB.json"
3,3,0,97,1,143,8,8,0,0,0,0,"2019-04-12 17:35:02","202","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/202/GOB.json"
2,3,0,77,3,152,9,0,0,0,10,0,"2019-04-12 17:35:02","203","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/203/GOB.json"
6,2,5,82,8,135,8,2,0,0,5,0,"2019-04-12 17:35:02","204","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/204/GOB.json"
1,3,4,86,4,130,11,3,0,0,11,0,"2019-04-12 17:35:02","205","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/205/GOB.json"
1,0,3,84,3,128,11,5,0,0,0,0,"2019-04-12 17:35:02","206","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/206/GOB.json"
1,3,2,95,3,138,8,3,0,0,6,0,"2019-04-12 17:35:02","207","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/207/GOB.json"
1,4,4,89,4,119,22,3,0,0,4,0,"2019-04-12 17:35:02","208","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/208/GOB.json"
2,3,0,88,1,142,15,3,0,0,5,0,"2019-04-12 17:35:02","209","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/209/GOB.json"
1,8,5,74,4,125,10,2,0,0,7,0,"2019-04-12 17:35:02","210","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/210/GOB.json"
6,1,8,85,2,138,6,4,0,0,5,0,"2019-04-12 17:35:02","211","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/211/GOB.json"
3,2,5,89,5,141,6,5,0,0,6,0,"2019-04-12 17:35:02","212","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/5/212/GOB.json"
2,2,0,75,2,144,4,5,0,0,2,0,"2019-04-12 17:35:02","213","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/5/213/GOB.json"
2,1,3,75,4,157,7,6,0,0,7,0,"2019-04-12 17:35:02","214","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/5/214/GOB.json"
4,5,5,74,4,150,9,8,0,0,2,0,"2019-04-12 17:35:02","215","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/5/215/GOB.json"
0,3,3,93,3,129,13,2,0,0,2,0,"2019-04-12 17:35:02","216","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/5/216/GOB.json"
1,5,3,97,1,110,16,13,0,0,4,0,"2019-04-12 17:35:02","217","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/6/217/GOB.json"
3,4,3,79,4,134,13,11,0,0,7,0,"2019-04-12 17:35:02","218","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/6/218/GOB.json"
2,1,4,71,5,156,7,4,0,0,7,0,"2019-04-12 17:35:02","219","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/6/219/GOB.json"
3,7,0,89,5,127,7,2,0,0,5,0,"2019-04-12 17:35:02","220","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/6/220/GOB.json"
1,4,3,83,6,149,9,1,0,0,3,0,"2019-04-12 17:35:02","221","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/6/221/GOB.json"
2,3,9,79,3,138,7,8,0,0,9,0,"2019-04-12 17:35:02","222","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/7/222/GOB.json"
2,0,2,71,1,158,18,3,0,0,4,0,"2019-04-12 17:35:02","223","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/7/223/GOB.json"
3,5,5,83,4,134,9,2,0,0,8,0,"2019-04-12 17:35:02","224","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/7/224/GOB.json"
1,4,0,77,2,137,12,5,0,0,8,0,"2019-04-12 17:35:02","225","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/7/225/GOB.json"
2,1,4,72,4,130,7,3,0,0,5,0,"2019-04-12 17:35:02","226","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/7/226/GOB.json"
3,1,3,71,3,154,3,2,0,0,5,0,"2019-04-12 17:35:02","227","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/8/227/GOB.json"
0,2,3,72,6,130,11,5,0,0,8,0,"2019-04-12 17:35:02","228","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/8/228/GOB.json"
2,2,3,66,7,142,7,1,0,0,9,0,"2019-04-12 17:35:02","229","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/8/229/GOB.json"
3,1,5,81,4,142,11,1,0,0,8,0,"2019-04-12 17:35:02","230","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/8/230/GOB.json"
1,0,5,103,6,138,5,2,0,0,3,0,"2019-04-12 17:35:02","231","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/8/231/GOB.json"
1,1,10,68,1,106,15,0,0,0,4,0,"2019-04-12 17:35:02","232","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/232/GOB.json"
1,1,8,68,4,111,19,2,0,0,4,0,"2019-04-12 17:35:02","233","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/233/GOB.json"
1,1,5,75,4,132,14,1,0,0,4,0,"2019-04-12 17:35:02","234","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/234/GOB.json"
3,4,3,81,3,109,10,0,0,0,6,0,"2019-04-12 17:35:02","235","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/235/GOB.json"
4,2,5,63,6,108,18,5,0,0,2,0,"2019-04-12 17:35:02","236","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/236/GOB.json"
1,4,5,63,0,113,22,2,0,0,3,0,"2019-04-12 17:35:02","237","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/237/GOB.json"
2,1,7,48,2,113,20,10,0,0,0,0,"2019-04-12 17:35:02","238","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/238/GOB.json"
0,1,9,66,5,111,17,3,0,0,6,0,"2019-04-12 17:35:02","239","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/239/GOB.json"
2,1,4,61,4,123,16,3,0,0,3,0,"2019-04-12 17:35:02","240","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/240/GOB.json"
2,3,8,67,5,107,17,7,0,0,3,0,"2019-04-12 17:35:02","241","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/241/GOB.json"
5,1,5,67,5,137,14,3,0,0,5,0,"2019-04-12 17:35:02","242","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/242/GOB.json"
3,2,2,65,8,105,16,6,0,0,6,0,"2019-04-12 17:35:02","243","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/243/GOB.json"
2,3,7,69,5,92,20,2,0,0,3,0,"2019-04-12 17:35:02","244","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/244/GOB.json"
2,2,5,62,6,99,20,1,0,0,2,0,"2019-04-12 17:35:02","245","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/245/GOB.json"
1,2,1,44,2,139,10,1,0,0,2,0,"2019-04-12 17:35:02","246","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9B/1/246/GOB.json"
6,1,1,129,4,108,7,2,0,0,0,0,"2019-04-12 17:35:02","979","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/1/979/GOB.json"
2,5,6,107,3,101,19,1,0,0,1,0,"2019-04-12 17:35:02","980","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/1/980/GOB.json"
4,3,1,130,5,110,6,2,0,0,2,0,"2019-04-12 17:35:02","981","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/1/981/GOB.json"
5,1,4,102,8,119,13,2,0,0,1,0,"2019-04-12 17:35:02","982","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/1/982/GOB.json"
2,2,0,105,1,110,12,14,0,0,0,0,"2019-04-12 17:35:02","983","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/1/983/GOB.json"
0,0,0,107,3,110,14,8,0,0,0,0,"2019-04-12 17:35:02","984","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/1/984/GOB.json"
0,2,3,128,2,113,10,5,0,0,0,0,"2019-04-12 17:35:02","985","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/2/985/GOB.json"
2,1,1,118,1,113,7,2,0,0,2,0,"2019-04-12 17:35:02","986","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/2/986/GOB.json"
2,0,8,110,2,118,13,2,0,0,3,0,"2019-04-12 17:35:02","987","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/2/987/GOB.json"
4,1,7,130,2,100,14,3,0,0,0,0,"2019-04-12 17:35:02","988","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/2/988/GOB.json"
1,3,1,117,5,121,5,1,0,0,2,0,"2019-04-12 17:35:02","989","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/2/989/GOB.json"
4,3,4,97,6,109,9,0,0,0,4,0,"2019-04-12 17:35:02","990","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/3/990/GOB.json"
2,0,4,97,2,126,14,1,0,0,2,0,"2019-04-12 17:35:02","991","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/3/991/GOB.json"
2,5,10,112,4,101,12,8,0,0,0,0,"2019-04-12 17:35:02","992","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/3/992/GOB.json"
4,0,2,108,0,95,9,3,0,0,6,0,"2019-04-12 17:35:02","993","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/3/993/GOB.json"
2,3,1,102,2,129,16,3,0,0,5,0,"2019-04-12 17:35:02","994","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/3/994/GOB.json"
4,2,2,120,4,104,7,1,0,0,2,0,"2019-04-12 17:35:02","995","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/1/995/GOB.json"
1,1,3,134,5,76,5,2,0,0,4,0,"2019-04-12 17:35:02","996","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/1/996/GOB.json"
7,2,0,135,3,83,8,2,0,0,1,0,"2019-04-12 17:35:02","997","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/1/997/GOB.json"
1,4,0,134,3,93,6,0,0,0,4,0,"2019-04-12 17:35:02","998","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/1/998/GOB.json"
1,2,8,155,6,78,1,1,0,0,3,0,"2019-04-12 17:35:02","1052","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/10/1052/GOB.json"
6,3,6,149,4,100,3,7,0,0,0,0,"2019-04-12 17:35:02","1053","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/10/1053/GOB.json"
9,3,4,160,9,89,5,1,0,0,2,0,"2019-04-12 17:35:02","1054","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/10/1054/GOB.json"
7,2,6,139,6,99,10,1,0,0,7,0,"2019-04-12 17:35:02","1055","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/10/1055/GOB.json"
5,2,1,155,7,101,6,3,0,0,7,0,"2019-04-12 17:35:02","1056","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/10/1056/GOB.json"
7,1,1,149,3,102,6,1,0,0,4,0,"2019-04-12 17:35:02","1057","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/11/1057/GOB.json"
3,0,1,149,10,104,6,3,0,0,0,0,"2019-04-12 17:35:02","1058","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/11/1058/GOB.json"
8,0,3,141,3,103,9,1,0,0,4,0,"2019-04-12 17:35:02","1059","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/11/1059/GOB.json"
9,1,2,131,4,114,0,10,0,0,5,0,"2019-04-12 17:35:02","1060","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/11/1060/GOB.json"
6,4,4,144,6,101,5,0,0,0,5,0,"2019-04-12 17:35:02","1061","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/11/1061/GOB.json"
4,2,5,144,1,104,6,4,0,0,8,0,"2019-04-12 17:35:02","1062","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/11/1062/GOB.json"
2,3,4,146,3,98,4,1,0,0,5,0,"2019-04-12 17:35:02","1063","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/11/1063/GOB.json"
3,6,3,140,7,88,10,3,0,0,4,0,"2019-04-12 17:35:02","1064","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/11/1064/GOB.json"
5,4,4,176,3,90,10,2,0,0,3,0,"2019-04-12 17:35:02","1065","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/11/1065/GOB.json"
5,3,3,144,3,98,9,0,0,0,7,0,"2019-04-12 17:35:02","1066","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/11/1066/GOB.json"
7,5,0,99,0,117,17,1,0,0,1,0,"2019-04-12 17:35:02","1067","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/12/1067/GOB.json"
5,2,0,110,6,116,12,11,0,0,2,0,"2019-04-12 17:35:02","1068","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/12/1068/GOB.json"
4,4,0,95,4,128,8,2,0,0,5,0,"2019-04-12 17:35:02","1069","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/12/1069/GOB.json"
2,1,0,92,6,119,13,2,0,0,9,0,"2019-04-12 17:35:02","1070","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/12/1070/GOB.json"
2,6,3,109,3,128,14,8,0,0,8,0,"2019-04-12 17:35:02","1071","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/12/1071/GOB.json"
6,3,1,101,4,115,17,2,0,0,5,0,"2019-04-12 17:35:02","1072","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/12/1072/GOB.json"
6,1,2,95,6,129,17,4,0,0,6,0,"2019-04-12 17:35:02","1073","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/12/1073/GOB.json"
3,3,0,128,2,98,14,4,0,0,3,0,"2019-04-12 17:35:02","1074","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/63/12/1074/GOB.json"
