"165","166","205","419","420","421","422","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
6,1,5,40,11,109,37,10,0,0,0,0,"2019-04-12 17:35:02","515","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/18/515/LRP.json"
8,3,3,58,13,115,26,1,0,0,5,0,"2019-04-12 17:35:02","516","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/18/516/LRP.json"
1,5,12,66,8,110,22,2,0,0,4,0,"2019-04-12 17:35:02","517","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/18/517/LRP.json"
4,2,6,46,12,89,28,6,0,0,3,0,"2019-04-12 17:35:02","518","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/19/518/LRP.json"
0,2,5,50,12,82,35,0,0,0,11,0,"2019-04-12 17:35:02","519","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/19/519/LRP.json"
2,5,6,49,8,88,37,2,0,0,4,0,"2019-04-12 17:35:02","520","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/19/520/LRP.json"
6,1,5,45,4,106,29,7,0,0,10,0,"2019-04-12 17:35:02","521","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/19/521/LRP.json"
6,6,2,53,5,66,39,0,0,0,8,0,"2019-04-12 17:35:02","522","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/19/522/LRP.json"
3,2,2,43,8,80,31,2,0,0,8,0,"2019-04-12 17:35:02","523","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/19/523/LRP.json"
1,2,3,41,9,90,38,5,0,0,6,0,"2019-04-12 17:35:02","524","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/19/524/LRP.json"
3,3,4,40,10,91,32,0,0,0,3,0,"2019-04-12 17:35:02","525","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/19/525/LRP.json"
5,6,4,104,17,57,24,6,0,0,7,0,"2019-04-12 17:35:02","377","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/2/377/LRP.json"
7,7,3,94,11,72,30,3,0,0,2,0,"2019-04-12 17:35:02","378","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/2/378/LRP.json"
2,4,1,75,15,76,31,1,0,0,9,0,"2019-04-12 17:35:02","379","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/2/379/LRP.json"
4,6,1,75,21,63,22,3,0,0,10,0,"2019-04-12 17:35:02","380","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/2/380/LRP.json"
2,1,6,74,8,70,34,5,0,0,5,0,"2019-04-12 17:35:02","381","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/2/381/LRP.json"
3,5,3,95,7,77,25,4,0,0,7,0,"2019-04-12 17:35:02","382","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/2/382/LRP.json"
2,5,1,94,16,68,31,5,0,0,8,0,"2019-04-12 17:35:02","383","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/2/383/LRP.json"
2,7,2,85,12,70,22,2,0,0,5,0,"2019-04-12 17:35:02","384","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/2/384/LRP.json"
1,5,0,78,14,65,30,10,0,0,0,0,"2019-04-12 17:35:02","385","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/2/385/LRP.json"
3,7,12,66,9,112,20,6,0,0,1,0,"2019-04-12 17:35:02","526","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/20/526/LRP.json"
2,2,5,73,4,112,21,2,0,0,7,0,"2019-04-12 17:35:02","527","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/20/527/LRP.json"
4,2,8,63,9,118,20,7,0,0,5,0,"2019-04-12 17:35:02","528","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/20/528/LRP.json"
3,5,6,64,12,118,17,0,0,0,0,0,"2019-04-12 17:35:02","529","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/20/529/LRP.json"
2,5,11,64,10,120,14,1,0,0,3,0,"2019-04-12 17:35:02","530","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/20/530/LRP.json"
6,2,11,77,10,106,22,1,0,0,5,0,"2019-04-12 17:35:02","531","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/20/531/LRP.json"
6,4,3,60,10,86,37,1,0,0,2,0,"2019-04-12 17:35:02","532","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/21/532/LRP.json"
3,3,6,55,14,72,27,9,0,0,7,0,"2019-04-12 17:35:02","533","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/21/533/LRP.json"
6,3,6,54,5,104,40,0,0,0,4,0,"2019-04-12 17:35:02","534","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/41/21/534/LRP.json"
