"165","205","419","420","421","422","BLC","COM","IMP","NUL","REC","hora_proceso","numero","url"
3,5,63,8,132,11,12,0,0,4,0,"2019-04-12 17:35:02","693","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/3/693/LRC.json"
0,7,66,1,142,5,12,0,0,6,0,"2019-04-12 17:35:02","694","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/3/694/LRC.json"
3,6,81,9,132,4,9,0,0,5,0,"2019-04-12 17:35:02","695","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/3/695/LRC.json"
0,5,66,4,113,12,5,0,0,1,0,"2019-04-12 17:35:02","696","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/3/696/LRC.json"
2,5,82,8,99,10,22,0,0,4,0,"2019-04-12 17:35:02","697","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/3/697/LRC.json"
1,1,69,11,118,16,11,0,0,4,0,"2019-04-12 17:35:02","698","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/3/698/LRC.json"
1,5,85,5,126,17,9,0,0,6,0,"2019-04-12 17:35:02","699","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/4/699/LRC.json"
3,11,79,9,96,9,12,0,0,9,0,"2019-04-12 17:35:02","700","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/4/700/LRC.json"
0,6,65,11,128,16,14,0,0,0,0,"2019-04-12 17:35:02","701","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/4/701/LRC.json"
4,3,78,3,132,6,6,0,0,5,0,"2019-04-12 17:35:02","702","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/4/702/LRC.json"
1,10,75,5,136,3,12,0,0,5,0,"2019-04-12 17:35:02","703","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/4/703/LRC.json"
3,7,70,4,137,4,13,0,0,5,0,"2019-04-12 17:35:02","704","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/4/704/LRC.json"
6,8,77,6,104,14,8,0,0,3,0,"2019-04-12 17:35:02","705","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/4/705/LRC.json"
2,2,79,8,125,9,10,0,0,5,0,"2019-04-12 17:35:02","706","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/4/706/LRC.json"
1,2,60,0,118,9,24,0,0,2,0,"2019-04-12 17:35:02","707","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/5/707/LRC.json"
4,8,56,8,124,18,8,0,0,8,0,"2019-04-12 17:35:02","708","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/5/708/LRC.json"
3,7,60,8,127,13,11,0,0,2,0,"2019-04-12 17:35:02","709","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/5/709/LRC.json"
2,7,68,7,127,6,13,0,0,5,0,"2019-04-12 17:35:02","710","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/5/710/LRC.json"
0,1,73,1,143,4,19,0,0,3,0,"2019-04-12 17:35:02","711","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/5/711/LRC.json"
5,5,75,9,114,10,11,0,0,4,0,"2019-04-12 17:35:02","712","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/5/712/LRC.json"
2,6,57,9,120,14,12,0,0,3,0,"2019-04-12 17:35:02","713","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/5/713/LRC.json"
4,6,76,8,115,8,7,0,0,3,0,"2019-04-12 17:35:02","714","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/5/714/LRC.json"
6,5,71,6,124,12,8,0,0,3,0,"2019-04-12 17:35:02","715","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/6/715/LRC.json"
2,1,71,13,117,8,10,0,0,2,0,"2019-04-12 17:35:02","716","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/6/716/LRC.json"
2,5,88,12,94,9,15,0,0,5,0,"2019-04-12 17:35:02","717","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/6/717/LRC.json"
3,4,85,12,99,7,7,0,0,1,0,"2019-04-12 17:35:02","718","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/6/718/LRC.json"
0,6,60,10,128,7,10,0,0,8,0,"2019-04-12 17:35:02","719","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/6/719/LRC.json"
2,1,92,2,111,6,10,0,0,6,0,"2019-04-12 17:35:02","720","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/6/720/LRC.json"
3,9,67,12,121,13,11,0,0,8,0,"2019-04-12 17:35:02","721","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43/6/721/LRC.json"
3,2,71,5,75,4,17,0,0,4,0,"2019-04-12 17:35:02","722","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43A/1/722/LRC.json"
3,1,86,7,60,5,7,0,0,4,0,"2019-04-12 17:35:02","723","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43A/1/723/LRC.json"
2,2,85,5,72,10,16,0,0,2,0,"2019-04-12 17:35:02","724","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43A/1/724/LRC.json"
4,3,83,6,75,7,9,0,0,6,0,"2019-04-12 17:35:02","725","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43A/1/725/LRC.json"
3,1,76,5,79,6,10,0,0,0,0,"2019-04-12 17:35:02","726","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AND/43A/1/726/LRC.json"
,3,86,,118,12,14,0,0,13,0,"2019-04-12 17:35:02","247","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/1/247/LRC.json"
,4,89,,122,15,12,0,0,2,0,"2019-04-12 17:35:02","248","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/1/248/LRC.json"
,7,94,,120,6,17,0,0,0,0,"2019-04-12 17:35:02","249","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/1/249/LRC.json"
,3,94,,123,9,22,0,0,0,0,"2019-04-12 17:35:02","250","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/1/250/LRC.json"
,1,72,,140,6,23,0,0,0,0,"2019-04-12 17:35:02","251","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/1/251/LRC.json"
,3,89,,121,9,6,0,0,6,0,"2019-04-12 17:35:02","252","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/2/252/LRC.json"
,5,103,,109,7,12,0,0,6,0,"2019-04-12 17:35:02","253","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/2/253/LRC.json"
,2,100,,111,6,18,0,0,1,0,"2019-04-12 17:35:02","254","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/2/254/LRC.json"
,2,87,,116,5,18,0,0,4,0,"2019-04-12 17:35:02","255","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/2/255/LRC.json"
,3,69,,137,7,19,0,0,4,0,"2019-04-12 17:35:02","256","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/2/256/LRC.json"
,0,90,,120,15,5,0,0,5,0,"2019-04-12 17:35:02","257","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/2/257/LRC.json"
,5,101,,111,13,13,0,0,3,0,"2019-04-12 17:35:02","258","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/3/258/LRC.json"
,8,61,,125,8,17,0,0,3,0,"2019-04-12 17:35:02","259","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/3/259/LRC.json"
,7,76,,115,5,2,0,0,6,0,"2019-04-12 17:35:02","260","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/3/260/LRC.json"
,5,100,,117,8,11,0,0,1,0,"2019-04-12 17:35:02","261","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/3/261/LRC.json"
,5,101,,103,4,14,0,0,0,0,"2019-04-12 17:35:02","262","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/4/262/LRC.json"
,4,72,,132,5,17,0,0,3,0,"2019-04-12 17:35:02","263","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/4/263/LRC.json"
,1,89,,107,9,20,0,0,3,0,"2019-04-12 17:35:02","264","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/4/264/LRC.json"
,7,90,,114,10,5,0,0,13,0,"2019-04-12 17:35:02","265","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/4/265/LRC.json"
,4,92,,111,10,17,0,0,4,0,"2019-04-12 17:35:02","266","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/11/4/266/LRC.json"
,9,54,,114,18,26,0,0,0,0,"2019-04-12 17:35:02","267","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/1/267/LRC.json"
,1,72,,111,16,18,0,0,8,0,"2019-04-12 17:35:02","268","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/1/268/LRC.json"
,3,64,,125,13,25,0,0,4,0,"2019-04-12 17:35:02","269","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/1/269/LRC.json"
,3,66,,126,17,10,0,0,5,0,"2019-04-12 17:35:02","270","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/1/270/LRC.json"
,4,77,,114,22,4,0,0,0,0,"2019-04-12 17:35:02","271","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/2/271/LRC.json"
,8,77,,105,6,2,0,0,15,0,"2019-04-12 17:35:02","272","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/2/272/LRC.json"
,1,81,,121,23,10,0,0,4,0,"2019-04-12 17:35:02","273","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/2/273/LRC.json"
,0,55,,124,13,25,0,0,0,0,"2019-04-12 17:35:02","274","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/2/274/LRC.json"
,6,78,,106,16,2,0,0,6,0,"2019-04-12 17:35:02","275","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/3/275/LRC.json"
,5,82,,114,11,20,0,0,0,0,"2019-04-12 17:35:02","276","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/3/276/LRC.json"
,1,68,,125,28,18,0,0,0,0,"2019-04-12 17:35:02","277","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12/3/277/LRC.json"
,0,12,,46,2,5,0,0,0,0,"2019-04-12 17:35:02","278","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/12B/1/278/LRC.json"
,0,10,,31,0,2,0,0,2,0,"2019-04-12 17:35:02","279","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/13/1/279/LRC.json"
,0,2,,2,1,1,0,0,0,0,"2019-04-12 17:35:02","280","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/14/1/280/LRC.json"
,1,22,,63,1,7,0,0,2,0,"2019-04-12 17:35:02","281","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/15/1/281/LRC.json"
,0,9,,77,1,1,0,0,0,0,"2019-04-12 17:35:02","282","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/16/1/282/LRC.json"
,2,12,,36,2,2,0,0,0,0,"2019-04-12 17:35:02","283","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/17/1/283/LRC.json"
,1,7,,41,0,3,0,0,0,0,"2019-04-12 17:35:02","284","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/18/1/284/LRC.json"
,1,37,,78,1,1,0,0,0,0,"2019-04-12 17:35:02","295","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/22/1/295/LRC.json"
,5,82,,144,14,7,0,0,0,0,"2019-04-12 17:35:02","188","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/188/LRC.json"
,3,90,,129,13,18,0,0,3,0,"2019-04-12 17:35:02","189","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/189/LRC.json"
,6,71,,137,21,18,0,0,2,0,"2019-04-12 17:35:02","190","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/190/LRC.json"
,2,66,,132,15,11,0,0,10,0,"2019-04-12 17:35:02","191","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/191/LRC.json"
,0,80,,122,19,25,0,0,7,0,"2019-04-12 17:35:02","192","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/192/LRC.json"
,4,70,,135,18,16,0,0,4,0,"2019-04-12 17:35:02","193","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/1/193/LRC.json"
,3,70,,151,13,9,0,0,2,0,"2019-04-12 17:35:02","194","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/194/LRC.json"
,7,89,,124,13,15,0,0,3,0,"2019-04-12 17:35:02","195","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/195/LRC.json"
,3,102,,128,11,12,0,0,4,0,"2019-04-12 17:35:02","196","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/196/LRC.json"
,3,97,,137,4,26,0,0,3,0,"2019-04-12 17:35:02","197","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/197/LRC.json"
,2,68,,144,11,13,0,0,3,0,"2019-04-12 17:35:02","198","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/198/LRC.json"
,3,63,,112,19,19,0,0,4,0,"2019-04-12 17:35:02","199","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/2/199/LRC.json"
,4,71,,128,13,24,0,0,0,0,"2019-04-12 17:35:02","200","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/200/LRC.json"
,3,64,,143,16,14,0,0,4,0,"2019-04-12 17:35:02","201","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/201/LRC.json"
,0,92,,143,10,18,0,0,0,0,"2019-04-12 17:35:02","202","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/202/LRC.json"
,0,76,,150,13,8,0,0,9,0,"2019-04-12 17:35:02","203","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/203/LRC.json"
,5,74,,131,17,21,0,0,5,0,"2019-04-12 17:35:02","204","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/204/LRC.json"
,2,80,,132,18,10,0,0,11,0,"2019-04-12 17:35:02","205","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/3/205/LRC.json"
,5,77,,123,17,13,0,0,0,0,"2019-04-12 17:35:02","206","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/206/LRC.json"
,0,90,,133,13,17,0,0,6,0,"2019-04-12 17:35:02","207","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/207/LRC.json"
,7,81,,111,30,16,0,0,5,0,"2019-04-12 17:35:02","208","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/208/LRC.json"
,0,80,,138,22,14,0,0,5,0,"2019-04-12 17:35:02","209","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/209/LRC.json"
,4,66,,130,11,25,0,0,0,0,"2019-04-12 17:35:02","210","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/210/LRC.json"
,0,0,,0,0,0,0,0,0,0,"2019-04-12 17:35:02","211","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/4/211/LRC.json"
,6,81,,135,13,21,0,0,6,0,"2019-04-12 17:35:02","212","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/5/212/LRC.json"
,1,73,,135,14,13,0,0,0,0,"2019-04-12 17:35:02","213","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/5/213/LRC.json"
,3,73,,154,11,14,0,0,7,0,"2019-04-12 17:35:02","214","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/5/214/LRC.json"
,6,70,,149,9,25,0,0,2,0,"2019-04-12 17:35:02","215","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/5/215/LRC.json"
,3,92,,117,19,15,0,0,2,0,"2019-04-12 17:35:02","216","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/5/216/LRC.json"
,2,80,,115,22,27,0,0,4,0,"2019-04-12 17:35:02","217","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/6/217/LRC.json"
,2,76,,128,17,28,0,0,7,0,"2019-04-12 17:35:02","218","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/6/218/LRC.json"
,5,65,,144,14,22,0,0,7,0,"2019-04-12 17:35:02","219","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/6/219/LRC.json"
,0,88,,127,10,15,0,0,5,0,"2019-04-12 17:35:02","220","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/6/220/LRC.json"
,5,78,,148,9,16,0,0,3,0,"2019-04-12 17:35:02","221","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/6/221/LRC.json"
,11,76,,137,15,10,0,0,9,0,"2019-04-12 17:35:02","222","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/7/222/LRC.json"
,2,68,,153,22,10,0,0,4,0,"2019-04-12 17:35:02","223","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/7/223/LRC.json"
,5,79,,132,15,14,0,0,8,0,"2019-04-12 17:35:02","224","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/7/224/LRC.json"
,2,70,,128,20,26,0,0,0,0,"2019-04-12 17:35:02","225","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/7/225/LRC.json"
,4,71,,119,71,10,0,0,5,0,"2019-04-12 17:35:02","226","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/7/226/LRC.json"
,6,69,,140,10,15,0,0,5,0,"2019-04-12 17:35:02","227","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/8/227/LRC.json"
,3,72,,122,17,15,0,0,8,0,"2019-04-12 17:35:02","228","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/8/228/LRC.json"
,3,62,,133,16,0,0,0,9,0,"2019-04-12 17:35:02","229","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/8/229/LRC.json"
,5,76,,146,17,4,0,0,8,0,"2019-04-12 17:35:02","230","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/8/230/LRC.json"
,5,100,,129,13,13,0,0,3,0,"2019-04-12 17:35:02","231","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9/8/231/LRC.json"
,6,63,,102,20,11,0,0,4,0,"2019-04-12 17:35:02","232","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/232/LRC.json"
,6,63,,109,23,13,0,0,4,0,"2019-04-12 17:35:02","233","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/233/LRC.json"
,5,70,,128,18,12,0,0,4,0,"2019-04-12 17:35:02","234","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/234/LRC.json"
,5,76,,107,0,25,0,0,6,0,"2019-04-12 17:35:02","235","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/235/LRC.json"
,5,60,,104,21,21,0,0,2,0,"2019-04-12 17:35:02","236","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/236/LRC.json"
,4,61,,114,25,6,0,0,3,0,"2019-04-12 17:35:02","237","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/237/LRC.json"
,6,43,,110,24,20,0,0,0,0,"2019-04-12 17:35:02","238","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/1/238/LRC.json"
,8,61,,109,17,17,0,0,6,0,"2019-04-12 17:35:02","239","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/239/LRC.json"
,5,60,,123,16,10,0,0,3,0,"2019-04-12 17:35:02","240","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/240/LRC.json"
,9,62,,106,18,21,0,0,3,0,"2019-04-12 17:35:02","241","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/241/LRC.json"
,3,67,,126,22,19,0,0,5,0,"2019-04-12 17:35:02","242","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/242/LRC.json"
,2,62,,103,19,21,0,0,6,0,"2019-04-12 17:35:02","243","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/243/LRC.json"
,7,69,,91,21,12,0,0,3,0,"2019-04-12 17:35:02","244","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/244/LRC.json"
,6,54,,93,26,19,0,0,1,0,"2019-04-12 17:35:02","245","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9A/2/245/LRC.json"
,1,44,,140,10,7,0,0,0,0,"2019-04-12 17:35:02","246","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/ATL/9B/1/246/LRC.json"
7,1,133,4,98,10,5,0,0,0,0,"2019-04-12 17:35:02","979","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/1/979/LRC.json"
5,6,108,3,94,18,10,0,0,1,0,"2019-04-12 17:35:02","980","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/1/980/LRC.json"
3,5,134,6,101,6,8,0,0,0,0,"2019-04-12 17:35:02","981","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/1/981/LRC.json"
5,6,110,6,103,19,5,0,0,1,0,"2019-04-12 17:35:02","982","https://www.jusrionegro.gov.ar/web/institucional/tribunal-electoral/resultados/2019/abril/resultados/RN/AVC/62/1/982/LRC.json"
