"102","104","1539","1547","1548","1549","1550","20","30","31","524","8","BLC","IMP","NUL","REC","hora_proceso","numero","url"
2,3,0,5,43,10,114,0,18,0,14,0,10,0,13,0,"2019-05-12 23:05:01","2712","http://www.datosoficiales.com/resultados/CO/1/112/240/2712/GOB.json"
3,3,0,3,40,6,124,4,14,1,24,0,15,0,6,0,"2019-05-12 23:05:01","2713","http://www.datosoficiales.com/resultados/CO/1/112/240/2713/GOB.json"
1,7,1,4,35,5,126,5,26,0,19,1,8,0,6,0,"2019-05-12 22:15:01","2714","http://www.datosoficiales.com/resultados/CO/1/112/240/2714/GOB.json"
0,9,0,2,44,5,16,4,28,0,20,2,6,0,9,0,"2019-05-12 23:05:01","2715","http://www.datosoficiales.com/resultados/CO/1/112/240/2715/GOB.json"
1,5,0,7,45,5,129,2,20,2,12,0,0,0,8,9,"2019-05-12 22:50:01","2716","http://www.datosoficiales.com/resultados/CO/1/112/240/2716/GOB.json"
0,1,0,3,34,1,119,3,19,0,17,1,15,0,12,1,"2019-05-12 22:25:01","2717","http://www.datosoficiales.com/resultados/CO/1/112/240/2717/GOB.json"
2,7,0,4,33,6,125,1,30,0,7,1,6,1,5,0,"2019-05-12 22:05:01","2718","http://www.datosoficiales.com/resultados/CO/1/112/240/2718/GOB.json"
6,1,3,4,32,5,115,6,20,1,10,1,12,0,19,0,"2019-05-12 22:35:01","2719","http://www.datosoficiales.com/resultados/CO/1/112/240/2719/GOB.json"
1,3,0,5,30,11,119,2,25,0,9,0,9,0,10,0,"2019-05-12 23:05:01","2720","http://www.datosoficiales.com/resultados/CO/1/112/240/2720/GOB.json"
2,6,0,3,38,7,140,3,11,1,9,1,7,0,5,0,"2019-05-12 22:25:01","2721","http://www.datosoficiales.com/resultados/CO/1/112/240/2721/GOB.json"
0,4,0,9,40,10,122,2,20,1,16,0,0,0,11,20,"2019-05-12 22:20:01","2722","http://www.datosoficiales.com/resultados/CO/1/112/240/2722/GOB.json"
2,0,0,1,33,10,141,2,19,1,8,0,15,0,9,0,"2019-05-12 22:50:01","2723","http://www.datosoficiales.com/resultados/CO/1/112/241/2723/GOB.json"
1,0,0,6,27,7,137,3,23,0,15,0,11,0,8,3,"2019-05-12 23:40:01","2724","http://www.datosoficiales.com/resultados/CO/1/112/241/2724/GOB.json"
1,5,1,2,33,2,117,2,27,0,15,1,24,1,1,8,"2019-05-12 23:20:01","2725","http://www.datosoficiales.com/resultados/CO/1/112/241/2725/GOB.json"
1,5,0,1,43,6,130,2,22,0,20,1,11,0,8,1,"2019-05-12 22:40:01","2726","http://www.datosoficiales.com/resultados/CO/1/112/241/2726/GOB.json"
0,4,0,2,32,6,110,4,51,2,11,0,9,0,7,5,"2019-05-12 22:25:01","2727","http://www.datosoficiales.com/resultados/CO/1/112/242/2727/GOB.json"
1,3,1,1,30,3,126,3,52,0,14,1,10,0,7,0,"2019-05-12 21:10:01","2728","http://www.datosoficiales.com/resultados/CO/1/112/242/2728/GOB.json"
2,2,1,2,31,4,123,2,36,1,14,0,13,0,5,0,"2019-05-12 21:25:01","2729","http://www.datosoficiales.com/resultados/CO/1/112/242/2729/GOB.json"
0,1,1,3,34,3,123,4,26,0,21,0,11,1,10,3,"2019-05-12 21:35:02","2730","http://www.datosoficiales.com/resultados/CO/1/112/242/2730/GOB.json"
1,4,2,0,35,8,132,3,37,1,15,0,8,0,5,7,"2019-05-12 23:05:01","2731","http://www.datosoficiales.com/resultados/CO/1/112/242/2731/GOB.json"
0,5,1,3,33,7,122,3,47,2,16,0,13,0,17,0,"2019-05-12 22:55:02","2732","http://www.datosoficiales.com/resultados/CO/1/112/242/2732/GOB.json"
1,5,5,6,35,8,117,3,40,1,14,0,20,1,4,2,"2019-05-12 23:35:01","2733","http://www.datosoficiales.com/resultados/CO/1/112/242/2733/GOB.json"
2,2,0,6,27,1,135,2,45,0,7,1,11,0,5,3,"2019-05-12 23:20:01","2734","http://www.datosoficiales.com/resultados/CO/1/112/243/2734/GOB.json"
2,3,1,3,24,5,114,1,50,1,6,1,23,0,10,6,"2019-05-12 21:15:01","2735","http://www.datosoficiales.com/resultados/CO/1/112/243/2735/GOB.json"
1,1,0,3,41,4,117,4,49,0,8,0,14,0,10,2,"2019-05-12 22:45:02","2736","http://www.datosoficiales.com/resultados/CO/1/112/243/2736/GOB.json"
3,3,0,1,27,6,123,3,38,1,13,0,4,0,13,0,"2019-05-12 22:10:01","2737","http://www.datosoficiales.com/resultados/CO/1/112/243/2737/GOB.json"
1,5,4,2,28,3,128,4,32,0,16,0,14,0,4,0,"2019-05-12 23:00:01","2738","http://www.datosoficiales.com/resultados/CO/1/112/243/2738/GOB.json"
1,5,1,7,31,9,118,3,47,1,17,0,14,1,4,0,"2019-05-12 23:25:01","2739","http://www.datosoficiales.com/resultados/CO/1/112/243/2739/GOB.json"
0,1,0,3,28,4,109,3,47,1,17,1,20,0,7,1,"2019-05-12 23:10:01","2740","http://www.datosoficiales.com/resultados/CO/1/112/243/2740/GOB.json"
3,3,0,6,53,8,120,2,14,0,17,1,14,0,2,1,"2019-05-12 21:35:02","2745","http://www.datosoficiales.com/resultados/CO/1/112/244/2745/GOB.json"
0,5,2,2,42,12,135,0,20,2,15,0,18,0,5,0,"2019-05-12 22:10:01","2746","http://www.datosoficiales.com/resultados/CO/1/112/244/2746/GOB.json"
1,7,0,3,50,9,117,1,22,1,8,1,13,0,13,0,"2019-05-13 00:00:01","2747","http://www.datosoficiales.com/resultados/CO/1/112/244/2747/GOB.json"
4,1,0,4,32,5,129,0,24,0,13,0,14,0,5,0,"2019-05-12 22:35:01","2748","http://www.datosoficiales.com/resultados/CO/1/112/244/2748/GOB.json"
2,3,0,3,39,12,134,2,21,1,21,1,25,0,6,0,"2019-05-12 23:25:01","2749","http://www.datosoficiales.com/resultados/CO/1/112/244/2749/GOB.json"
0,5,1,3,41,5,123,2,24,0,12,1,21,0,0,0,"2019-05-12 23:00:01","2750","http://www.datosoficiales.com/resultados/CO/1/112/244/2750/GOB.json"
3,4,2,5,54,9,120,1,18,0,14,3,14,0,3,7,"2019-05-12 22:55:02","2751","http://www.datosoficiales.com/resultados/CO/1/112/244/2751/GOB.json"
0,4,1,3,44,4,128,3,19,1,18,1,10,0,10,1,"2019-05-12 23:15:01","2752","http://www.datosoficiales.com/resultados/CO/1/112/244/2752/GOB.json"
1,8,1,2,41,9,118,5,14,1,14,0,12,0,11,5,"2019-05-12 22:35:01","2753","http://www.datosoficiales.com/resultados/CO/1/112/244/2753/GOB.json"
2,5,0,8,34,8,147,2,16,1,13,0,15,0,4,0,"2019-05-12 22:15:01","2754","http://www.datosoficiales.com/resultados/CO/1/112/244/2754/GOB.json"
0,4,0,5,64,4,112,2,20,0,10,0,4,0,7,0,"2019-05-12 22:15:01","2755","http://www.datosoficiales.com/resultados/CO/1/112/244/2755/GOB.json"
2,9,2,3,46,8,101,3,8,0,15,1,13,0,14,0,"2019-05-12 22:00:01","2756","http://www.datosoficiales.com/resultados/CO/1/112/245/2756/GOB.json"
1,3,0,2,40,5,122,2,37,0,15,0,11,0,10,0,"2019-05-12 21:30:01","2757","http://www.datosoficiales.com/resultados/CO/1/112/245/2757/GOB.json"
2,2,1,1,28,1,115,4,16,1,21,0,18,0,9,0,"2019-05-12 22:20:01","2758","http://www.datosoficiales.com/resultados/CO/1/112/245/2758/GOB.json"
0,2,0,3,42,3,123,2,22,0,21,0,4,0,8,0,"2019-05-12 21:50:01","2759","http://www.datosoficiales.com/resultados/CO/1/112/245/2759/GOB.json"
2,7,0,4,39,7,130,2,15,0,8,0,13,0,8,0,"2019-05-12 21:35:02","2760","http://www.datosoficiales.com/resultados/CO/1/112/245/2760/GOB.json"
2,3,0,5,41,7,132,0,16,2,20,0,12,0,5,0,"2019-05-12 22:00:01","2761","http://www.datosoficiales.com/resultados/CO/1/112/245/2761/GOB.json"
0,1,1,7,50,6,129,1,23,0,13,0,7,0,6,4,"2019-05-12 22:20:01","2762","http://www.datosoficiales.com/resultados/CO/1/112/245/2762/GOB.json"
0,4,0,2,41,9,136,0,14,3,22,1,11,0,2,0,"2019-05-12 21:55:01","2763","http://www.datosoficiales.com/resultados/CO/1/112/245/2763/GOB.json"
0,3,1,8,39,9,136,2,17,0,13,1,17,0,5,0,"2019-05-12 21:50:01","2764","http://www.datosoficiales.com/resultados/CO/1/112/245/2764/GOB.json"
1,3,1,4,36,8,136,2,25,1,10,1,12,0,12,2,"2019-05-12 22:05:01","2765","http://www.datosoficiales.com/resultados/CO/1/112/245/2765/GOB.json"
0,3,0,5,41,8,120,5,17,0,20,1,5,0,21,0,"2019-05-12 23:20:01","2766","http://www.datosoficiales.com/resultados/CO/1/112/245/2766/GOB.json"
0,2,0,5,32,3,133,5,21,1,14,1,13,0,3,3,"2019-05-12 22:25:01","2767","http://www.datosoficiales.com/resultados/CO/1/112/245/2767/GOB.json"
1,1,0,1,36,8,140,1,24,0,10,0,14,0,6,0,"2019-05-12 23:55:01","2768","http://www.datosoficiales.com/resultados/CO/1/112/246/2768/GOB.json"
2,5,0,1,37,6,138,2,23,0,19,0,15,1,5,0,"2019-05-12 22:45:02","2769","http://www.datosoficiales.com/resultados/CO/1/112/246/2769/GOB.json"
1,5,0,5,57,4,133,3,23,0,17,0,10,0,15,0,"2019-05-12 22:40:01","2770","http://www.datosoficiales.com/resultados/CO/1/112/246/2770/GOB.json"
1,2,1,6,42,11,142,3,16,3,16,0,9,0,5,0,"2019-05-12 23:30:01","2771","http://www.datosoficiales.com/resultados/CO/1/112/246/2771/GOB.json"
0,1,0,6,46,6,141,0,17,0,18,0,12,0,10,0,"2019-05-12 23:30:01","2772","http://www.datosoficiales.com/resultados/CO/1/112/246/2772/GOB.json"
0,2,1,4,35,5,147,4,17,0,15,1,6,0,15,0,"2019-05-12 21:35:02","2773","http://www.datosoficiales.com/resultados/CO/1/112/246/2773/GOB.json"
4,5,0,4,47,16,126,7,20,1,14,1,6,0,2,0,"2019-05-12 20:45:01","2774","http://www.datosoficiales.com/resultados/CO/1/112/246/2774/GOB.json"
3,4,0,4,34,13,139,6,23,0,7,1,14,0,5,0,"2019-05-12 22:15:01","2775","http://www.datosoficiales.com/resultados/CO/1/112/246/2775/GOB.json"
0,1,1,5,36,6,139,8,14,1,8,1,19,0,5,0,"2019-05-12 22:50:01","2776","http://www.datosoficiales.com/resultados/CO/1/112/246/2776/GOB.json"
0,7,1,2,35,8,141,2,25,0,11,1,5,0,3,0,"2019-05-12 23:40:01","2777","http://www.datosoficiales.com/resultados/CO/1/112/247/2777/GOB.json"
1,3,0,3,42,6,119,5,18,1,14,0,15,0,6,0,"2019-05-12 23:15:01","2778","http://www.datosoficiales.com/resultados/CO/1/112/247/2778/GOB.json"
2,2,0,3,39,13,130,5,18,0,14,0,14,0,5,0,"2019-05-12 23:20:01","2779","http://www.datosoficiales.com/resultados/CO/1/112/247/2779/GOB.json"
0,3,0,2,40,8,116,5,23,3,18,0,9,0,11,7,"2019-05-12 22:05:01","2780","http://www.datosoficiales.com/resultados/CO/1/112/247/2780/GOB.json"
2,2,0,3,36,6,110,6,17,0,18,1,27,0,7,0,"2019-05-12 22:25:01","2781","http://www.datosoficiales.com/resultados/CO/1/112/247/2781/GOB.json"
2,5,1,3,42,9,141,3,16,0,9,0,9,0,6,1,"2019-05-12 22:50:01","2782","http://www.datosoficiales.com/resultados/CO/1/112/247/2782/GOB.json"
0,6,1,1,47,2,125,5,16,1,8,1,15,0,9,0,"2019-05-12 21:50:01","2783","http://www.datosoficiales.com/resultados/CO/1/112/247/2783/GOB.json"
0,4,0,5,23,7,137,1,19,0,23,0,23,0,2,1,"2019-05-12 22:35:01","2784","http://www.datosoficiales.com/resultados/CO/1/112/247/2784/GOB.json"
2,4,0,5,36,7,134,5,20,1,10,0,0,0,0,9,"2019-05-12 22:40:01","2785","http://www.datosoficiales.com/resultados/CO/1/112/247/2785/GOB.json"
0,2,0,2,35,4,138,5,17,0,15,0,12,0,7,0,"2019-05-12 23:35:01","2786","http://www.datosoficiales.com/resultados/CO/1/112/247/2786/GOB.json"
2,4,0,4,41,5,112,4,22,0,17,0,11,0,8,0,"2019-05-12 22:05:01","2787","http://www.datosoficiales.com/resultados/CO/1/112/247/2787/GOB.json"
5,4,0,2,31,7,123,3,31,0,13,0,6,0,5,0,"2019-05-12 21:00:01","2788","http://www.datosoficiales.com/resultados/CO/1/112/247/2788/GOB.json"
0,5,0,2,29,3,130,6,12,0,23,0,23,0,0,5,"2019-05-13 00:00:01","2789","http://www.datosoficiales.com/resultados/CO/1/112/248/2789/GOB.json"
1,10,10,1,49,3,119,4,24,1,13,1,1,0,14,1,"2019-05-12 23:40:01","2790","http://www.datosoficiales.com/resultados/CO/1/112/248/2790/GOB.json"
2,2,0,5,46,6,136,2,18,0,16,1,15,0,0,0,"2019-05-12 23:20:01","2791","http://www.datosoficiales.com/resultados/CO/1/112/248/2791/GOB.json"
0,3,2,1,39,3,123,2,21,0,22,0,14,0,10,0,"2019-05-12 22:00:01","2792","http://www.datosoficiales.com/resultados/CO/1/112/248/2792/GOB.json"
0,1,0,2,33,4,124,6,23,0,11,1,0,0,24,9,"2019-05-12 22:00:01","2793","http://www.datosoficiales.com/resultados/CO/1/112/248/2793/GOB.json"
1,0,0,4,41,9,139,3,27,0,20,1,8,0,6,0,"2019-05-12 21:05:02","2794","http://www.datosoficiales.com/resultados/CO/1/112/248/2794/GOB.json"
0,5,0,6,44,5,129,3,19,0,12,0,4,0,10,0,"2019-05-12 22:15:01","2795","http://www.datosoficiales.com/resultados/CO/1/112/248/2795/GOB.json"
0,3,0,0,45,8,135,2,21,0,11,0,13,0,6,0,"2019-05-12 22:45:02","2796","http://www.datosoficiales.com/resultados/CO/1/112/248/2796/GOB.json"
0,2,2,4,49,9,123,3,29,0,13,0,8,0,3,13,"2019-05-12 23:10:01","2797","http://www.datosoficiales.com/resultados/CO/1/112/248/2797/GOB.json"
1,6,0,7,34,10,106,6,26,0,13,0,12,0,10,0,"2019-05-13 00:10:01","2798","http://www.datosoficiales.com/resultados/CO/1/112/248/2798/GOB.json"
3,3,0,6,32,10,129,6,16,0,10,2,5,0,20,0,"2019-05-13 01:30:01","2799","http://www.datosoficiales.com/resultados/CO/1/112/248/2799/GOB.json"
0,5,0,5,33,8,137,0,20,0,12,0,5,0,6,0,"2019-05-12 21:00:01","2800","http://www.datosoficiales.com/resultados/CO/1/112/248/2800/GOB.json"
0,7,2,3,32,4,131,9,15,0,9,1,15,0,5,0,"2019-05-12 22:55:02","2801","http://www.datosoficiales.com/resultados/CO/1/112/249/2801/GOB.json"
1,5,1,3,45,8,125,2,17,0,15,0,14,0,6,1,"2019-05-12 23:20:01","2802","http://www.datosoficiales.com/resultados/CO/1/112/249/2802/GOB.json"
2,4,0,6,46,9,105,3,17,1,17,0,12,0,0,6,"2019-05-12 22:10:01","2803","http://www.datosoficiales.com/resultados/CO/1/112/249/2803/GOB.json"
1,1,0,3,38,5,117,6,25,0,10,2,17,0,11,0,"2019-05-12 23:25:01","2804","http://www.datosoficiales.com/resultados/CO/1/112/249/2804/GOB.json"
0,4,0,8,31,10,126,2,31,0,12,0,11,0,6,0,"2019-05-12 22:50:01","2805","http://www.datosoficiales.com/resultados/CO/1/112/249/2805/GOB.json"
0,5,0,2,42,10,117,3,34,1,11,0,7,0,11,0,"2019-05-12 23:25:01","2806","http://www.datosoficiales.com/resultados/CO/1/112/249/2806/GOB.json"
0,3,0,4,25,5,144,3,16,0,9,0,19,0,10,0,"2019-05-12 22:25:01","2807","http://www.datosoficiales.com/resultados/CO/1/112/249/2807/GOB.json"
3,6,2,4,37,5,143,1,25,1,22,1,3,0,2,0,"2019-05-12 22:50:01","2808","http://www.datosoficiales.com/resultados/CO/1/112/249/2808/GOB.json"
2,4,0,1,48,6,128,7,14,0,10,0,15,0,2,0,"2019-05-12 22:25:01","2809","http://www.datosoficiales.com/resultados/CO/1/112/249/2809/GOB.json"
0,1,0,1,42,4,158,3,24,0,14,0,11,0,5,0,"2019-05-12 23:35:01","2810","http://www.datosoficiales.com/resultados/CO/1/112/249/2810/GOB.json"
2,2,1,8,48,8,119,0,18,0,12,1,13,0,9,0,"2019-05-12 22:35:01","2811","http://www.datosoficiales.com/resultados/CO/1/112/249/2811/GOB.json"
0,3,0,0,41,3,134,1,17,0,13,0,16,0,8,0,"2019-05-12 22:30:01","2812","http://www.datosoficiales.com/resultados/CO/1/112/249/2812/GOB.json"
4,6,1,3,36,7,127,5,29,0,16,1,9,0,5,2,"2019-05-12 23:20:01","2813","http://www.datosoficiales.com/resultados/CO/1/112/249/2813/GOB.json"
2,4,3,5,21,9,127,4,15,0,12,3,7,0,8,0,"2019-05-12 23:20:01","2814","http://www.datosoficiales.com/resultados/CO/1/112/249/2814/GOB.json"
3,2,2,6,41,9,107,6,21,2,11,0,16,0,10,0,"2019-05-12 21:35:02","2815","http://www.datosoficiales.com/resultados/CO/1/112/249/2815/GOB.json"
1,5,0,2,49,12,132,1,26,1,7,0,8,0,4,2,"2019-05-12 22:40:01","322","http://www.datosoficiales.com/resultados/CO/1/112/25/322/GOB.json"
0,4,0,6,40,8,129,2,25,0,13,0,20,0,3,2,"2019-05-12 23:05:01","323","http://www.datosoficiales.com/resultados/CO/1/112/25/323/GOB.json"
1,4,1,2,52,16,129,2,26,0,13,0,8,0,8,0,"2019-05-12 22:05:01","324","http://www.datosoficiales.com/resultados/CO/1/112/25/324/GOB.json"
2,0,0,0,41,12,127,1,32,0,10,1,7,0,9,6,"2019-05-12 22:50:01","325","http://www.datosoficiales.com/resultados/CO/1/112/25/325/GOB.json"
2,6,1,5,64,8,114,2,17,0,19,0,8,0,0,0,"2019-05-12 22:05:01","326","http://www.datosoficiales.com/resultados/CO/1/112/25/326/GOB.json"
3,5,2,4,33,8,125,2,20,0,12,0,14,0,18,1,"2019-05-12 22:55:02","327","http://www.datosoficiales.com/resultados/CO/1/112/25/327/GOB.json"
4,4,0,6,35,11,110,4,30,0,19,0,8,0,13,0,"2019-05-12 21:55:01","328","http://www.datosoficiales.com/resultados/CO/1/112/25/328/GOB.json"
1,14,0,1,49,6,134,2,21,1,20,3,8,0,8,0,"2019-05-12 21:35:02","329","http://www.datosoficiales.com/resultados/CO/1/112/25/329/GOB.json"
2,7,0,5,54,8,131,3,25,0,12,0,8,1,6,2,"2019-05-12 23:10:01","330","http://www.datosoficiales.com/resultados/CO/1/112/25/330/GOB.json"
0,4,0,7,48,0,123,2,21,1,19,1,5,0,13,2,"2019-05-12 23:15:01","331","http://www.datosoficiales.com/resultados/CO/1/112/25/331/GOB.json"
0,2,0,1,50,11,123,3,28,2,15,0,13,0,8,0,"2019-05-12 23:20:01","332","http://www.datosoficiales.com/resultados/CO/1/112/25/332/GOB.json"
0,5,1,3,39,11,126,3,24,0,10,0,11,0,9,0,"2019-05-12 20:45:01","333","http://www.datosoficiales.com/resultados/CO/1/112/25/333/GOB.json"
0,1,0,5,46,11,126,4,19,0,14,2,15,0,12,0,"2019-05-12 21:45:01","334","http://www.datosoficiales.com/resultados/CO/1/112/25/334/GOB.json"
1,8,0,3,47,4,123,2,28,1,16,1,12,0,0,0,"2019-05-12 22:15:01","335","http://www.datosoficiales.com/resultados/CO/1/112/25/335/GOB.json"
1,1,0,4,39,3,135,2,23,3,10,0,7,0,8,0,"2019-05-13 00:55:01","2816","http://www.datosoficiales.com/resultados/CO/1/112/250/2816/GOB.json"
1,3,0,4,40,4,132,1,11,1,17,0,10,0,7,0,"2019-05-13 01:00:01","2817","http://www.datosoficiales.com/resultados/CO/1/112/250/2817/GOB.json"
0,2,0,2,36,6,134,5,18,0,12,0,14,0,8,0,"2019-05-13 01:00:01","2818","http://www.datosoficiales.com/resultados/CO/1/112/250/2818/GOB.json"
3,0,0,4,35,5,135,3,24,0,8,1,16,0,11,2,"2019-05-13 01:00:01","2819","http://www.datosoficiales.com/resultados/CO/1/112/250/2819/GOB.json"
0,3,1,5,31,7,132,3,13,0,10,0,12,0,7,1,"2019-05-13 01:00:01","2820","http://www.datosoficiales.com/resultados/CO/1/112/250/2820/GOB.json"
2,4,0,1,37,4,135,4,12,0,12,1,11,0,8,0,"2019-05-13 01:00:01","2821","http://www.datosoficiales.com/resultados/CO/1/112/250/2821/GOB.json"
0,2,1,1,31,4,140,3,17,1,10,1,12,0,10,1,"2019-05-13 01:00:01","2822","http://www.datosoficiales.com/resultados/CO/1/112/250/2822/GOB.json"
1,4,2,1,25,9,136,3,18,1,18,0,12,0,4,0,"2019-05-13 01:05:01","2823","http://www.datosoficiales.com/resultados/CO/1/112/250/2823/GOB.json"
2,2,1,2,25,1,92,3,24,1,6,0,4,0,2,2,"2019-05-12 22:30:01","2843","http://www.datosoficiales.com/resultados/CO/1/112/251/2843/GOB.json"
0,6,1,2,21,2,92,3,18,0,10,1,9,0,4,0,"2019-05-12 22:35:01","2844","http://www.datosoficiales.com/resultados/CO/1/112/251/2844/GOB.json"
2,4,0,1,29,2,82,4,11,0,15,1,1,0,4,0,"2019-05-12 21:40:01","2845","http://www.datosoficiales.com/resultados/CO/1/112/252/2845/GOB.json"
0,1,0,0,29,3,71,0,20,0,12,0,3,0,2,2,"2019-05-12 21:05:02","2846","http://www.datosoficiales.com/resultados/CO/1/112/252/2846/GOB.json"
1,6,1,3,37,9,126,1,30,1,6,0,7,0,11,0,"2019-05-12 21:50:01","2847","http://www.datosoficiales.com/resultados/CO/1/112/253/2847/GOB.json"
2,3,1,7,45,12,112,2,24,1,13,0,5,0,11,2,"2019-05-12 23:00:01","2848","http://www.datosoficiales.com/resultados/CO/1/112/253/2848/GOB.json"
0,5,2,4,55,18,112,2,31,0,11,2,7,0,9,0,"2019-05-12 22:45:02","2849","http://www.datosoficiales.com/resultados/CO/1/112/253/2849/GOB.json"
0,8,1,2,42,11,137,0,25,0,15,0,9,0,5,0,"2019-05-12 21:20:01","2850","http://www.datosoficiales.com/resultados/CO/1/112/253/2850/GOB.json"
4,6,1,1,53,5,114,1,30,1,6,1,0,0,7,1,"2019-05-12 23:20:01","2851","http://www.datosoficiales.com/resultados/CO/1/112/253/2851/GOB.json"
2,3,0,4,52,5,108,0,32,1,11,0,14,0,9,0,"2019-05-12 21:50:01","2852","http://www.datosoficiales.com/resultados/CO/1/112/253/2852/GOB.json"
2,1,0,1,47,3,18,0,30,0,11,2,18,0,10,1,"2019-05-12 22:55:02","2853","http://www.datosoficiales.com/resultados/CO/1/112/253/2853/GOB.json"
0,5,0,1,45,9,136,2,27,0,9,1,10,0,7,2,"2019-05-12 21:35:02","2854","http://www.datosoficiales.com/resultados/CO/1/112/253/2854/GOB.json"
4,6,0,6,42,11,103,3,28,0,9,0,8,0,11,2,"2019-05-12 22:10:01","2855","http://www.datosoficiales.com/resultados/CO/1/112/253/2855/GOB.json"
0,3,0,7,43,3,118,4,25,0,13,1,5,0,10,0,"2019-05-12 23:00:01","2856","http://www.datosoficiales.com/resultados/CO/1/112/253/2856/GOB.json"
1,6,0,7,48,9,103,3,28,0,12,1,13,0,10,0,"2019-05-12 22:30:01","2857","http://www.datosoficiales.com/resultados/CO/1/112/253/2857/GOB.json"
2,3,0,7,42,14,116,2,32,1,11,0,11,0,12,0,"2019-05-12 22:20:01","2858","http://www.datosoficiales.com/resultados/CO/1/112/253/2858/GOB.json"
1,2,0,2,48,10,96,4,38,1,18,1,7,0,8,7,"2019-05-12 23:05:01","2859","http://www.datosoficiales.com/resultados/CO/1/112/253/2859/GOB.json"
2,2,0,4,45,8,113,5,37,1,8,0,10,0,6,0,"2019-05-12 21:30:01","2860","http://www.datosoficiales.com/resultados/CO/1/112/254/2860/GOB.json"
9,4,0,5,55,5,116,1,36,0,9,0,1,0,4,0,"2019-05-12 21:25:01","2861","http://www.datosoficiales.com/resultados/CO/1/112/254/2861/GOB.json"
3,1,0,2,45,7,136,2,41,2,10,0,7,0,3,0,"2019-05-12 23:00:01","2862","http://www.datosoficiales.com/resultados/CO/1/112/254/2862/GOB.json"
3,2,2,8,41,6,129,2,29,0,18,0,11,0,5,0,"2019-05-12 23:10:01","2863","http://www.datosoficiales.com/resultados/CO/1/112/254/2863/GOB.json"
0,6,0,4,42,9,127,5,29,0,5,0,13,0,7,0,"2019-05-12 22:45:02","2864","http://www.datosoficiales.com/resultados/CO/1/112/254/2864/GOB.json"
0,3,0,6,50,13,106,4,32,0,14,0,11,0,8,0,"2019-05-12 22:10:01","2865","http://www.datosoficiales.com/resultados/CO/1/112/254/2865/GOB.json"
0,0,0,6,41,7,116,8,30,0,19,0,7,0,7,0,"2019-05-12 22:10:01","2866","http://www.datosoficiales.com/resultados/CO/1/112/254/2866/GOB.json"
2,7,1,4,59,6,114,2,32,0,13,0,6,0,8,0,"2019-05-12 22:00:01","2867","http://www.datosoficiales.com/resultados/CO/1/112/254/2867/GOB.json"
1,1,0,6,44,6,117,6,31,0,8,0,15,0,11,0,"2019-05-12 22:20:01","2868","http://www.datosoficiales.com/resultados/CO/1/112/254/2868/GOB.json"
4,7,1,6,88,6,90,3,17,0,27,1,6,0,4,2,"2019-05-12 23:35:01","2874","http://www.datosoficiales.com/resultados/CO/1/112/255/2874/GOB.json"
4,6,0,4,101,15,85,2,12,0,23,0,4,0,3,0,"2019-05-12 21:40:01","2875","http://www.datosoficiales.com/resultados/CO/1/112/255/2875/GOB.json"
10,6,0,2,97,15,86,5,19,0,18,1,4,3,8,3,"2019-05-12 22:30:01","2876","http://www.datosoficiales.com/resultados/CO/1/112/255/2876/GOB.json"
6,2,1,6,95,4,83,1,17,0,18,0,10,0,5,1,"2019-05-12 21:30:01","2877","http://www.datosoficiales.com/resultados/CO/1/112/255/2877/GOB.json"
5,10,0,5,87,9,78,1,20,1,26,1,6,0,4,2,"2019-05-12 22:35:01","2878","http://www.datosoficiales.com/resultados/CO/1/112/255/2878/GOB.json"
8,8,0,5,102,10,61,1,21,0,37,0,0,0,3,5,"2019-05-12 23:05:01","2879","http://www.datosoficiales.com/resultados/CO/1/112/255/2879/GOB.json"
3,11,0,6,93,13,64,5,27,0,23,0,7,0,6,9,"2019-05-12 22:40:01","2880","http://www.datosoficiales.com/resultados/CO/1/112/255/2880/GOB.json"
8,2,2,1,104,10,83,2,14,0,29,1,6,0,0,0,"2019-05-12 21:30:01","2881","http://www.datosoficiales.com/resultados/CO/1/112/255/2881/GOB.json"
1,9,0,9,90,7,77,3,32,0,24,0,5,0,6,3,"2019-05-12 23:25:01","2882","http://www.datosoficiales.com/resultados/CO/1/112/255/2882/GOB.json"
4,9,0,2,98,8,91,1,15,0,29,0,7,0,0,0,"2019-05-12 22:55:02","2883","http://www.datosoficiales.com/resultados/CO/1/112/255/2883/GOB.json"
2,3,0,6,93,6,103,3,21,0,12,0,4,0,6,0,"2019-05-12 21:35:02","2884","http://www.datosoficiales.com/resultados/CO/1/112/255/2884/GOB.json"
4,2,2,11,96,18,69,3,19,3,26,1,6,0,8,0,"2019-05-12 22:35:01","2885","http://www.datosoficiales.com/resultados/CO/1/112/255/2885/GOB.json"
2,7,0,3,80,10,101,2,23,0,24,0,5,2,8,2,"2019-05-12 23:50:01","2886","http://www.datosoficiales.com/resultados/CO/1/112/255/2886/GOB.json"
3,3,0,5,95,6,89,1,18,0,24,2,8,0,7,0,"2019-05-12 22:00:01","2887","http://www.datosoficiales.com/resultados/CO/1/112/255/2887/GOB.json"
7,7,0,5,84,12,86,4,13,0,23,1,9,5,5,5,"2019-05-12 22:35:01","2888","http://www.datosoficiales.com/resultados/CO/1/112/255/2888/GOB.json"
8,3,0,9,86,7,86,0,25,0,35,0,6,0,6,4,"2019-05-12 23:00:01","2889","http://www.datosoficiales.com/resultados/CO/1/112/256/2889/GOB.json"
