"102","104","1539","1547","1548","1549","1550","20","30","31","524","8","BLC","IMP","NUL","REC","hora_proceso","numero","url"
2,4,1,5,74,11,116,7,10,0,12,0,16,0,3,0,"2019-05-12 21:00:01","3941","http://www.datosoficiales.com/resultados/CO/3/50041/6/3941/GOB.json"
3,2,2,5,59,14,118,3,19,0,13,0,4,0,8,0,"2019-05-12 22:15:01","3942","http://www.datosoficiales.com/resultados/CO/3/50041/6/3942/GOB.json"
4,7,0,6,68,6,98,2,10,0,6,0,2,0,3,1,"2019-05-12 20:35:01","3943","http://www.datosoficiales.com/resultados/CO/3/50041/6/3943/GOB.json"
1,5,1,7,64,9,111,1,19,0,10,1,27,0,3,0,"2019-05-12 22:15:01","4014","http://www.datosoficiales.com/resultados/CO/3/50041/7/4014/GOB.json"
2,8,1,5,46,17,120,1,16,1,10,0,5,0,8,0,"2019-05-12 21:45:01","4015","http://www.datosoficiales.com/resultados/CO/3/50041/7/4015/GOB.json"
1,5,0,4,70,7,120,2,16,1,8,1,3,0,5,0,"2019-05-12 20:55:01","4016","http://www.datosoficiales.com/resultados/CO/3/50041/7/4016/GOB.json"
1,6,0,7,46,2,119,5,14,1,18,0,5,0,12,0,"2019-05-12 21:45:01","4017","http://www.datosoficiales.com/resultados/CO/3/50041/7/4017/GOB.json"
1,8,1,5,67,9,105,3,20,0,16,1,7,0,6,0,"2019-05-12 21:00:01","4018","http://www.datosoficiales.com/resultados/CO/3/50041/7/4018/GOB.json"
2,5,1,5,59,8,109,6,29,1,15,0,2,0,5,0,"2019-05-12 21:40:01","4019","http://www.datosoficiales.com/resultados/CO/3/50041/7/4019/GOB.json"
6,3,0,4,48,8,124,3,15,1,16,0,7,0,6,0,"2019-05-12 23:05:01","4020","http://www.datosoficiales.com/resultados/CO/3/50041/7/4020/GOB.json"
2,4,0,1,77,11,105,6,19,2,11,0,2,0,3,0,"2019-05-12 21:55:01","4021","http://www.datosoficiales.com/resultados/CO/3/50041/7/4021/GOB.json"
1,8,0,4,59,12,102,4,25,1,9,1,5,0,9,0,"2019-05-12 21:25:01","4022","http://www.datosoficiales.com/resultados/CO/3/50041/7/4022/GOB.json"
2,3,1,8,52,16,81,10,22,0,7,1,14,0,10,0,"2019-05-13 02:35:01","3577","http://www.datosoficiales.com/resultados/CO/3/5031A/1/3577/GOB.json"
2,4,0,7,60,21,96,7,20,0,7,1,3,0,10,0,"2019-05-12 20:30:01","3578","http://www.datosoficiales.com/resultados/CO/3/5031A/1/3578/GOB.json"
3,3,0,6,49,14,91,3,22,1,11,2,7,0,5,0,"2019-05-13 02:35:01","3579","http://www.datosoficiales.com/resultados/CO/3/5031A/1/3579/GOB.json"
3,1,0,8,40,13,66,3,17,0,7,0,19,0,24,0,"2019-05-12 21:25:01","3580","http://www.datosoficiales.com/resultados/CO/3/5031A/1/3580/GOB.json"
2,3,1,2,37,19,101,3,15,0,14,1,11,0,2,0,"2019-05-13 02:35:01","3581","http://www.datosoficiales.com/resultados/CO/3/5031A/1/3581/GOB.json"
1,6,1,10,41,15,90,4,13,0,18,0,3,0,4,0,"2019-05-12 21:55:01","3582","http://www.datosoficiales.com/resultados/CO/3/5031A/2/3582/GOB.json"
0,2,0,12,53,20,84,3,21,0,7,1,7,0,6,0,"2019-05-12 21:05:02","3583","http://www.datosoficiales.com/resultados/CO/3/5031A/2/3583/GOB.json"
1,3,2,4,38,17,111,6,22,5,10,0,8,0,3,0,"2019-05-13 02:35:01","3584","http://www.datosoficiales.com/resultados/CO/3/5031A/2/3584/GOB.json"
1,5,0,2,76,13,119,3,22,0,12,1,5,0,5,0,"2019-05-12 21:45:01","3911","http://www.datosoficiales.com/resultados/CO/3/5040A/1/3911/GOB.json"
1,7,0,9,73,12,104,5,21,0,22,0,2,0,7,0,"2019-05-12 21:35:02","3912","http://www.datosoficiales.com/resultados/CO/3/5040A/1/3912/GOB.json"
3,4,0,7,56,23,120,7,12,0,21,1,4,0,4,0,"2019-05-12 21:05:02","3913","http://www.datosoficiales.com/resultados/CO/3/5040A/1/3913/GOB.json"
0,5,1,7,62,10,107,3,13,0,14,0,4,0,5,2,"2019-05-12 21:05:02","3914","http://www.datosoficiales.com/resultados/CO/3/5040A/1/3914/GOB.json"
4,6,1,9,66,16,117,4,18,0,8,0,4,0,1,0,"2019-05-12 20:20:01","3915","http://www.datosoficiales.com/resultados/CO/3/5040A/1/3915/GOB.json"
3,10,2,12,58,18,100,3,16,0,10,0,1,0,3,0,"2019-05-12 21:40:01","3916","http://www.datosoficiales.com/resultados/CO/3/5040A/1/3916/GOB.json"
0,9,1,2,69,17,107,2,22,1,12,0,4,0,0,0,"2019-05-12 21:20:01","3917","http://www.datosoficiales.com/resultados/CO/3/5040A/1/3917/GOB.json"
2,11,1,2,82,11,101,3,20,0,21,0,3,0,2,0,"2019-05-12 21:55:01","3918","http://www.datosoficiales.com/resultados/CO/3/5040A/1/3918/GOB.json"
3,12,2,11,53,14,114,4,21,0,12,0,0,0,5,0,"2019-05-12 22:45:02","3919","http://www.datosoficiales.com/resultados/CO/3/5040A/1/3919/GOB.json"
1,5,2,4,47,25,116,6,15,0,7,0,8,0,4,0,"2019-05-12 20:10:01","3920","http://www.datosoficiales.com/resultados/CO/3/5040A/1/3920/GOB.json"
1,1,0,7,68,14,122,3,9,0,12,0,3,0,5,0,"2019-05-12 20:25:01","3921","http://www.datosoficiales.com/resultados/CO/3/5040A/1/3921/GOB.json"
1,9,2,10,48,8,120,1,17,0,7,1,2,0,11,0,"2019-05-12 22:10:01","3922","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3922/GOB.json"
3,8,0,8,62,10,109,10,14,0,27,0,4,0,4,0,"2019-05-12 21:50:01","3923","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3923/GOB.json"
3,5,1,7,75,16,111,3,20,0,14,0,6,0,4,1,"2019-05-12 21:30:01","3924","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3924/GOB.json"
3,8,3,4,52,8,104,7,13,0,29,0,10,0,5,0,"2019-05-12 20:15:01","3925","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3925/GOB.json"
2,6,1,8,63,21,118,3,17,1,15,0,4,0,4,0,"2019-05-12 22:05:01","3926","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3926/GOB.json"
2,10,1,4,51,15,115,7,13,0,13,0,6,0,6,0,"2019-05-12 21:35:02","3927","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3927/GOB.json"
1,6,0,7,60,10,109,5,13,0,16,0,6,0,4,0,"2019-05-12 22:35:01","3928","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3928/GOB.json"
4,10,0,5,72,10,111,4,16,0,15,0,7,0,4,0,"2019-05-12 20:45:01","3929","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3929/GOB.json"
3,8,0,9,63,19,105,5,21,0,10,0,2,0,6,0,"2019-05-12 22:15:01","3930","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3930/GOB.json"
2,5,1,4,85,14,100,5,13,0,17,0,1,0,4,0,"2019-05-12 21:50:01","3931","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3931/GOB.json"
0,8,1,8,73,9,118,2,16,0,12,0,2,0,9,0,"2019-05-12 20:30:01","3932","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3932/GOB.json"
4,5,2,4,46,11,123,2,17,0,15,1,6,0,7,1,"2019-05-12 21:20:01","3933","http://www.datosoficiales.com/resultados/CO/3/5040A/2/3933/GOB.json"
2,4,2,9,59,7,117,4,24,0,20,0,4,0,7,1,"2019-05-12 22:10:01","3899","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3899/GOB.json"
4,9,0,7,68,20,91,2,23,0,28,0,4,0,8,0,"2019-05-12 22:55:02","3900","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3900/GOB.json"
2,5,0,6,58,16,119,3,12,0,16,0,5,0,6,0,"2019-05-12 22:10:01","3901","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3901/GOB.json"
0,2,0,6,68,15,104,1,18,0,16,1,6,0,8,0,"2019-05-12 22:05:01","3902","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3902/GOB.json"
0,9,2,12,75,16,94,6,19,0,16,0,2,0,6,0,"2019-05-12 22:50:01","3903","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3903/GOB.json"
2,10,0,9,67,14,105,4,15,0,8,2,7,0,3,0,"2019-05-12 21:45:01","3904","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3904/GOB.json"
2,10,2,10,63,18,104,2,14,0,25,0,1,0,6,0,"2019-05-12 21:30:01","3905","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3905/GOB.json"
1,5,0,6,60,15,115,5,27,1,16,0,2,0,1,0,"2019-05-12 22:10:01","3906","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3906/GOB.json"
2,6,1,9,57,14,114,3,7,0,26,0,5,0,2,0,"2019-05-12 22:10:01","3907","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3907/GOB.json"
2,3,2,6,79,17,99,6,17,0,11,0,4,1,3,0,"2019-05-12 22:25:01","3908","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3908/GOB.json"
1,8,3,7,69,19,106,4,14,0,17,0,2,0,6,0,"2019-05-12 21:45:01","3909","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3909/GOB.json"
1,8,0,8,57,25,104,6,16,0,15,1,4,0,6,0,"2019-05-12 22:35:01","3910","http://www.datosoficiales.com/resultados/CO/3/5040A/3/3910/GOB.json"
3,4,0,5,32,6,138,6,16,0,6,0,10,0,10,0,"2019-05-12 21:20:01","4025","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4025/GOB.json"
4,6,0,7,32,11,137,6,10,0,9,0,7,0,8,0,"2019-05-12 22:20:01","4026","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4026/GOB.json"
1,4,0,6,31,5,162,7,19,2,9,0,4,0,7,0,"2019-05-12 20:10:01","4027","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4027/GOB.json"
1,1,1,2,34,8,139,1,19,0,15,1,9,0,5,0,"2019-05-12 20:25:01","4028","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4028/GOB.json"
2,4,0,3,33,5,148,2,26,0,18,0,4,0,14,0,"2019-05-12 20:45:01","4029","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4029/GOB.json"
0,0,0,1,31,13,170,1,20,1,6,1,5,0,4,0,"2019-05-12 21:25:01","4030","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4030/GOB.json"
3,4,0,6,38,7,142,4,20,1,3,1,4,0,7,0,"2019-05-12 21:50:01","4031","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4031/GOB.json"
0,4,1,2,31,13,143,2,19,0,11,0,4,0,15,0,"2019-05-12 21:05:02","4032","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4032/GOB.json"
2,1,1,6,34,12,148,5,24,0,8,0,6,0,5,0,"2019-05-12 20:55:01","4033","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4033/GOB.json"
1,5,0,3,31,13,139,6,12,1,7,0,8,0,8,0,"2019-05-12 21:20:01","4034","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4034/GOB.json"
2,4,0,6,49,10,116,5,16,0,16,2,3,0,6,0,"2019-05-12 21:50:01","4035","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4035/GOB.json"
1,6,0,7,44,7,139,2,14,1,6,0,11,0,8,0,"2019-05-12 22:00:01","4036","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4036/GOB.json"
0,6,1,7,34,4,165,7,18,0,10,0,2,0,4,0,"2019-05-12 20:15:01","4037","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4037/GOB.json"
1,4,1,6,30,14,149,3,11,0,9,0,4,0,5,0,"2019-05-12 21:45:01","4038","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4038/GOB.json"
0,3,2,4,25,11,156,7,18,0,6,1,1,0,4,0,"2019-05-12 21:00:01","4039","http://www.datosoficiales.com/resultados/CO/3/5041A/1/4039/GOB.json"
2,6,0,5,35,9,154,6,11,0,10,0,0,0,9,0,"2019-05-12 21:35:02","4040","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4040/GOB.json"
2,5,4,6,29,9,134,7,13,0,11,1,3,0,4,0,"2019-05-12 20:55:01","4041","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4041/GOB.json"
1,5,0,5,26,8,144,3,27,0,5,0,13,0,17,0,"2019-05-12 21:00:01","4042","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4042/GOB.json"
1,6,1,3,29,3,139,1,9,2,10,0,5,0,15,0,"2019-05-12 22:00:01","4043","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4043/GOB.json"
3,0,1,6,40,9,134,5,21,0,13,0,7,0,4,0,"2019-05-12 22:10:01","4044","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4044/GOB.json"
1,2,1,0,38,5,137,4,25,0,12,0,4,0,3,0,"2019-05-12 20:20:01","4045","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4045/GOB.json"
3,2,1,6,43,9,132,5,16,2,5,0,3,0,8,0,"2019-05-12 21:35:02","4046","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4046/GOB.json"
3,6,0,6,38,3,127,8,10,0,7,1,6,0,25,0,"2019-05-12 21:35:02","4047","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4047/GOB.json"
3,2,1,3,30,9,144,0,16,1,17,1,12,0,8,0,"2019-05-12 22:25:01","4048","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4048/GOB.json"
1,7,2,10,41,5,117,6,17,0,11,0,0,0,10,0,"2019-05-12 20:40:01","4049","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4049/GOB.json"
2,2,1,3,33,5,149,5,19,0,7,0,10,0,5,0,"2019-05-12 20:25:01","4050","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4050/GOB.json"
2,3,3,3,33,9,147,7,27,1,12,1,4,0,4,0,"2019-05-12 19:55:01","4051","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4051/GOB.json"
2,4,0,4,22,7,168,7,10,1,12,0,2,0,13,0,"2019-05-12 21:05:02","4052","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4052/GOB.json"
0,4,0,5,49,9,117,3,19,1,10,0,6,0,7,1,"2019-05-12 20:45:01","4053","http://www.datosoficiales.com/resultados/CO/3/5041A/2/4053/GOB.json"
1,4,0,3,34,12,142,7,18,0,7,0,7,0,12,0,"2019-05-12 20:30:01","4023","http://www.datosoficiales.com/resultados/CO/3/5041A/3/4023/GOB.json"
2,2,0,3,27,3,170,2,18,0,9,1,7,0,8,0,"2019-05-13 00:15:01","4024","http://www.datosoficiales.com/resultados/CO/3/5041A/3/4024/GOB.json"
0,7,0,8,47,5,130,1,15,1,14,0,5,0,4,0,"2019-05-12 22:40:01","4054","http://www.datosoficiales.com/resultados/CO/3/5041A/4/4054/GOB.json"
5,9,1,4,31,10,133,4,15,1,11,0,5,0,14,0,"2019-05-12 22:25:01","4055","http://www.datosoficiales.com/resultados/CO/3/5041A/4/4055/GOB.json"
3,2,2,3,42,9,135,6,18,1,4,1,13,0,8,0,"2019-05-12 23:15:01","4056","http://www.datosoficiales.com/resultados/CO/3/5041A/4/4056/GOB.json"
3,5,2,6,36,8,141,2,13,0,8,1,9,0,7,0,"2019-05-12 23:30:01","4057","http://www.datosoficiales.com/resultados/CO/3/5041A/4/4057/GOB.json"
3,8,1,2,30,10,138,3,17,1,10,2,10,0,12,0,"2019-05-12 23:35:01","4058","http://www.datosoficiales.com/resultados/CO/3/5041A/4/4058/GOB.json"
1,2,1,0,27,3,136,3,26,0,6,1,31,0,4,0,"2019-05-12 22:55:02","4066","http://www.datosoficiales.com/resultados/CO/4/123/1/4066/GOB.json"
2,0,0,1,25,4,142,1,35,0,5,1,0,0,5,14,"2019-05-12 22:20:01","4067","http://www.datosoficiales.com/resultados/CO/4/123/1/4067/GOB.json"
0,0,0,2,22,5,157,0,31,1,3,1,31,0,6,0,"2019-05-12 20:55:01","4068","http://www.datosoficiales.com/resultados/CO/4/123/1/4068/GOB.json"
1,0,1,0,27,3,168,2,23,0,2,0,8,0,23,0,"2019-05-12 22:25:01","4069","http://www.datosoficiales.com/resultados/CO/4/123/1/4069/GOB.json"
0,1,0,1,29,1,143,0,44,0,7,0,5,0,4,0,"2019-05-12 22:00:01","4070","http://www.datosoficiales.com/resultados/CO/4/123/1/4070/GOB.json"
0,1,0,3,30,1,139,5,29,0,5,0,31,0,6,0,"2019-05-13 01:25:01","4071","http://www.datosoficiales.com/resultados/CO/4/123/1/4071/GOB.json"
1,3,0,3,25,6,145,1,42,0,3,1,8,0,2,0,"2019-05-12 23:15:01","4072","http://www.datosoficiales.com/resultados/CO/4/123/1/4072/GOB.json"
0,1,0,1,21,1,148,1,32,0,4,12,26,0,7,0,"2019-05-12 23:30:01","4073","http://www.datosoficiales.com/resultados/CO/4/123/1/4073/GOB.json"
0,0,0,1,28,4,142,0,26,1,3,1,17,0,12,2,"2019-05-12 21:55:01","4074","http://www.datosoficiales.com/resultados/CO/4/123/1/4074/GOB.json"
1,0,0,1,43,5,152,1,24,1,4,1,35,1,0,1,"2019-05-12 23:15:01","4075","http://www.datosoficiales.com/resultados/CO/4/123/1/4075/GOB.json"
0,2,1,1,40,1,132,1,40,0,4,3,11,0,7,0,"2019-05-13 01:25:01","4076","http://www.datosoficiales.com/resultados/CO/4/123/1/4076/GOB.json"
2,0,0,4,28,0,136,2,40,0,0,0,33,0,3,0,"2019-05-12 22:25:01","4077","http://www.datosoficiales.com/resultados/CO/4/123/1/4077/GOB.json"
1,0,0,2,20,3,140,1,36,0,6,0,3,0,5,0,"2019-05-13 01:25:01","4078","http://www.datosoficiales.com/resultados/CO/4/123/1/4078/GOB.json"
0,0,0,1,40,0,150,1,28,1,6,0,27,0,8,0,"2019-05-12 21:25:01","4079","http://www.datosoficiales.com/resultados/CO/4/123/1/4079/GOB.json"
1,0,0,6,34,5,143,0,30,0,8,0,28,0,8,0,"2019-05-12 22:25:01","4080","http://www.datosoficiales.com/resultados/CO/4/123/1/4080/GOB.json"
0,0,0,1,41,1,125,1,46,1,3,1,23,0,7,1,"2019-05-13 00:45:01","4081","http://www.datosoficiales.com/resultados/CO/4/123/1/4081/GOB.json"
3,2,2,0,22,1,129,3,38,0,6,3,31,0,3,0,"2019-05-12 22:40:01","4082","http://www.datosoficiales.com/resultados/CO/4/123/2/4082/GOB.json"
1,2,2,1,34,2,133,7,27,0,3,3,26,0,8,0,"2019-05-12 21:50:01","4083","http://www.datosoficiales.com/resultados/CO/4/123/2/4083/GOB.json"
2,0,0,0,40,2,132,1,28,0,4,0,27,0,4,0,"2019-05-12 21:35:02","4084","http://www.datosoficiales.com/resultados/CO/4/123/2/4084/GOB.json"
2,0,1,4,40,5,119,3,48,0,4,0,21,0,4,0,"2019-05-12 23:35:01","4085","http://www.datosoficiales.com/resultados/CO/4/123/2/4085/GOB.json"
0,1,0,1,30,6,138,1,31,0,8,0,25,0,5,1,"2019-05-12 22:20:01","4086","http://www.datosoficiales.com/resultados/CO/4/123/2/4086/GOB.json"
1,0,0,4,20,2,132,3,34,0,8,2,45,0,3,45,"2019-05-12 23:00:01","4087","http://www.datosoficiales.com/resultados/CO/4/123/2/4087/GOB.json"
0,1,0,0,24,1,150,0,35,0,2,0,23,0,3,0,"2019-05-12 22:25:01","4088","http://www.datosoficiales.com/resultados/CO/4/123/3/4088/GOB.json"
0,1,1,1,20,2,161,2,25,0,3,0,26,0,5,0,"2019-05-12 23:50:01","4089","http://www.datosoficiales.com/resultados/CO/4/123/3/4089/GOB.json"
1,1,0,3,29,0,130,2,34,0,4,1,41,0,5,0,"2019-05-12 23:10:01","4090","http://www.datosoficiales.com/resultados/CO/4/123/3/4090/GOB.json"
1,0,0,1,30,0,124,0,35,0,3,1,31,0,14,0,"2019-05-12 22:35:01","4091","http://www.datosoficiales.com/resultados/CO/4/123/3/4091/GOB.json"
0,0,0,3,29,0,126,4,44,0,5,0,29,0,5,0,"2019-05-12 23:35:01","4092","http://www.datosoficiales.com/resultados/CO/4/123/3/4092/GOB.json"
2,1,1,0,26,2,129,2,42,0,9,1,22,0,7,0,"2019-05-12 21:55:01","4093","http://www.datosoficiales.com/resultados/CO/4/123/3/4093/GOB.json"
0,1,0,2,16,2,155,1,25,0,5,0,29,0,12,0,"2019-05-12 23:40:01","4094","http://www.datosoficiales.com/resultados/CO/4/123/3/4094/GOB.json"
2,0,0,0,28,0,142,3,18,3,5,0,32,0,9,0,"2019-05-12 23:05:01","4095","http://www.datosoficiales.com/resultados/CO/4/123/3/4095/GOB.json"
0,0,1,3,30,3,157,2,20,1,4,1,21,0,5,0,"2019-05-12 22:40:01","4096","http://www.datosoficiales.com/resultados/CO/4/123/3/4096/GOB.json"
3,0,0,0,28,1,163,2,30,1,1,0,50,0,1,0,"2019-05-12 22:05:01","4097","http://www.datosoficiales.com/resultados/CO/4/123/3/4097/GOB.json"
0,0,1,1,25,2,127,2,36,0,1,1,47,0,0,0,"2019-05-12 22:20:01","4098","http://www.datosoficiales.com/resultados/CO/4/123/3/4098/GOB.json"
0,0,2,1,24,1,157,0,31,0,2,0,18,0,0,0,"2019-05-12 22:20:01","4099","http://www.datosoficiales.com/resultados/CO/4/123/3/4099/GOB.json"
1,1,0,5,40,3,129,1,46,0,4,2,32,0,10,0,"2019-05-12 23:15:01","4100","http://www.datosoficiales.com/resultados/CO/4/123/3/4100/GOB.json"
0,1,0,1,24,3,159,1,27,0,5,0,25,0,5,0,"2019-05-12 22:50:01","4101","http://www.datosoficiales.com/resultados/CO/4/123/4/4101/GOB.json"
2,0,1,1,28,0,119,1,28,0,2,0,29,9,2,9,"2019-05-12 22:00:01","4102","http://www.datosoficiales.com/resultados/CO/4/123/4/4102/GOB.json"
2,1,1,0,27,1,152,1,35,1,4,0,22,0,3,1,"2019-05-12 22:05:01","4103","http://www.datosoficiales.com/resultados/CO/4/123/4/4103/GOB.json"
2,0,1,2,32,29,143,3,3,0,6,0,27,0,8,0,"2019-05-12 22:55:02","4104","http://www.datosoficiales.com/resultados/CO/4/123/4/4104/GOB.json"
0,1,1,1,43,0,146,1,27,0,3,1,37,0,2,0,"2019-05-12 23:35:01","4105","http://www.datosoficiales.com/resultados/CO/4/123/4/4105/GOB.json"
1,1,0,4,32,4,110,1,60,0,10,3,19,0,8,0,"2019-05-12 23:10:01","4106","http://www.datosoficiales.com/resultados/CO/4/123/4/4106/GOB.json"
2,1,0,1,33,0,165,2,20,0,6,0,26,0,10,0,"2019-05-12 23:20:01","4107","http://www.datosoficiales.com/resultados/CO/4/123/4/4107/GOB.json"
0,3,0,2,21,0,145,3,38,0,4,1,20,0,4,0,"2019-05-12 21:35:02","4108","http://www.datosoficiales.com/resultados/CO/4/123/4/4108/GOB.json"
1,1,0,2,12,0,163,2,24,0,4,2,4,0,13,0,"2019-05-12 22:35:01","4109","http://www.datosoficiales.com/resultados/CO/4/123/4/4109/GOB.json"
0,0,0,0,19,2,154,2,29,0,3,1,31,3,2,2,"2019-05-12 22:25:01","4110","http://www.datosoficiales.com/resultados/CO/4/123/4/4110/GOB.json"
1,1,1,0,29,1,134,0,36,1,10,0,30,0,2,0,"2019-05-12 23:00:01","4111","http://www.datosoficiales.com/resultados/CO/4/123/4/4111/GOB.json"
2,0,0,2,26,1,152,1,40,0,7,0,23,0,6,0,"2019-05-12 22:05:01","4112","http://www.datosoficiales.com/resultados/CO/4/123/4/4112/GOB.json"
0,0,0,2,30,2,148,2,39,0,4,0,31,0,3,0,"2019-05-12 23:05:01","4113","http://www.datosoficiales.com/resultados/CO/4/123/4/4113/GOB.json"
0,2,2,0,38,0,121,2,31,0,2,0,32,0,2,0,"2019-05-12 23:25:01","4114","http://www.datosoficiales.com/resultados/CO/4/123/5/4114/GOB.json"
0,1,0,5,19,3,136,0,36,1,2,2,38,0,2,1,"2019-05-12 22:10:01","4115","http://www.datosoficiales.com/resultados/CO/4/123/5/4115/GOB.json"
6,3,1,1,28,1,142,4,34,1,1,1,27,0,0,6,"2019-05-12 23:05:01","4116","http://www.datosoficiales.com/resultados/CO/4/123/5/4116/GOB.json"
0,1,1,3,29,1,134,1,36,1,2,0,32,0,3,2,"2019-05-12 23:20:01","4117","http://www.datosoficiales.com/resultados/CO/4/123/5/4117/GOB.json"
1,3,0,3,31,4,138,0,28,0,1,0,17,1,8,0,"2019-05-12 21:25:01","4118","http://www.datosoficiales.com/resultados/CO/4/123/5/4118/GOB.json"
0,1,1,1,20,2,152,1,29,1,5,1,29,0,3,0,"2019-05-12 21:35:02","4119","http://www.datosoficiales.com/resultados/CO/4/123/5/4119/GOB.json"
0,0,0,0,17,2,142,1,28,0,7,0,32,0,20,0,"2019-05-12 23:25:01","4120","http://www.datosoficiales.com/resultados/CO/4/123/5/4120/GOB.json"
2,0,1,1,33,3,117,1,37,0,3,1,0,0,0,48,"2019-05-12 23:50:01","4121","http://www.datosoficiales.com/resultados/CO/4/123/5/4121/GOB.json"
0,1,0,0,23,0,146,2,27,0,5,0,34,0,12,0,"2019-05-12 23:10:01","4122","http://www.datosoficiales.com/resultados/CO/4/123/5/4122/GOB.json"
1,0,1,1,43,1,134,1,33,2,1,0,23,0,3,0,"2019-05-12 23:30:01","4123","http://www.datosoficiales.com/resultados/CO/4/123/5/4123/GOB.json"
1,0,0,1,34,1,148,2,28,0,0,0,7,1,7,1,"2019-05-12 22:05:01","4124","http://www.datosoficiales.com/resultados/CO/4/123/5/4124/GOB.json"
0,0,1,2,20,1,159,0,35,0,5,0,21,0,5,0,"2019-05-12 22:15:01","4125","http://www.datosoficiales.com/resultados/CO/4/123/5/4125/GOB.json"
1,1,0,1,19,0,158,1,0,0,5,0,40,0,6,0,"2019-05-12 22:50:01","4126","http://www.datosoficiales.com/resultados/CO/4/123/5/4126/GOB.json"
1,1,0,1,28,4,139,2,41,0,5,1,33,0,4,0,"2019-05-12 22:15:01","4127","http://www.datosoficiales.com/resultados/CO/4/123/5/4127/GOB.json"
0,0,0,1,23,0,126,1,33,3,1,0,42,0,0,5,"2019-05-13 00:45:01","4128","http://www.datosoficiales.com/resultados/CO/4/123/5/4128/GOB.json"
2,2,0,3,39,3,139,0,37,0,2,0,19,0,6,0,"2019-05-13 00:45:01","4129","http://www.datosoficiales.com/resultados/CO/4/123/6/4129/GOB.json"
1,0,0,1,30,2,118,4,30,1,4,0,31,1,30,1,"2019-05-12 23:55:01","4130","http://www.datosoficiales.com/resultados/CO/4/123/6/4130/GOB.json"
0,1,0,1,18,3,152,0,22,0,12,2,39,0,4,0,"2019-05-12 23:10:01","4131","http://www.datosoficiales.com/resultados/CO/4/123/6/4131/GOB.json"
0,3,0,1,32,1,131,1,35,0,5,1,11,0,3,0,"2019-05-13 00:45:01","4132","http://www.datosoficiales.com/resultados/CO/4/123/6/4132/GOB.json"
2,3,0,1,39,1,132,4,30,1,5,0,4,0,3,0,"2019-05-13 00:40:01","4133","http://www.datosoficiales.com/resultados/CO/4/123/6/4133/GOB.json"
0,2,0,2,41,7,124,2,45,0,5,0,24,0,5,0,"2019-05-12 23:35:01","4134","http://www.datosoficiales.com/resultados/CO/4/123/6/4134/GOB.json"
0,0,0,1,20,3,149,0,36,0,0,0,40,0,0,0,"2019-05-13 00:00:01","4135","http://www.datosoficiales.com/resultados/CO/4/123/6/4135/GOB.json"
2,2,1,0,38,2,135,2,37,1,10,0,22,0,8,0,"2019-05-13 00:30:01","4136","http://www.datosoficiales.com/resultados/CO/4/123/6/4136/GOB.json"
