"clase_ubicacion","descripcion_ubicacion","id_ubicacion"
"Distrito","Provincia de Río Negro","RN"
"Departamento","Alto Valle Centro","RN.1"
"Localidad","Cerro Policia","RN.1.2848"
"Mesa","1299","RN.1.2903.32.1299"
"Mesa","1300","RN.1.2903.32.1300"
"Establecimiento","Escuela Primaria N 86","RN.1.2903.33"
"Mesa","1310","RN.1.2903.33.1310"
"Mesa","1311","RN.1.2903.33.1311"
"Mesa","1312","RN.1.2903.33.1312"
"Establecimiento","Escuela Secundaria Rio Negro N 43","RN.1.2903.34"
"Mesa","1175","RN.1.2903.34.1175"
"Mesa","1176","RN.1.2903.34.1176"
"Mesa","1177","RN.1.2903.34.1177"
"Mesa","1178","RN.1.2903.34.1178"
"Mesa","1179","RN.1.2903.34.1179"
"Mesa","1180","RN.1.2903.34.1180"
"Mesa","1181","RN.1.2903.34.1181"
"Mesa","1182","RN.1.2903.34.1182"
"Establecimiento","Escuela Secundaria Rio Negro N 9","RN.1.2903.35"
"Mesa","1213","RN.1.2903.35.1213"
"Mesa","1214","RN.1.2903.35.1214"
"Mesa","1215","RN.1.2903.35.1215"
"Mesa","1216","RN.1.2903.35.1216"
"Mesa","1217","RN.1.2903.35.1217"
"Mesa","1218","RN.1.2903.35.1218"
"Mesa","1219","RN.1.2903.35.1219"
"Mesa","1220","RN.1.2903.35.1220"
"Establecimiento","Esc. Secundaria De Rio Negro N 107","RN.1.2903.4"
"Mesa","1081","RN.1.2903.4.1081"
"Mesa","1082","RN.1.2903.4.1082"
"Mesa","1083","RN.1.2903.4.1083"
"Mesa","1084","RN.1.2903.4.1084"
"Mesa","1085","RN.1.2903.4.1085"
"Establecimiento","Esc. Secundaria De Rio Negro N 116","RN.1.2903.5"
"Mesa","1266","RN.1.2903.5.1266"
"Mesa","1267","RN.1.2903.5.1267"
"Mesa","1268","RN.1.2903.5.1268"
"Mesa","1269","RN.1.2903.5.1269"
"Mesa","1270","RN.1.2903.5.1270"
"Mesa","1271","RN.1.2903.5.1271"
"Mesa","1272","RN.1.2903.5.1272"
"Mesa","1273","RN.1.2903.5.1273"
"Mesa","1274","RN.1.2903.5.1274"
"Mesa","1275","RN.1.2903.5.1275"
"Mesa","1276","RN.1.2903.5.1276"
"Mesa","1277","RN.1.2903.5.1277"
"Establecimiento","Esc. Secundaria De Rio Negro N 16","RN.1.2903.6"
"Mesa","1101","RN.1.2903.6.1101"
"Mesa","1102","RN.1.2903.6.1102"
"Mesa","1103","RN.1.2903.6.1103"
"Mesa","1104","RN.1.2903.6.1104"
"Mesa","1105","RN.1.2903.6.1105"
"Mesa","1106","RN.1.2903.6.1106"
"Mesa","1107","RN.1.2903.6.1107"
"Establecimiento","Escuela De Educ. Esp. N 1","RN.1.2903.7"
"Mesa","1254","RN.1.2903.7.1254"
"Mesa","1255","RN.1.2903.7.1255"
"Mesa","1256","RN.1.2903.7.1256"
"Establecimiento","Escuela Primaria N 107","RN.1.2903.8"
"Mesa","1065","RN.1.2903.8.1065"
"Mesa","1066","RN.1.2903.8.1066"
"Mesa","1067","RN.1.2903.8.1067"
"Mesa","1068","RN.1.2903.8.1068"
"Establecimiento","Escuela Primaria N 128 Y Sum","RN.1.2903.9"
"Mesa","1203","RN.1.2903.9.1203"
"Mesa","1204","RN.1.2903.9.1204"
"Mesa","1205","RN.1.2903.9.1205"
"Mesa","1206","RN.1.2903.9.1206"
"Mesa","1207","RN.1.2903.9.1207"
"Mesa","1208","RN.1.2903.9.1208"
"Mesa","1209","RN.1.2903.9.1209"
"Mesa","1210","RN.1.2903.9.1210"
"Mesa","1211","RN.1.2903.9.1211"
"Mesa","1212","RN.1.2903.9.1212"
"Localidad","Bajada Colorada – Naupa Huen","RN.1.4037"
"Establecimiento","Escuela Hogar N 83","RN.1.4037.1"
"Mesa","1781","RN.1.4037.1.1781"
"Localidad","Lonco Vaca – Aguada Guzman","RN.1.4049"
"Establecimiento","Escuela Primaria N 194","RN.1.4049.1"
"Mesa","1778","RN.1.4049.1.1778"
"Departamento","Alto Valle Este","RN.2"
"Localidad","Valle Azul","RN.2.2854"
"Establecimiento","Escuela Primaria N 143","RN.2.2854.1"
"Mesa","1775","RN.2.2854.1.1775"
"Mesa","1776","RN.2.2854.1.1776"
"Localidad","Chichinales","RN.2.2896"
"Establecimiento","Esc. Secundaria De Rio Negro N 75","RN.2.2896.1"
"Mesa","922","RN.2.2896.1.922"
"Mesa","923","RN.2.2896.1.923"
"Mesa","924","RN.2.2896.1.924"
"Mesa","925","RN.2.2896.1.925"
"Mesa","926","RN.2.2896.1.926"
"Establecimiento","Escuela Primaria N 89","RN.2.2896.2"
"Mesa","915","RN.2.2896.2.915"
"Mesa","916","RN.2.2896.2.916"
"Mesa","917","RN.2.2896.2.917"
"Mesa","918","RN.2.2896.2.918"
"Mesa","919","RN.2.2896.2.919"
"Mesa","920","RN.2.2896.2.920"
"Mesa","921","RN.2.2896.2.921"
"Localidad","Gral Enrique Godoy","RN.2.2901"
"Establecimiento","Escuela Primaria N 302","RN.2.2901.1"
"Mesa","1013","RN.2.2901.1.1013"
"Mesa","1014","RN.2.2901.1.1014"
"Mesa","1015","RN.2.2901.1.1015"
"Mesa","1016","RN.2.2901.1.1016"
"Mesa","1017","RN.2.2901.1.1017"
"Mesa","1018","RN.2.2901.1.1018"
"Mesa","1019","RN.2.2901.1.1019"
"Establecimiento","Escuela Primaria N 70","RN.2.2901.2"
"Mesa","1008","RN.2.2901.2.1008"
"Mesa","1009","RN.2.2901.2.1009"
"Mesa","1010","RN.2.2901.2.1010"
"Mesa","1011","RN.2.2901.2.1011"
"Mesa","1012","RN.2.2901.2.1012"
"Mesa","5014","RN.2.2901.2.5014"
"Localidad","Mainque","RN.2.2906"
"Establecimiento","Escuela Primaria N 61","RN.2.2906.1"
"Mesa","1039","RN.2.2906.1.1039"
"Mesa","1040","RN.2.2906.1.1040"
"Mesa","1041","RN.2.2906.1.1041"
"Mesa","1042","RN.2.2906.1.1042"
"Mesa","1043","RN.2.2906.1.1043"
"Mesa","1044","RN.2.2906.1.1044"
"Mesa","1045","RN.2.2906.1.1045"
"Mesa","1046","RN.2.2906.1.1046"
"Mesa","5019","RN.2.2906.1.5019"
"Localidad","Villa Regina","RN.2.2914"
"Establecimiento","Centro De Educ. Tecnica N 18","RN.2.2914.1"
"Mesa","975","RN.2.2914.1.975"
"Mesa","976","RN.2.2914.1.976"
"Mesa","977","RN.2.2914.1.977"
"Mesa","978","RN.2.2914.1.978"
"Mesa","979","RN.2.2914.1.979"
"Mesa","980","RN.2.2914.1.980"
"Mesa","981","RN.2.2914.1.981"
"Establecimiento","Escuela Primaria N 52","RN.2.2914.10"
"Mesa","927","RN.2.2914.10.927"
"Mesa","928","RN.2.2914.10.928"
"Mesa","929","RN.2.2914.10.929"
"Mesa","930","RN.2.2914.10.930"
"Mesa","931","RN.2.2914.10.931"
"Mesa","932","RN.2.2914.10.932"
"Mesa","933","RN.2.2914.10.933"
"Establecimiento","Escuela Primaria N 58","RN.2.2914.11"
"Mesa","934","RN.2.2914.11.934"
"Mesa","935","RN.2.2914.11.935"
"Mesa","936","RN.2.2914.11.936"
"Mesa","937","RN.2.2914.11.937"
"Mesa","938","RN.2.2914.11.938"
"Mesa","939","RN.2.2914.11.939"
"Mesa","940","RN.2.2914.11.940"
"Establecimiento","Instituto De Form. Docente Cont.","RN.2.2914.12"
"Mesa","962","RN.2.2914.12.962"
"Mesa","963","RN.2.2914.12.963"
"Mesa","964","RN.2.2914.12.964"
"Mesa","965","RN.2.2914.12.965"
"Mesa","966","RN.2.2914.12.966"
"Establecimiento","Esc. Secundaria De Rio Negro N 11","RN.2.2914.2"
"Mesa","5022","RN.2.2914.2.5022"
"Mesa","967","RN.2.2914.2.967"
"Mesa","968","RN.2.2914.2.968"
"Mesa","969","RN.2.2914.2.969"
"Mesa","970","RN.2.2914.2.970"
"Mesa","971","RN.2.2914.2.971"
"Mesa","972","RN.2.2914.2.972"
"Mesa","973","RN.2.2914.2.973"
"Mesa","974","RN.2.2914.2.974"
"Establecimiento","Esc. Secundaria De Rio Negro N 145","RN.2.2914.3"
"Mesa","989","RN.2.2914.3.989"
"Mesa","990","RN.2.2914.3.990"
"Mesa","991","RN.2.2914.3.991"
"Mesa","992","RN.2.2914.3.992"
"Mesa","993","RN.2.2914.3.993"
"Mesa","994","RN.2.2914.3.994"
"Establecimiento","Esc. Secundaria De Rio Negro N 70","RN.2.2914.4"
"Mesa","982","RN.2.2914.4.982"
"Mesa","983","RN.2.2914.4.983"
"Mesa","984","RN.2.2914.4.984"
"Mesa","985","RN.2.2914.4.985"
"Mesa","986","RN.2.2914.4.986"
"Mesa","987","RN.2.2914.4.987"
"Mesa","988","RN.2.2914.4.988"
"Establecimiento","Escuela Primaria N 257","RN.2.2914.5"
"Mesa","941","RN.2.2914.5.941"
"Mesa","942","RN.2.2914.5.942"
"Mesa","943","RN.2.2914.5.943"
"Mesa","944","RN.2.2914.5.944"
"Mesa","945","RN.2.2914.5.945"
"Mesa","946","RN.2.2914.5.946"
"Mesa","947","RN.2.2914.5.947"
"Establecimiento","Escuela Primaria N 265","RN.2.2914.6"
"Mesa","948","RN.2.2914.6.948"
"Mesa","949","RN.2.2914.6.949"
"Mesa","950","RN.2.2914.6.950"
"Mesa","951","RN.2.2914.6.951"
"Mesa","952","RN.2.2914.6.952"
"Mesa","953","RN.2.2914.6.953"
"Mesa","954","RN.2.2914.6.954"
"Establecimiento","Escuela Primaria N 279","RN.2.2914.7"
"Mesa","955","RN.2.2914.7.955"
"Mesa","956","RN.2.2914.7.956"
"Mesa","957","RN.2.2914.7.957"
"Mesa","958","RN.2.2914.7.958"
"Mesa","959","RN.2.2914.7.959"
"Mesa","960","RN.2.2914.7.960"
"Mesa","961","RN.2.2914.7.961"
"Establecimiento","Escuela Primaria N 316","RN.2.2914.8"
"Mesa","1000","RN.2.2914.8.1000"
"Mesa","995","RN.2.2914.8.995"
"Mesa","996","RN.2.2914.8.996"
"Mesa","997","RN.2.2914.8.997"
"Mesa","998","RN.2.2914.8.998"
"Mesa","999","RN.2.2914.8.999"
"Establecimiento","Escuela Primaria N 370","RN.2.2914.9"
"Mesa","1001","RN.2.2914.9.1001"
"Mesa","1002","RN.2.2914.9.1002"
"Mesa","1003","RN.2.2914.9.1003"
"Mesa","1004","RN.2.2914.9.1004"
"Mesa","1005","RN.2.2914.9.1005"
"Mesa","1006","RN.2.2914.9.1006"
"Mesa","1007","RN.2.2914.9.1007"
"Localidad","Ingeniero Huergo","RN.2.5020"
"Establecimiento","Esc. Secundaria De Rio Negro N 140","RN.2.5020.1"
"Mesa","1034","RN.2.5020.1.1034"
"Mesa","1035","RN.2.5020.1.1035"
"Mesa","1036","RN.2.5020.1.1036"
"Mesa","1037","RN.2.5020.1.1037"
"Mesa","1038","RN.2.5020.1.1038"
"Establecimiento","Esc. Secundaria De Rio Negro N 34","RN.2.5020.2"
"Mesa","1028","RN.2.5020.2.1028"
"Mesa","1029","RN.2.5020.2.1029"
"Mesa","1030","RN.2.5020.2.1030"
"Mesa","1031","RN.2.5020.2.1031"
