"1","151","166","190","191","50","682","683","684","863","868","883","884","885","889","891","895","901","915","917","918","920","922","923","924","925","BLC","IMP","OBS","hora_proceso","numero","url"
2,8,3,30,39,6,19,8,11,3,4,3,6,15,0,8,11,8,2,9,1,8,6,5,4,7,2,0,0,"2023-09-03 18:40:01","28","https://plottier.datosoficiales.com/resultados/PL/72/28/INT.json"
0,10,3,20,32,2,24,8,12,1,9,3,11,10,5,7,5,5,3,1,9,11,6,14,3,4,3,0,0,"2023-09-03 18:40:01","29","https://plottier.datosoficiales.com/resultados/PL/72/29/INT.json"
0,5,1,18,20,1,5,1,10,1,4,3,2,8,4,2,1,4,3,6,4,11,2,2,1,2,2,0,0,"2023-09-03 18:40:01","7000","https://plottier.datosoficiales.com/resultados/PL/73/7000/INT.json"
0,7,6,12,14,2,5,2,1,3,8,2,3,10,3,2,4,3,4,5,1,8,6,7,2,0,1,0,0,"2023-09-03 18:40:01","7001","https://plottier.datosoficiales.com/resultados/PL/73/7001/INT.json"
2,6,2,10,16,8,3,5,2,2,2,3,4,5,2,1,1,5,3,3,4,4,2,2,3,7,3,0,0,"2023-09-03 18:40:01","7002","https://plottier.datosoficiales.com/resultados/PL/73/7002/INT.json"
2,8,4,33,36,5,19,12,9,3,7,2,5,18,3,3,6,11,0,6,2,17,8,1,6,6,5,0,0,"2023-09-03 18:40:01","19","https://plottier.datosoficiales.com/resultados/PL/756/19/INT.json"
1,11,3,39,43,4,30,4,7,1,4,7,6,20,4,5,3,6,4,7,0,8,4,4,3,4,13,0,0,"2023-09-03 18:40:01","20","https://plottier.datosoficiales.com/resultados/PL/756/20/INT.json"
0,15,5,31,48,2,20,9,19,1,7,5,2,10,3,4,13,5,6,6,2,15,7,7,3,4,5,0,0,"2023-09-03 18:40:01","21","https://plottier.datosoficiales.com/resultados/PL/756/21/INT.json"
1,2,4,34,54,5,31,9,10,4,10,6,5,16,2,2,15,7,1,5,3,12,5,5,2,2,10,0,0,"2023-09-03 18:40:01","22","https://plottier.datosoficiales.com/resultados/PL/756/22/INT.json"
0,12,3,18,50,3,24,5,10,3,7,8,3,9,0,11,8,8,4,9,5,9,8,6,4,9,8,0,0,"2023-09-03 18:40:01","23","https://plottier.datosoficiales.com/resultados/PL/756/23/INT.json"
1,9,4,50,45,3,14,6,2,5,1,10,12,16,4,10,9,9,3,8,3,10,12,6,4,3,6,0,0,"2023-09-03 18:50:01","30","https://plottier.datosoficiales.com/resultados/PL/757/30/INT.json"
7,2,1,41,58,5,22,12,6,1,14,6,3,21,0,4,8,5,8,12,3,12,4,4,2,2,7,0,0,"2023-09-03 18:45:01","31","https://plottier.datosoficiales.com/resultados/PL/757/31/INT.json"
1,7,2,36,45,7,21,8,5,1,10,8,5,13,2,4,9,10,4,6,3,21,6,4,3,6,7,0,1,"2023-09-03 18:50:01","32","https://plottier.datosoficiales.com/resultados/PL/757/32/INT.json"
3,9,4,46,46,4,20,9,7,5,6,4,6,13,3,9,8,7,6,3,1,10,11,10,3,5,6,0,0,"2023-09-03 18:45:01","33","https://plottier.datosoficiales.com/resultados/PL/757/33/INT.json"
3,8,5,45,33,6,17,6,8,2,6,6,6,19,2,8,7,7,8,4,3,10,10,5,5,6,5,0,0,"2023-09-03 18:40:01","34","https://plottier.datosoficiales.com/resultados/PL/757/34/INT.json"
1,14,0,40,42,5,16,8,5,5,9,8,1,21,3,8,5,9,3,4,2,14,9,10,5,6,3,0,0,"2023-09-03 19:00:01","35","https://plottier.datosoficiales.com/resultados/PL/757/35/INT.json"
2,6,5,42,63,6,23,8,5,0,4,4,8,21,2,3,5,4,4,4,4,9,6,10,5,2,7,0,0,"2023-09-03 18:40:01","36","https://plottier.datosoficiales.com/resultados/PL/757/36/INT.json"
2,9,5,45,46,5,20,12,8,2,6,7,2,26,4,8,12,9,3,2,2,10,11,6,5,0,7,0,1,"2023-09-03 18:40:01","57","https://plottier.datosoficiales.com/resultados/PL/758/57/INT.json"
0,9,1,39,57,5,23,12,6,3,11,3,6,23,6,3,5,11,4,5,2,10,10,7,4,1,7,0,0,"2023-09-03 19:30:01","58","https://plottier.datosoficiales.com/resultados/PL/758/58/INT.json"
4,12,3,43,47,4,23,3,9,5,11,3,7,13,3,8,7,11,7,4,3,7,7,8,1,6,12,0,0,"2023-09-03 18:40:01","59","https://plottier.datosoficiales.com/resultados/PL/758/59/INT.json"
0,8,1,38,55,8,16,8,10,0,8,2,8,16,2,10,7,7,8,7,5,14,5,3,1,4,8,0,0,"2023-09-03 18:40:01","60","https://plottier.datosoficiales.com/resultados/PL/758/60/INT.json"
0,11,3,42,54,4,27,6,5,1,15,4,7,27,3,9,6,3,7,5,6,8,3,9,5,1,6,0,0,"2023-09-03 18:40:01","61","https://plottier.datosoficiales.com/resultados/PL/758/61/INT.json"
0,6,6,49,37,6,19,8,9,1,14,4,7,15,4,2,7,5,7,3,7,11,5,8,4,4,6,0,0,"2023-09-03 18:40:01","62","https://plottier.datosoficiales.com/resultados/PL/758/62/INT.json"
1,5,2,52,41,6,19,6,11,1,4,7,4,24,1,6,11,11,5,7,5,9,3,6,2,3,4,0,0,"2023-09-03 18:40:01","63","https://plottier.datosoficiales.com/resultados/PL/758/63/INT.json"
1,8,5,48,45,8,17,8,13,2,9,3,6,19,3,6,7,7,14,2,4,12,4,5,4,9,8,0,0,"2023-09-03 18:40:01","64","https://plottier.datosoficiales.com/resultados/PL/758/64/INT.json"
1,13,3,39,53,7,10,9,8,2,16,3,13,18,6,5,6,11,5,4,4,12,7,5,3,1,13,0,1,"2023-09-03 18:40:01","65","https://plottier.datosoficiales.com/resultados/PL/758/65/INT.json"
0,15,4,38,45,7,17,8,5,2,9,6,7,19,5,0,11,12,6,5,7,15,6,7,3,6,8,0,1,"2023-09-03 18:40:01","66","https://plottier.datosoficiales.com/resultados/PL/758/66/INT.json"
2,8,4,41,36,4,22,12,12,1,10,4,6,28,4,6,5,3,4,11,4,9,7,3,2,3,9,0,1,"2023-09-03 18:50:01","67","https://plottier.datosoficiales.com/resultados/PL/759/67/INT.json"
4,14,7,47,40,1,21,6,7,0,9,6,7,11,6,7,6,8,6,7,4,8,3,1,2,5,9,0,0,"2023-09-03 18:50:01","68","https://plottier.datosoficiales.com/resultados/PL/759/68/INT.json"
3,8,4,37,39,2,17,5,5,2,8,4,12,12,2,5,5,15,2,1,6,9,6,11,8,0,12,0,0,"2023-09-03 18:50:01","69","https://plottier.datosoficiales.com/resultados/PL/759/69/INT.json"
1,11,3,52,42,8,13,14,8,2,8,6,3,11,6,2,8,11,3,5,2,12,1,7,4,4,9,0,0,"2023-09-03 18:50:01","70","https://plottier.datosoficiales.com/resultados/PL/759/70/INT.json"
4,6,4,39,36,4,18,4,8,2,10,5,12,17,6,7,6,8,3,9,3,15,8,5,4,2,10,0,0,"2023-09-03 18:50:01","71","https://plottier.datosoficiales.com/resultados/PL/759/71/INT.json"
5,15,1,37,50,5,29,4,7,1,8,4,5,15,1,4,7,13,8,11,7,6,4,11,4,5,9,0,0,"2023-09-03 18:50:01","72","https://plottier.datosoficiales.com/resultados/PL/759/72/INT.json"
4,6,3,42,37,3,28,7,7,3,8,4,3,13,0,4,14,9,17,6,7,5,6,4,4,3,11,0,0,"2023-09-03 18:50:01","73","https://plottier.datosoficiales.com/resultados/PL/759/73/INT.json"
1,8,0,42,37,9,18,10,7,1,10,6,10,18,4,4,7,8,3,9,3,5,9,8,8,2,6,0,1,"2023-09-03 18:50:01","101","https://plottier.datosoficiales.com/resultados/PL/760/101/INT.json"
0,11,5,31,32,5,23,3,13,5,8,7,3,13,7,4,13,7,3,6,5,14,9,4,2,5,6,0,0,"2023-09-03 18:40:01","102","https://plottier.datosoficiales.com/resultados/PL/760/102/INT.json"
3,3,10,30,50,10,17,5,8,2,2,6,7,30,2,4,10,6,3,7,2,12,5,8,3,5,8,0,0,"2023-09-03 18:45:01","103","https://plottier.datosoficiales.com/resultados/PL/760/103/INT.json"
0,8,8,35,53,7,23,6,6,2,4,6,7,20,3,9,9,6,5,7,3,9,7,5,4,3,11,0,0,"2023-09-03 18:45:01","104","https://plottier.datosoficiales.com/resultados/PL/760/104/INT.json"
3,6,1,39,45,5,20,9,6,3,11,1,3,23,5,5,6,4,2,8,2,10,2,3,3,6,8,0,0,"2023-09-03 18:40:01","105","https://plottier.datosoficiales.com/resultados/PL/760/105/INT.json"
2,7,2,39,25,9,17,4,14,4,5,6,12,25,6,6,11,6,4,4,2,8,7,14,4,4,8,0,0,"2023-09-03 18:40:01","106","https://plottier.datosoficiales.com/resultados/PL/760/106/INT.json"
4,11,5,37,33,7,21,9,2,1,5,6,8,22,6,4,5,1,4,13,5,6,5,6,5,4,11,0,0,"2023-09-03 18:40:01","107","https://plottier.datosoficiales.com/resultados/PL/760/107/INT.json"
5,15,3,42,44,10,13,7,2,2,6,5,7,23,2,6,9,6,10,9,3,7,3,5,3,6,4,0,0,"2023-09-03 18:40:01","108","https://plottier.datosoficiales.com/resultados/PL/760/108/INT.json"
1,8,1,24,40,6,20,3,8,1,5,4,5,16,3,10,4,8,1,2,3,11,6,6,4,4,3,0,0,"2023-09-03 18:40:01","109","https://plottier.datosoficiales.com/resultados/PL/761/109/INT.json"
0,6,6,23,29,12,17,8,9,3,5,7,3,15,1,4,4,6,2,7,4,9,6,15,0,2,7,0,0,"2023-09-03 18:40:01","110","https://plottier.datosoficiales.com/resultados/PL/761/110/INT.json"
3,5,2,28,35,12,19,6,7,4,5,3,2,24,0,4,10,6,3,7,6,7,5,3,1,4,6,0,0,"2023-09-03 18:40:01","111","https://plottier.datosoficiales.com/resultados/PL/761/111/INT.json"
3,11,3,20,48,12,17,7,4,4,4,5,5,14,1,6,6,12,6,5,3,18,3,5,3,3,9,0,0,"2023-09-03 18:40:01","112","https://plottier.datosoficiales.com/resultados/PL/761/112/INT.json"
0,9,2,16,29,7,11,11,10,4,9,4,7,13,4,5,4,11,4,3,12,9,4,6,3,4,5,0,0,"2023-09-03 18:50:01","113","https://plottier.datosoficiales.com/resultados/PL/761/113/INT.json"
