"1","180","190","191","192","193","23","40","41","50","64","67","677","678","681","72","842","847","863","914","BLC","IMP","OBS","hora_proceso","numero","url"
9,5,14,18,6,10,7,9,1,3,10,11,90,6,7,19,11,11,4,20,4,0,0,"2023-07-23 19:05:01","688","https://cutralco.datosoficiales.com/resultados/CC/2/688/CNJ.json"
8,3,11,18,9,0,4,5,1,3,4,10,112,8,3,17,10,20,4,11,7,0,0,"2023-07-23 19:05:01","689","https://cutralco.datosoficiales.com/resultados/CC/2/689/CNJ.json"
16,3,10,9,3,7,5,14,1,6,4,8,100,15,6,16,17,18,3,11,14,0,0,"2023-07-23 19:05:01","690","https://cutralco.datosoficiales.com/resultados/CC/2/690/CNJ.json"
9,1,17,8,9,3,4,4,8,3,3,10,100,8,8,18,27,10,1,13,8,0,0,"2023-07-23 18:50:01","691","https://cutralco.datosoficiales.com/resultados/CC/2/691/CNJ.json"
3,10,10,23,16,8,5,8,1,1,6,13,76,5,7,17,20,9,1,8,5,0,2,"2023-07-23 19:35:01","657","https://cutralco.datosoficiales.com/resultados/CC/3/657/CNJ.json"
8,8,14,13,5,6,2,7,3,2,10,6,79,6,10,21,6,10,3,7,7,0,0,"2023-07-23 19:35:01","659","https://cutralco.datosoficiales.com/resultados/CC/3/659/CNJ.json"
28,7,16,21,12,5,0,8,2,2,11,3,71,8,10,16,14,9,1,13,3,0,0,"2023-07-23 19:35:01","660","https://cutralco.datosoficiales.com/resultados/CC/3/660/CNJ.json"
7,8,9,30,9,7,8,4,1,2,11,13,66,7,7,13,11,11,2,8,10,0,0,"2023-07-23 19:35:01","661","https://cutralco.datosoficiales.com/resultados/CC/3/661/CNJ.json"
10,4,7,17,2,3,6,9,3,4,5,10,105,9,9,14,16,15,1,14,16,0,0,"2023-07-23 19:05:01","681","https://cutralco.datosoficiales.com/resultados/CC/4/681/CNJ.json"
15,7,10,19,5,9,5,13,3,1,5,10,95,9,4,14,20,16,3,8,6,0,1,"2023-07-23 19:30:02","682","https://cutralco.datosoficiales.com/resultados/CC/4/682/CNJ.json"
13,6,2,21,7,2,3,8,1,0,5,8,102,4,3,19,20,26,6,16,7,0,0,"2023-07-23 19:10:01","683","https://cutralco.datosoficiales.com/resultados/CC/4/683/CNJ.json"
8,6,10,20,7,8,3,7,5,0,4,15,108,6,12,18,13,13,2,4,6,0,0,"2023-07-23 19:30:02","684","https://cutralco.datosoficiales.com/resultados/CC/4/684/CNJ.json"
16,5,9,20,10,5,2,14,1,5,2,6,89,6,6,18,19,11,5,17,15,0,1,"2023-07-23 19:10:01","685","https://cutralco.datosoficiales.com/resultados/CC/4/685/CNJ.json"
5,9,7,12,5,8,11,7,0,6,2,9,97,9,3,16,21,16,3,9,17,0,2,"2023-07-23 19:35:01","686","https://cutralco.datosoficiales.com/resultados/CC/4/686/CNJ.json"
10,7,7,25,11,6,3,19,2,4,13,7,82,5,10,25,11,12,1,8,7,0,0,"2023-07-23 21:05:02","652","https://cutralco.datosoficiales.com/resultados/CC/5/652/CNJ.json"
10,5,12,22,13,8,1,7,2,3,13,4,73,15,10,16,18,7,3,6,9,0,0,"2023-07-23 18:40:01","653","https://cutralco.datosoficiales.com/resultados/CC/5/653/CNJ.json"
7,7,10,16,7,9,7,10,1,3,10,4,81,5,11,17,12,8,4,8,8,0,0,"2023-07-23 18:50:01","654","https://cutralco.datosoficiales.com/resultados/CC/5/654/CNJ.json"
10,11,8,9,12,10,3,8,5,8,9,3,74,11,8,16,13,13,1,7,7,0,0,"2023-07-23 19:05:01","655","https://cutralco.datosoficiales.com/resultados/CC/5/655/CNJ.json"
13,6,11,12,14,7,4,14,4,5,6,7,79,4,9,11,11,18,2,11,7,0,1,"2023-07-23 19:10:01","656","https://cutralco.datosoficiales.com/resultados/CC/5/656/CNJ.json"
9,3,17,19,2,5,5,8,4,1,4,7,114,6,4,15,11,5,1,14,14,0,1,"2023-07-23 19:25:01","692","https://cutralco.datosoficiales.com/resultados/CC/6/692/CNJ.json"
5,8,8,13,3,12,3,11,0,2,8,8,89,7,8,14,20,15,7,16,6,0,0,"2023-07-23 19:10:01","693","https://cutralco.datosoficiales.com/resultados/CC/6/693/CNJ.json"
10,4,10,14,4,9,6,2,2,5,7,8,77,6,9,19,25,21,5,13,14,0,0,"2023-07-23 20:05:01","694","https://cutralco.datosoficiales.com/resultados/CC/6/694/CNJ.json"
10,7,12,24,4,1,3,8,0,2,5,10,113,7,5,18,20,17,7,8,2,0,0,"2023-07-23 19:45:01","695","https://cutralco.datosoficiales.com/resultados/CC/6/695/CNJ.json"
16,6,10,8,10,4,8,8,0,2,8,7,95,8,3,22,15,12,8,15,10,0,0,"2023-07-23 19:40:01","696","https://cutralco.datosoficiales.com/resultados/CC/6/696/CNJ.json"
13,6,5,27,6,7,3,13,3,2,1,7,102,3,1,13,15,15,8,22,7,0,0,"2023-07-23 19:30:02","697","https://cutralco.datosoficiales.com/resultados/CC/6/697/CNJ.json"
17,8,8,10,5,4,5,7,5,2,7,14,106,6,5,21,19,13,2,14,9,0,0,"2023-07-23 19:45:01","698","https://cutralco.datosoficiales.com/resultados/CC/7/698/CNJ.json"
15,11,13,12,13,3,1,17,1,4,1,8,99,7,3,22,6,8,3,11,12,0,0,"2023-07-23 19:50:01","699","https://cutralco.datosoficiales.com/resultados/CC/7/699/CNJ.json"
12,3,7,20,13,5,13,4,2,7,2,10,75,13,2,15,12,14,8,18,10,0,0,"2023-07-23 19:45:01","700","https://cutralco.datosoficiales.com/resultados/CC/7/700/CNJ.json"
11,4,7,14,10,3,5,8,1,2,7,13,105,3,6,29,14,7,6,17,8,0,0,"2023-07-23 19:50:01","701","https://cutralco.datosoficiales.com/resultados/CC/7/701/CNJ.json"
10,7,6,10,10,6,8,3,1,5,4,6,102,5,4,19,15,19,4,15,10,0,1,"2023-07-23 19:50:01","702","https://cutralco.datosoficiales.com/resultados/CC/7/702/CNJ.json"
27,6,2,8,5,4,6,7,5,5,4,7,93,10,8,16,23,5,7,14,9,0,0,"2023-07-23 19:50:01","703","https://cutralco.datosoficiales.com/resultados/CC/7/703/CNJ.json"
16,10,14,16,5,7,11,6,1,3,4,9,93,10,3,16,14,17,5,17,10,0,1,"2023-07-23 19:50:01","709","https://cutralco.datosoficiales.com/resultados/CC/8/709/CNJ.json"
19,3,8,15,3,4,7,8,4,5,5,12,90,7,3,13,19,14,4,15,3,0,1,"2023-07-23 19:50:01","710","https://cutralco.datosoficiales.com/resultados/CC/8/710/CNJ.json"
13,3,10,15,4,8,7,10,0,1,6,11,85,2,5,16,17,9,6,29,6,0,2,"2023-07-23 19:50:01","711","https://cutralco.datosoficiales.com/resultados/CC/8/711/CNJ.json"
17,4,7,15,9,3,5,7,1,5,3,9,99,5,7,16,18,23,8,12,5,0,0,"2023-07-23 19:50:01","712","https://cutralco.datosoficiales.com/resultados/CC/8/712/CNJ.json"
16,8,7,8,1,7,13,9,1,2,3,11,95,2,4,14,10,17,7,15,17,0,1,"2023-07-23 19:50:01","713","https://cutralco.datosoficiales.com/resultados/CC/8/713/CNJ.json"
22,6,7,15,10,5,3,9,2,3,6,16,93,8,9,15,6,15,8,17,14,0,0,"2023-07-23 19:20:01","715","https://cutralco.datosoficiales.com/resultados/CC/9/715/CNJ.json"
14,7,7,13,9,1,4,12,3,3,3,16,101,6,3,14,15,8,2,19,14,0,0,"2023-07-23 18:50:01","716","https://cutralco.datosoficiales.com/resultados/CC/9/716/CNJ.json"
13,6,14,19,4,7,3,9,4,3,3,15,95,12,5,18,5,16,2,15,11,0,0,"2023-07-23 19:25:01","717","https://cutralco.datosoficiales.com/resultados/CC/9/717/CNJ.json"
10,8,8,16,10,5,4,7,0,5,12,21,85,5,12,21,5,8,2,24,5,0,0,"2023-07-23 19:05:01","718","https://cutralco.datosoficiales.com/resultados/CC/9/718/CNJ.json"
11,4,11,12,11,11,3,7,3,1,8,10,109,7,5,14,11,13,4,11,15,0,0,"2023-07-23 19:25:01","719","https://cutralco.datosoficiales.com/resultados/CC/9/719/CNJ.json"
14,7,8,14,6,9,4,12,5,6,4,20,89,9,6,16,9,9,6,9,6,0,0,"2023-07-23 19:10:01","720","https://cutralco.datosoficiales.com/resultados/CC/9/720/CNJ.json"
15,9,8,13,8,1,4,13,1,7,7,14,91,5,10,15,11,17,3,10,8,0,0,"2023-07-23 18:50:01","721","https://cutralco.datosoficiales.com/resultados/CC/9/721/CNJ.json"
