"1","151","166","180","190","191","192","193","23","40","41","50","64","67","673","674","675","72","74","842","863","882","883","901","908","914","915","BLC","IMP","OBS","REC","hora_proceso","numero","url"
2,32,1,12,3,14,8,6,5,10,7,1,11,11,46,10,15,10,12,6,2,3,3,6,7,3,0,6,0,1,0,"2023-04-16 20:15:01","653","https://neuquen.datosoficiales.com/resultados/NE/1/10/4/653/DIP.json"
2,43,0,4,10,20,8,7,6,8,2,5,9,13,40,4,11,15,9,3,0,4,0,3,16,4,2,9,0,0,0,"2023-04-16 19:15:01","654","https://neuquen.datosoficiales.com/resultados/NE/1/10/4/654/DIP.json"
5,34,2,5,4,19,8,2,3,17,6,3,5,12,43,10,15,14,17,2,1,1,1,5,8,2,1,4,0,0,0,"2023-04-16 19:15:01","655","https://neuquen.datosoficiales.com/resultados/NE/1/10/4/655/DIP.json"
1,36,2,6,8,16,6,6,2,13,3,4,9,8,54,4,13,12,13,1,1,3,0,6,9,3,0,8,0,0,0,"2023-04-16 20:05:01","656","https://neuquen.datosoficiales.com/resultados/NE/1/10/4/656/DIP.json"
4,47,3,2,4,8,3,4,5,15,4,2,5,18,44,8,2,20,21,2,2,2,5,4,6,5,3,15,0,0,0,"2023-04-16 19:35:01","692","https://neuquen.datosoficiales.com/resultados/NE/1/10/5/692/DIP.json"
4,40,2,4,5,12,5,4,5,26,5,2,4,13,54,6,7,17,19,2,0,1,1,6,8,2,1,9,0,0,0,"2023-04-16 19:40:01","693","https://neuquen.datosoficiales.com/resultados/NE/1/10/5/693/DIP.json"
3,47,3,6,5,15,5,6,5,22,4,5,7,15,54,3,5,13,20,3,2,3,3,2,7,2,2,8,0,0,0,"2023-04-16 19:20:01","694","https://neuquen.datosoficiales.com/resultados/NE/1/10/5/694/DIP.json"
1,52,1,1,4,11,7,7,4,26,2,4,4,14,45,7,0,26,23,4,2,2,1,7,6,2,3,7,0,0,0,"2023-04-16 19:40:01","695","https://neuquen.datosoficiales.com/resultados/NE/1/10/5/695/DIP.json"
8,38,3,5,1,8,1,3,1,17,4,3,6,21,64,5,3,16,27,2,3,2,1,2,8,3,1,11,0,0,1,"2023-04-16 19:35:01","696","https://neuquen.datosoficiales.com/resultados/NE/1/10/5/696/DIP.json"
4,46,1,4,8,12,4,6,4,16,9,4,5,17,48,8,4,18,14,5,5,5,2,3,6,1,1,9,0,0,0,"2023-04-16 20:10:01","697","https://neuquen.datosoficiales.com/resultados/NE/1/10/5/697/DIP.json"
1,34,4,6,5,11,3,5,4,11,5,4,5,25,50,4,4,29,29,7,4,2,2,3,5,3,1,11,0,0,0,"2023-04-16 20:15:01","698","https://neuquen.datosoficiales.com/resultados/NE/1/10/6/698/DIP.json"
1,42,0,9,4,17,2,9,3,15,3,4,7,23,56,2,3,16,26,3,1,5,1,5,9,4,0,9,0,0,0,"2023-04-16 19:45:01","699","https://neuquen.datosoficiales.com/resultados/NE/1/10/6/699/DIP.json"
